"IncidentID","Incidents","Location","Building","Longtitude","Latitude","Status","Time"
31,"EMERGENCY INCIDENTS","FOS","NUHS-MAIN BUILDING",1.294399964,103.7835039,"Close",2018-12-07 07:04:17
32,"LOST AND FOUND","PGP","SUB-STATION 4 (NEAR KEVII)",1.292213805,103.7814032,"Open",2019-01-31 00:33:00
32,"LOST AND FOUND","PGP","SUB-STATION 4 (NEAR KEVII)",1.292213805,103.7814032,"Close",2019-02-03 01:56:13
33,"LOST AND FOUND","YIH","CTR FOR THE ARTS",1.29917139,103.7737631,"Open",2019-11-26 20:06:00
33,"LOST AND FOUND","YIH","CTR FOR THE ARTS",1.29917139,103.7737631,"Close",2019-11-30 03:46:09
34,"STOLEN ITEMS","KR","5 KR BUNGALOW",1.294572999,103.7796455,"Open",2019-06-19 02:33:00
34,"STOLEN ITEMS","KR","5 KR BUNGALOW",1.294572999,103.7796455,"Close",2019-06-21 02:41:21
35,"DAMAGED PROPERTY","PGP","9 PGP BUNGALOW",1.293962325,103.7773228,"Open",2019-10-03 12:30:00
35,"DAMAGED PROPERTY","PGP","9 PGP BUNGALOW",1.293962325,103.7773228,"Close",2019-10-10 23:16:29
36,"EMERGENCY INCIDENTS","FOS","SCIENCE BLOCK 7",1.296276183,103.7788705,"Open",2019-06-18 02:24:00
36,"EMERGENCY INCIDENTS","FOS","SCIENCE BLOCK 7",1.296276183,103.7788705,"Close",2019-06-18 23:29:13
37,"STOLEN ITEMS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"Open",2019-03-26 13:09:00
37,"STOLEN ITEMS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"Close",2019-03-28 23:20:07
38,"DAMAGED PROPERTY","CDE","DESIGN & ENVIRONMENT BLOCK 1",1.297243627,103.7706028,"Open",2019-07-10 13:34:00
38,"DAMAGED PROPERTY","CDE","DESIGN & ENVIRONMENT BLOCK 1",1.297243627,103.7706028,"Close",2019-07-18 15:13:51
39,"STOLEN ITEMS","OTH","TMSI-ST JOHN'S ISLAND",1.217102975,103.8501062,"Open",2019-06-01 16:25:00
39,"STOLEN ITEMS","OTH","TMSI-ST JOHN'S ISLAND",1.217102975,103.8501062,"Close",2019-06-03 14:23:10
40,"LOST AND FOUND","CDE","ENGINEERING BLOCK 3A",1.300324497,103.7714214,"Open",2019-09-19 21:26:00
40,"LOST AND FOUND","CDE","ENGINEERING BLOCK 3A",1.300324497,103.7714214,"Close",2019-09-22 15:12:06
41,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 18)",1.291099609,103.7804155,"Open",2019-03-23 19:15:00
41,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 18)",1.291099609,103.7804155,"Close",2019-04-02 15:34:04
42,"STOLEN ITEMS","FOS","LECTURE THEATRE 26",1.296796994,103.781201,"Open",2019-04-08 19:16:00
42,"STOLEN ITEMS","FOS","LECTURE THEATRE 26",1.296796994,103.781201,"Close",2019-04-10 04:09:48
43,"DAMAGED PROPERTY","SOC","LECTURE THEATRE 18",1.293522481,103.7745083,"Open",2019-09-03 01:23:00
43,"DAMAGED PROPERTY","SOC","LECTURE THEATRE 18",1.293522481,103.7745083,"Close",2019-09-08 07:08:55
44,"LOST AND FOUND","YIH","MULTI-PURPOSE HALL 5 & 6",1.300997486,103.7757629,"Open",2019-05-23 07:33:00
44,"LOST AND FOUND","YIH","MULTI-PURPOSE HALL 5 & 6",1.300997486,103.7757629,"Close",2019-05-25 11:15:27
45,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 8)",1.291036666,103.7798218,"Open",2019-04-02 16:30:00
45,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 8)",1.291036666,103.7798218,"Close",2019-04-06 12:42:56
46,"SEXUAL INCIDENTS","PGP","PGP RESIDENCES (BLOCK 23)",1.290527203,103.7807137,"Open",2019-10-21 07:09:00
46,"SEXUAL INCIDENTS","PGP","PGP RESIDENCES (BLOCK 23)",1.290527203,103.7807137,"Close",2019-10-28 21:14:02
47,"DAMAGED PROPERTY","PGP","4 PGP BUNGALOW",1.292756725,103.7793448,"Open",2019-09-19 04:30:00
47,"DAMAGED PROPERTY","PGP","4 PGP BUNGALOW",1.292756725,103.7793448,"Close",2019-09-21 22:20:46
48,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 24)",1.290409214,103.7806802,"Open",2019-06-12 11:22:00
48,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 24)",1.290409214,103.7806802,"Close",2019-06-14 20:30:46
49,"EMERGENCY INCIDENTS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"Open",2019-01-07 22:13:00
49,"EMERGENCY INCIDENTS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"Close",2019-01-11 09:38:28
50,"LOST AND FOUND","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"Open",2019-03-12 12:03:00
50,"LOST AND FOUND","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"Close",2019-03-14 11:24:04
51,"LOST AND FOUND","UCC","DECOM SUB-STATION 1 (NEAR LKCNHM)",1.302031823,103.7736227,"Open",2019-11-21 07:34:00
51,"LOST AND FOUND","UCC","DECOM SUB-STATION 1 (NEAR LKCNHM)",1.302031823,103.7736227,"Close",2019-11-24 11:36:46
52,"LOST AND FOUND","PGP","18 PGP BUNGALOW",1.292335925,103.7795173,"Open",2019-03-15 23:29:00
52,"LOST AND FOUND","PGP","18 PGP BUNGALOW",1.292335925,103.7795173,"Close",2019-03-19 00:04:34
53,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 9)",1.291154226,103.7797307,"Open",2019-03-01 22:03:00
53,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 9)",1.291154226,103.7797307,"Close",2019-03-09 23:10:39
54,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"Open",2019-01-15 10:37:00
54,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"Close",2019-01-18 10:09:27
55,"DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK A)",1.297474982,103.776628,"Open",2019-07-12 19:55:00
55,"DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK A)",1.297474982,103.776628,"Close",2019-07-18 17:21:32
56,"DAMAGED PROPERTY","HALL","TEMASEK HALL (BLOCK B)",1.292689235,103.7705357,"Open",2019-01-24 01:57:00
56,"DAMAGED PROPERTY","HALL","TEMASEK HALL (BLOCK B)",1.292689235,103.7705357,"Close",2019-01-29 10:37:47
57,"STOLEN ITEMS","UTown","UTOWN RESIDENCE-NORTH TOWER",1.305337891,103.7737981,"Open",2019-01-25 09:17:00
57,"STOLEN ITEMS","UTown","UTOWN RESIDENCE-NORTH TOWER",1.305337891,103.7737981,"Close",2019-01-27 11:44:14
58,"LOST AND FOUND","CDE","LECTURE THEATRE 1",1.299442762,103.7711115,"Open",2018-09-29 16:30:00
58,"LOST AND FOUND","CDE","LECTURE THEATRE 1",1.299442762,103.7711115,"Close",2018-10-03 07:03:06
59,"LOST AND FOUND","PGP","PGP RESIDENCES RESTAURANT",1.290570399,103.7813784,"Open",2019-04-04 17:32:00
59,"LOST AND FOUND","PGP","PGP RESIDENCES RESTAURANT",1.290570399,103.7813784,"Close",2019-04-07 15:23:25
60,"LOST AND FOUND","PGP","18A PGP BUNGALOW",1.292325199,103.7795281,"Open",2019-12-01 09:34:00
60,"LOST AND FOUND","PGP","18A PGP BUNGALOW",1.292325199,103.7795281,"Close",2019-12-03 13:45:17
61,"DAMAGED PROPERTY","YIH","RAFFLES HALL (BLOCK B)",1.300180358,103.7734463,"Open",2019-11-11 12:54:00
61,"DAMAGED PROPERTY","YIH","RAFFLES HALL (BLOCK B)",1.300180358,103.7734463,"Close",2019-11-14 13:00:58
62,"STOLEN ITEMS","YIH","RAFFLES HALL (BLOCK D)",1.300301709,103.7726668,"Open",2019-04-26 15:06:00
62,"STOLEN ITEMS","YIH","RAFFLES HALL (BLOCK D)",1.300301709,103.7726668,"Close",2019-04-27 21:47:40
63,"STOLEN ITEMS","PGP","KE VII HALL (BLOCK E)",1.29305545,103.7807199,"Open",2019-01-12 14:32:00
63,"STOLEN ITEMS","PGP","KE VII HALL (BLOCK E)",1.29305545,103.7807199,"Close",2019-01-13 20:35:00
64,"LOST AND FOUND","FOS","NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE",1.2959965,103.7832118,"Open",2018-09-05 16:20:00
64,"LOST AND FOUND","FOS","NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE",1.2959965,103.7832118,"Close",2018-09-08 19:07:51
65,"DAMAGED PROPERTY","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"Open",2019-03-04 13:30:00
65,"DAMAGED PROPERTY","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"Close",2019-03-13 19:31:21
66,"LOST AND FOUND","FOS","SCIENCE BLOCK 8",1.296070989,103.7793013,"Open",2019-03-10 07:58:00
66,"LOST AND FOUND","FOS","SCIENCE BLOCK 8",1.296070989,103.7793013,"Close",2019-03-12 10:12:18
67,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 15)",1.291668827,103.7801396,"Open",2019-11-11 17:09:00
67,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 15)",1.291668827,103.7801396,"Close",2019-11-14 05:12:46
68,"LOST AND FOUND","HALL","TEMASEK HALL (BLOCK C)",1.292732285,103.7709504,"Open",2019-04-19 05:05:00
68,"LOST AND FOUND","HALL","TEMASEK HALL (BLOCK C)",1.292732285,103.7709504,"Close",2019-04-22 10:46:43
69,"STOLEN ITEMS","FOS","FOS - SHED B-NEXT TO S3&S4",1.29582005,103.7789548,"Open",2019-06-19 13:37:00
69,"STOLEN ITEMS","FOS","FOS - SHED B-NEXT TO S3&S4",1.29582005,103.7789548,"Close",2019-06-21 20:13:23
70,"LOST AND FOUND","PGP","KE VII HALL (BLOCK D)",1.293315344,103.7803833,"Open",2019-04-06 17:05:00
70,"LOST AND FOUND","PGP","KE VII HALL (BLOCK D)",1.293315344,103.7803833,"Close",2019-04-09 15:15:28
71,"DAMAGED PROPERTY","HALL","SHEARES HALL (BLOCK A)",1.291577534,103.7754185,"Open",2018-10-14 03:48:00
71,"DAMAGED PROPERTY","HALL","SHEARES HALL (BLOCK A)",1.291577534,103.7754185,"Close",2018-10-21 09:41:33
72,"DAMAGED PROPERTY","YIH","UNIVERSITY SPORT CENTRE",1.299832654,103.7753454,"Open",2019-06-15 03:16:00
72,"DAMAGED PROPERTY","YIH","UNIVERSITY SPORT CENTRE",1.299832654,103.7753454,"Close",2019-06-23 05:34:54
73,"LOST AND FOUND","PGP","KE VII HALL (BLOCK A)",1.292733372,103.7806752,"Open",2018-12-27 09:41:00
73,"LOST AND FOUND","PGP","KE VII HALL (BLOCK A)",1.292733372,103.7806752,"Close",2018-12-31 06:51:01
74,"DAMAGED PROPERTY","CDE","ENGINEERING WORKSHOP 1",1.298988688,103.7705945,"Open",2019-01-10 01:20:00
74,"DAMAGED PROPERTY","CDE","ENGINEERING WORKSHOP 1",1.298988688,103.7705945,"Close",2019-01-15 14:32:08
75,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 19)",1.290999159,103.7805255,"Open",2019-04-05 17:06:00
75,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 19)",1.290999159,103.7805255,"Close",2019-04-08 12:41:38
76,"DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK E)",1.298622717,103.7762558,"Open",2019-10-15 20:34:00
76,"DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK E)",1.298622717,103.7762558,"Close",2019-10-25 11:55:27
77,"LOST AND FOUND","HALL","SHEARES HALL (BLOCK E)",1.291117652,103.7758047,"Open",2018-10-07 09:10:00
77,"LOST AND FOUND","HALL","SHEARES HALL (BLOCK E)",1.291117652,103.7758047,"Close",2018-10-10 04:08:58
78,"DAMAGED PROPERTY","BTC","BTC-MANASSEH MEYER",1.319098649,103.8176172,"Open",2019-07-22 22:23:00
78,"DAMAGED PROPERTY","BTC","BTC-MANASSEH MEYER",1.319098649,103.8176172,"Close",2019-07-30 07:26:46
79,"LOST AND FOUND","FASS","ARTS & SOCIAL SCIENCES BLOCK 8",1.294061185,103.7720122,"Open",2018-12-17 16:09:00
79,"LOST AND FOUND","FASS","ARTS & SOCIAL SCIENCES BLOCK 8",1.294061185,103.7720122,"Close",2018-12-21 07:27:02
80,"LOST AND FOUND","SOC","DATA-CENTRE-NUS HIGH SCHOOL",1.296769604,103.7802964,"Open",2019-01-01 21:34:00
80,"LOST AND FOUND","SOC","DATA-CENTRE-NUS HIGH SCHOOL",1.296769604,103.7802964,"Close",2019-01-05 02:49:24
81,"EMERGENCY INCIDENTS","YIH","RIDGE VIEW RESIDENCE (BLOCK D)",1.297921449,103.7758882,"Open",2018-12-29 19:00:00
81,"EMERGENCY INCIDENTS","YIH","RIDGE VIEW RESIDENCE (BLOCK D)",1.297921449,103.7758882,"Close",2019-01-02 00:22:02
82,"EMERGENCY INCIDENTS","FOS","MD BLK 6 (CTR FOR TRANS  MED)",1.295320036,103.7816808,"Open",2019-08-14 02:36:00
82,"EMERGENCY INCIDENTS","FOS","MD BLK 6 (CTR FOR TRANS  MED)",1.295320036,103.7816808,"Close",2019-08-16 13:17:42
83,"STOLEN ITEMS","CDE","DESIGN & ENVIRONMENT BLOCK 3",1.297825387,103.7705126,"Open",2019-05-05 02:53:00
83,"STOLEN ITEMS","CDE","DESIGN & ENVIRONMENT BLOCK 3",1.297825387,103.7705126,"Close",2019-05-06 22:30:18
84,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 21)",1.290472992,103.7804283,"Open",2019-04-06 20:38:00
84,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 21)",1.290472992,103.7804283,"Close",2019-04-10 15:49:39
85,"LOST AND FOUND","FOS","DUKE-NUS MEDSH-KHOOTECKPUAT BG",1.293420222,103.7828813,"Open",2019-02-15 05:52:00
85,"LOST AND FOUND","FOS","DUKE-NUS MEDSH-KHOOTECKPUAT BG",1.293420222,103.7828813,"Close",2019-02-17 17:26:47
86,"DAMAGED PROPERTY","KR","14 KR BUNGALOW",1.297439351,103.7744566,"Open",2019-05-02 00:13:00
86,"DAMAGED PROPERTY","KR","14 KR BUNGALOW",1.297439351,103.7744566,"Close",2019-05-07 06:34:51
87,"DAMAGED PROPERTY","PGP","5 PGP BUNGALOW",1.293103799,103.7786261,"Open",2018-12-20 14:22:00
87,"DAMAGED PROPERTY","PGP","5 PGP BUNGALOW",1.293103799,103.7786261,"Close",2018-12-25 00:32:22
88,"LOST AND FOUND","BTC","BTC-LI KA SHING BUILDING",1.319621613,103.8175738,"Open",2019-08-19 02:53:00
88,"LOST AND FOUND","BTC","BTC-LI KA SHING BUILDING",1.319621613,103.8175738,"Close",2019-08-21 22:52:59
89,"LOST AND FOUND","YIH","RAFFLES HALL (BLOCK A)",1.299677886,103.7732472,"Open",2019-01-23 08:37:00
89,"LOST AND FOUND","YIH","RAFFLES HALL (BLOCK A)",1.299677886,103.7732472,"Close",2019-01-26 01:16:34
90,"LOST AND FOUND","CDE","ENGINEERING BLOCK 2A (EDIC)",1.29880703,103.7713411,"Open",2019-08-23 00:22:00
90,"LOST AND FOUND","CDE","ENGINEERING BLOCK 2A (EDIC)",1.29880703,103.7713411,"Close",2019-08-26 01:41:35
91,"STOLEN ITEMS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"Open",2019-09-15 15:19:00
91,"STOLEN ITEMS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"Close",2019-09-17 17:31:54
92,"STOLEN ITEMS","HALL","EUSOFF HALL (BLOCK C)",1.293426406,103.7701612,"Open",2019-10-08 12:49:00
92,"STOLEN ITEMS","HALL","EUSOFF HALL (BLOCK C)",1.293426406,103.7701612,"Close",2019-10-10 15:19:55
93,"STOLEN ITEMS","BTC","BTC-SUB-STATION",1.318793146,103.8179381,"Open",2019-02-14 06:14:00
93,"STOLEN ITEMS","BTC","BTC-SUB-STATION",1.318793146,103.8179381,"Close",2019-02-16 00:18:16
94,"LOST AND FOUND","HALL","KENT RIDGE HALL (BLOCK B)",1.291333703,103.7747351,"Open",2019-07-08 10:49:00
94,"LOST AND FOUND","HALL","KENT RIDGE HALL (BLOCK B)",1.291333703,103.7747351,"Close",2019-07-11 17:35:17
95,"LOST AND FOUND","CDE","EL SERVICE RESERVOIRS 1&2",1.299643981,103.7721483,"Open",2019-11-04 08:57:00
95,"LOST AND FOUND","CDE","EL SERVICE RESERVOIRS 1&2",1.299643981,103.7721483,"Close",2019-11-07 03:43:18
96,"LOST AND FOUND","BTC","BTC-OEI TIONG HAM",1.319309565,103.8180432,"Open",2019-03-22 06:43:00
96,"LOST AND FOUND","BTC","BTC-OEI TIONG HAM",1.319309565,103.8180432,"Close",2019-03-25 13:10:46
97,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"Open",2019-10-10 07:50:00
97,"DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"Close",2019-10-14 15:53:44
98,"LOST AND FOUND","HALL","KENT RIDGE HALL (BLOCK A)",1.29166438,103.7749714,"Open",2019-08-11 10:56:00
98,"LOST AND FOUND","HALL","KENT RIDGE HALL (BLOCK A)",1.29166438,103.7749714,"Close",2019-08-14 05:08:52
99,"DAMAGED PROPERTY","SOC","COMPUTING BLOCK 1",1.294771346,103.773839,"Open",2019-03-19 06:32:00
99,"DAMAGED PROPERTY","SOC","COMPUTING BLOCK 1",1.294771346,103.773839,"Close",2019-03-27 02:36:34
100,"DAMAGED PROPERTY","FOS","FOS-RICE SHED C-NEXT TO S3&S4",1.296022174,103.7792963,"Open",2019-04-26 04:34:00
100,"DAMAGED PROPERTY","FOS","FOS-RICE SHED C-NEXT TO S3&S4",1.296022174,103.7792963,"Close",2019-05-01 22:06:07
101,"LOST AND FOUND","CDE","ENGINEERING BLOCK 6",1.299181543,103.7730982,"Open",2019-08-31 06:58:00
101,"LOST AND FOUND","CDE","ENGINEERING BLOCK 6",1.299181543,103.7730982,"Close",2019-09-04 02:03:25
102,"STOLEN ITEMS","FASS","LECTURE THEATRE 13",1.295043651,103.7709322,"Open",2019-06-03 08:39:00
102,"STOLEN ITEMS","FASS","LECTURE THEATRE 13",1.295043651,103.7709322,"Close",2019-06-05 00:57:55
103,"LOST AND FOUND","YIH","UNIVERSITY HEALTH CENTRE",1.299028198,103.776488,"Open",2019-06-16 14:50:00
103,"LOST AND FOUND","YIH","UNIVERSITY HEALTH CENTRE",1.299028198,103.776488,"Close",2019-06-19 05:26:27
104,"EMERGENCY INCIDENTS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"Open",2019-10-03 02:12:00
104,"EMERGENCY INCIDENTS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"Close",2019-10-06 01:41:07
105,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 5)",1.291343839,103.7799128,"Open",2019-09-04 18:58:00
105,"LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 5)",1.291343839,103.7799128,"Close",2019-09-08 15:17:58
106,"DAMAGED PROPERTY","PGP","3 PGP BUNGALOW",1.292651799,103.7797184,"Open",2019-04-01 16:31:00
106,"DAMAGED PROPERTY","PGP","3 PGP BUNGALOW",1.292651799,103.7797184,"Close",2019-04-07 02:14:20
107,"STOLEN ITEMS","BTC","BTC-CAFE",1.319623502,103.8174052,"Open",2018-12-01 19:05:00
