,Unnamed: 0,Classification,Disposition,datetime
152,152,Theft,Open Investigation,2021-02-10 16:47:00
153,153,Theft,Arrest,2021-01-22 01:34:00
154,154,Trespass,Closed,2021-04-28 12:16:00
155,155,Trespassing,Open Investigation,2021-08-23 22:25:00
156,156,Shoplifting,Open Investigation,2021-05-27 07:42:00
157,157,Theft,Open Investigation,2020-12-15 14:33:00
158,158,Extortion,Arrest,2021-08-18 06:29:00
159,159,Trespassing,Open Investigation,2020-11-16 09:20:00
160,160,Trespass,Arrest,2021-06-01 04:07:00
161,161,Shoplifting , Closed,2020-10-13 02:48:00
162,162,Theft,Arrest,2021-07-04 01:55:00
163,163,Theft,Arrest,2021-01-06 04:33:00
164,164,Theft,Arrest,2020-12-06 19:45:00
165,165,Theft,Open Investigation,2021-01-31 00:31:00
166,166,Theft,Open Investigation,2021-09-24 08:10:00
167,167,Assault: Domestic Violence,Open Investigation,2021-04-21 10:09:00
168,168,Trespass,Open Investigation,2021-08-30 02:25:00
169,169,Theft,Open Investigation,2021-08-22 14:43:00
170,170,Extortion,Open Investigation,2021-01-19 16:27:00
171,171,False Public Alarm,Arrest,2021-07-16 08:09:00
172,172,Criminal Mischief,Closed,2021-11-30 22:49:00
173,173,Trespassing,Judicial Referral,2021-03-15 00:46:00
174,174,Criminal Mischief,Open Investigation,2021-04-19 04:57:00
175,175,Shoplifting,Closed,2021-04-30 12:03:00
176,176,Theft,Judicial Referral,2021-08-20 22:27:00
177,177,Trespassing,Open Investigation,2021-05-31 11:12:00
178,178,Criminal Mischief,Closed,2021-09-30 17:58:00
179,179,Theft,Open Investigation,2020-11-20 01:55:00
180,180,Theft,Open Investigation,2021-02-27 15:06:00
181,181,Theft,Open Investigation,2021-02-18 08:40:00
182,182,Shoplifting ,Unfounded,2020-12-07 16:15:00
183,183,Trespassing,Open Investigation,2021-02-01 23:08:00
184,184,Theft,Closed,2021-07-15 22:41:00
185,185,Rape,Open Investigation,2021-03-09 09:55:00
186,186,Lewdness,Arrest,2021-10-11 06:31:00
187,187,Trespassing, Arrest,2021-07-21 04:04:00
188,188,Terroristic Threats,Unfounded,2021-10-11 03:08:00
189,189,Theft,Open Investigation,2021-01-15 08:10:00
190,190,Trespass,Open Investigation,2021-08-10 14:06:00
191,191,Liquor Law Violation,Arrest,2021-10-30 05:28:00
192,192,Shoplifting ,Arrest,2020-12-07 14:01:00
193,193,Harassment,Arrest,2021-03-10 23:02:00
194,194,Theft,Open Investigation,2021-01-05 21:52:00
195,195,Defiant Trespass,Unfounded,2021-04-10 21:15:00
196,196,Bias Intimidation,Open Investigation,2021-01-01 22:49:00
197,197,Shoplifting,,2020-09-10 13:10:00
198,198,Criminal Mischief,Judicial Referral,2021-03-23 01:21:00
199,199,Intimidation,Closed,2021-08-23 19:38:00
200,200,Shoplifting,Arrest,2021-03-04 04:28:00
201,201,Trespassing,Unfounded,2021-10-24 11:39:00
202,202,False Public Alarm,Arrest,2020-09-10 09:32:00
203,203,Harassment,Arrest,2021-05-22 12:29:00
204,204,Trespass,Open Investigation,2021-03-27 16:34:00
205,205,Possession of Burglary Tools 2,,2020-12-08 02:25:00
206,206,False Public Alarm,Open Investigation,2021-09-26 00:15:00
207,207,Shoplifting,Arrest,2021-06-02 10:34:00
208,208,Attempted Extortion,Arrest,2021-01-21 06:15:00
209,209,Theft,Open Investigation,2021-06-15 00:17:00
210,210,Trespassing,Open Investigation,2020-10-30 04:29:00
211,211,Trespass,Unfounded,2021-01-10 09:03:00
212,212,False Public Alarm,Unfounded,2021-09-03 07:37:00
213,213,False Public Alarm,Unfounded,2021-07-10 06:12:00
214,214,Rape,Open Investigation,2021-08-06 00:58:00
215,215,Theft: Criminal Mischief, Open Investigation,2021-11-10 12:58:00
216,216,Trespassing,Open Investigation,2020-10-20 01:48:00
217,217,Fraud,Open Investigation,2021-02-14 23:24:00
218,218,Trespassing,Open Investigation,2020-11-27 21:15:00
219,219,Criminal Mischief,Unfounded,2020-12-09 14:21:00
220,220,Theft,Open Investigation,2021-06-13 16:57:00
221,221,Aggravated Assault,Open Investigation,2021-10-02 17:19:00
222,222,Harassment: Domestic Violence,Judicial Referral,2021-03-22 06:32:00
223,223,Criminal Mischief, Closed,2021-06-25 12:08:00
224,224,Harassment: Fraud,Open Investigation,2020-11-23 05:18:00
225,225,Trespassing,Arrest,2021-04-29 12:46:00
226,226,Extortion, Open Investigation,2021-12-16 03:02:00
227,227,Theft,Open Investigation,2021-07-31 07:10:00
228,228,Trespassing,Closed,2021-10-18 00:22:00
229,229,Theft,Unfounded,2021-04-14 11:11:00
230,230,Trespassing,Open Investigation,2021-09-19 11:47:00
231,231,Theft,Open Investigation,2020-12-10 09:16:00
232,232,Defiant Trespass,Closed,2021-06-23 21:51:00
233,233,Harassment,Arrest,2021-07-03 05:34:00
234,234,Hindering Possession of Burglary Tools,Open Investigation,2021-01-15 02:06:00
235,235,Domestic Violence: Harassment,Open Investigation,2021-08-10 09:55:00
236,236,False Public Alarm,Closed,2021-08-27 07:49:00
237,237,Terroristic Threats,Unfounded,2021-01-11 12:10:00
238,238,Trespassing,Open Investigation,2020-12-09 00:20:00
239,239,Lewdness,Closed,2021-05-07 14:09:00
240,240,Rape,Arrest,2021-08-09 11:06:00
241,241,Criminal Mischief,Open Investigation,2020-12-12 20:13:00
242,242,Attempted Extortion,Closed,2020-11-19 19:10:00
243,243,Extortion,Unfounded,2021-10-17 22:11:00
244,244,Terroristic Threats,Open Investigation,2021-08-31 01:00:00
245,245,Theft,Arrest,2021-01-13 20:20:00
246,246,Theft,Open Investigation,2020-11-04 04:03:00
247,247,Harassment: Trespassing,Open Investigation,2021-08-27 01:04:00
248,248,Trespassing,Open Investigation,2021-06-17 19:28:00
249,249,Harassment,Unfounded,2020-10-22 02:43:00
250,250,Shoplifting,Open Investigation,2020-12-01 02:51:00
251,251,Burglary,Judicial Referral,2021-03-11 03:19:00
252,252,Theft,Open Investigation,2021-06-13 01:41:00
253,253,Theft,Open Investigation,2020-12-04 16:07:00
254,254,Trespassing,Open Investigation,2021-01-28 08:07:00
255,255,Theft,Open Investigation,2021-05-16 07:41:00
256,256,Theft,Open Investigation,2021-07-12 05:55:00
257,257,Shoplifting,Open Investigation,2021-02-10 03:42:00
258,258,Shoplifting ,Arrest,2020-09-16 10:59:00
259,259,Burglary, Open Investigation,2021-03-19 20:55:00
260,260,Fraud,Unfounded,2021-11-29 04:48:00
261,261,Criminal Mischief,Arrest,2020-11-11 05:32:00
262,262,Trespass,Closed,2021-04-29 07:43:00
263,263,Theft,Open Investigation,2021-11-18 08:39:00
264,264,Theft,Open Investigation,2020-11-15 10:28:00
265,265,Harassment: Bias Incident,Open Investigation,2021-02-07 09:33:00
266,266,Criminal Mischief,Arrest,2021-08-06 20:05:00
267,267,Assault,Unfounded,2021-05-08 19:23:00
268,268,Theft,Open Investigation,2021-08-26 12:50:00
269,269,Assault,Open Investigation,2021-04-25 00:51:00
270,270,Attempted Theft,Open Investigation,2021-04-26 04:28:00
271,271,Service of Warrant,Open Investigation,2020-09-26 11:39:00
272,272,Disorderly Conduct,Open Investigation,2021-01-11 10:44:00
273,273,Extortion,Closed,2021-02-01 01:57:00
274,274,Assault: Domestic Violence,Open Investigation,2020-10-04 18:00:00
275,275,Trespass,Closed,2021-05-18 03:00:00
276,276,Disorderly Conduct,Arrest,2021-02-01 22:26:00
277,277,Theft,Open Investigation,2021-04-15 12:46:00
278,278,Theft,Unfounded,2021-07-03 18:19:00
279,279,Trespass,unfounded,2020-12-29 22:46:00
280,280,Assault: Domestic Violence,Arrest,2021-03-31 05:55:00
281,281,Trespassing,Arrest,2021-11-03 15:07:00
282,282,Disorderly Conduct,Closed,2021-06-18 20:43:00
283,283,Fraud,Closed,2021-01-19 02:25:00
284,284,Trespassing,Judicial Referral,2020-12-06 14:49:00
285,285,Trespass,Open Investigation,2021-01-15 08:23:00
286,286,Theft,Closed,2021-04-02 20:53:00
287,287,Theft: Criminal Mischief,Open Investigation,2020-10-27 04:47:00
288,288,Assault,Open Investigation,2020-11-25 14:39:00
289,289,Trespassing,Open Investigation,2021-04-03 11:27:00
290,290,Obstruction of Justice,Open Investigation,2021-08-29 08:26:00
291,291,Theft,Open Investigation,2020-10-25 06:09:00
292,292,Theft,Open Investigation,2020-12-28 23:27:00
293,293,Trespassing,Closed,2021-09-23 19:13:00
294,294,Criminal Mischief,Arrest,2020-10-23 09:36:00
295,295,Theft,Open Investigation,2020-12-12 16:26:00
296,296,Theft,Open Investigation,2021-06-29 00:58:00
297,297,Trespass,Arrest,2020-12-26 06:47:00
298,298,Liquor Law Violation,Open Investigation,2020-09-26 05:46:00
299,299,Theft,Open Investigation,2021-06-26 08:30:00
300,300,Assault,Arrest,2020-10-17 00:58:00
301,301,Trespass,Unfounded,2021-07-01 06:41:00
302,302,Disorderly Conduct,Open Investigation,2020-10-19 20:38:00
303,303,Theft,Open Investigation,2021-06-06 04:13:00
304,304,Attempted Fraud,Closed,2020-12-14 16:26:00
305,305,Shoplifting,Unfounded,2020-07-29 12:27:00
306,306,Attempted Fraud,Arrest,2021-01-06 18:11:00
307,307,Trespassing,Arrest,2021-06-18 23:45:00
308,308,Shoplifting,Arrest,2021-08-18 00:48:00
309,309,Harassment: Bias Incident,,2021-02-01 06:55:00
310,310,Harassment,Open Investigation,2021-06-11 14:58:00
311,311,Criminal Mischief,Open Investigation,2020-12-25 00:17:00
312,312,Disorderly Conduct,Open Investigation,2021-09-18 17:15:00
313,313,Criminal Mischief, Open Investigation,2021-08-11 15:48:00
314,314,Criminal Mischief,Open Investigation,2021-04-30 23:06:00
315,315,Shoplifting,Open Investigation,2021-04-04 05:48:00
316,316,Trespass,Open Investigation,2020-12-25 12:59:00
317,317,Fraud,Open Investigation,2021-08-26 02:18:00
318,318,Theft,Closed,2021-07-30 17:05:00
319,319,Attempted Fraud,Open Investigation,2021-11-14 20:21:00
320,320,Assault,Open Investigation,2021-10-02 05:27:00
321,321,Burglary,,2021-10-20 21:00:00
322,322,Shoplifting,Closed,2021-03-11 11:14:00
323,323,Theft,Open Investigation,2021-08-06 07:49:00
324,324,Harassment,Open Investigation,2021-08-04 12:54:00
325,325,Trespassing,Open Investigation,2020-11-25 20:51:00
326,326,Criminal Mischief,Open Investigation,2021-04-13 07:22:00
327,327,Trespassing,unfounded,2021-01-29 07:43:00
328,328,Assault,Closed,2021-07-09 16:04:00
329,329,Aggravated Assault,Closed,2021-05-16 05:28:00
330,330,Fraud,Open Investigation,2021-01-09 13:23:00
331,331,Criminal Mischief,Closed,2021-03-18 01:03:00
332,332,Aggravated Assault,Open Investigation,2021-09-21 18:35:00
333,333,Theft: Criminal Mischief,Open Investigation,2021-02-07 10:36:00
334,334,Shoplifting,Arrest,2021-11-16 09:44:00
335,335,Service of Warrant,Closed,2021-09-19 04:31:00
336,336,Burglary,Closed,2021-05-17 06:34:00
337,337,Theft: Bias Incident,Open Investigation,2020-12-25 18:39:00
338,338,Rape,,2021-07-23 15:53:00
339,339,Attempted Trespass 2,Unfounded,2021-08-05 22:17:00
340,340,Criminal Mischief,Open Investigation,2021-01-21 07:47:00
341,341,Trespassing,Closed,2020-10-23 17:13:00
342,342,Shoplifting , Closed,2021-05-23 13:50:00
343,343,Theft,Open Investigation,2021-09-22 06:42:00
344,344,Theft,Open Investigation,2021-04-29 21:58:00
345,345,Trespassing, Arrest,2021-05-13 17:14:00
346,346,Shoplifting,Arrest,2020-12-30 20:21:00
347,347,Criminal Mischief, Open Investigation,2021-06-05 15:25:00
348,348,Theft,Arrest,2021-05-21 08:02:00
349,349,Harassment,Arrest,2021-02-14 18:00:00
350,350,Possession of Burglary Tools 2,Open Investigation,2020-12-06 06:07:00
351,351,Harassment,,2021-06-03 07:38:00
352,352,Disorderly Conduct,Closed,2021-04-07 14:53:00
353,353,Bias Intimidation,Unfounded,2021-05-28 16:37:00
354,354,Trespass, Open Investigation,2021-05-31 07:27:00
355,355,Shoplifting,Unfounded,2021-07-19 09:50:00
356,356,Lewdness,Arrest,2021-01-08 08:09:00
357,357,Defiant Trespass: Aggravated Assault,Unfounded,2021-01-01 16:39:00
358,358,Assault: Domestic Violence,Open Investigation,2021-09-27 08:53:00
359,359,Theft,Arrest,2020-11-01 23:16:00
360,360,Theft,Open Investigation,2021-01-23 11:08:00
361,361,Criminal Mischief,Open Investigation,2021-04-29 19:54:00
362,362,Shoplifting, Closed,2021-03-27 09:18:00
363,363,Domestic Violence: Harassment,Open Investigation,2021-05-05 01:01:00
364,364,Shoplifting,Unfounded,2021-03-31 02:25:00
365,365,Harassment: Bias Incident,Open Investigation,2021-08-06 19:54:00
366,366,Burglary,Open Investigation,2021-02-11 11:36:00
367,367,Trespass, Arrest,2021-03-20 05:39:00
368,368,Identity Theft,,2020-11-15 03:25:00
369,369,Assault: Domestic Violence,Open Investigation,2021-01-15 14:00:00
370,370,Trespass,Judicial Referral,2021-06-12 16:55:00
371,371,Terroristic Threats,Open Investigation,2021-07-07 05:57:00
372,372,Fraud,Open Investigation,2021-03-10 10:40:00
373,373,Harassment,Open Investigation,2021-03-18 00:09:00
374,374,Attempted Theft, Arrest,2021-05-22 04:09:00
375,375,Theft: Criminal Mischief,Closed,2021-08-08 23:39:00
376,376,Shoplifting,Open Investigation,2021-07-13 04:00:00
377,377,Theft,Open Investigation,2020-12-19 19:29:00
378,378,Theft,Open Investigation,2021-08-08 07:03:00
379,379,Shoplifting,Open Investigation,2021-08-09 16:41:00
380,380,Trespass,Closed,2021-02-18 09:29:00
381,381,Trespassing,Open Investigation,2020-11-21 02:57:00
382,382,Criminal Mischief,Open Investigation,2021-01-25 01:52:00
383,383,Liquor Law Violation,Closed,2020-12-07 14:56:00
384,384,Shoplifting ,Open Investigation,2021-03-06 06:24:00
385,385,Criminal Mischief,Arrest,2020-12-21 09:41:00
386,386,Criminal Mischief,Open Investigation,2021-06-10 08:44:00
387,387,False Public Alarm,Judicial Referral,2021-06-15 12:07:00
388,388,Domestic Violence: Harassment,Closed,2021-04-22 06:03:00
389,389,Attempted Theft,Open Investigation,2020-10-06 19:46:00
390,390,Theft,Open Investigation,2020-12-07 23:18:00
391,391,Trespass, Open Investigation,2021-01-11 05:47:00
392,392,Shoplifting ,Open Investigation,2021-01-05 12:55:00
393,393,Harassment,Open Investigation,2021-02-05 19:01:00
394,394,Theft,Open Investigation,2021-08-21 20:31:00
395,395,Extortion,Open Investigation,2020-12-23 16:35:00
396,396,Shoplifting,Open Investigation,2021-03-10 21:02:00
397,397,Terroristic Threats,Unfounded,2021-08-06 19:15:00
398,398,Trespass,Open Investigation,2021-02-09 05:09:00
399,399,Harassment, Open Investigation,2021-05-22 06:46:00
400,400,Hindering Possession of Burglary Tools,unfounded,2021-10-28 08:22:00
401,401,Theft,Closed,2021-06-07 02:47:00
402,402,Identity Theft,Open Investigation,2021-01-27 10:30:00
403,403,Theft,Open Investigation,2021-04-11 13:41:00
404,404,Trespass,Arrest,2021-02-16 18:28:00
405,405,Shoplifting ,Open Investigation,2021-03-03 11:36:00
406,406,Criminal Mischief,Open Investigation,2020-10-11 03:05:00
407,407,Theft,Open Investigation,2021-06-28 14:10:00
408,408,Assault,Unfounded,2021-01-16 20:02:00
409,409,Theft,Arrest,2020-11-21 23:28:00
410,410,Theft,Open Investigation,2021-03-28 03:24:00
411,411,Attempted Fraud,Arrest,2020-12-16 03:32:00
412,412,Extortion,Closed,2020-10-07 21:06:00
413,413,Trespass, Open Investigation,2021-01-19 11:21:00
414,414,Theft,Open Investigation,2021-01-16 09:25:00
415,415,Trespassing,Open Investigation,2021-06-27 10:01:00
416,416,Harassment: Fraud,Arrest,2021-11-19 22:15:00
417,417,Trespassing,Arrest,2021-06-07 21:26:00
418,418,Theft,Open Investigation,2021-03-17 19:03:00
419,419,Possession of Burglary Tools 2,Open Investigation,2021-08-20 13:27:00
420,420,Rape,Arrest,2021-01-08 06:42:00
421,421,Trespassing,Closed,2021-11-01 07:41:00
422,422,Harassment,Arrest,2020-12-20 06:09:00
423,423,Extortion,Open Investigation,2021-07-20 04:51:00
424,424,Trespassing,Arrest,2021-03-14 09:07:00
425,425,Trespassing,,2021-05-29 10:19:00
426,426,Theft,Open Investigation,2020-12-25 22:45:00
427,427,Shoplifting ,Closed,2021-01-03 14:58:00
428,428,Trespass,Open Investigation,2020-10-22 03:12:00
429,429,Domestic Violence: Harassment,Unfounded,2021-09-06 13:03:00
430,430,Theft,Open Investigation,2021-08-15 06:07:00
431,431,Theft,Open Investigation,2021-11-23 07:40:00
432,432,Shoplifting,Arrest,2021-03-24 00:04:00
433,433,Trespass, Open Investigation,2021-04-08 16:14:00
434,434,False Public Alarm,Unfounded,2021-01-12 22:25:00
435,435,Assault,Arrest,2021-06-30 16:31:00
436,436,Theft: Criminal Mischief,Closed,2021-06-13 05:55:00
437,437,Theft,Open Investigation,2021-02-18 02:46:00
438,438,Burglary,Closed,2021-05-28 15:34:00
439,439,Fraud,Unfounded,2020-12-01 22:48:00
440,440,Harassment,Open Investigation,2021-09-25 13:36:00
441,441,Stalking,Arrest,2020-11-22 00:03:00
442,442,Theft,Open Investigation,2020-09-28 11:35:00
443,443,Trespassing,Open Investigation,2020-11-09 23:44:00
444,444,Theft,Open Investigation,2021-04-28 14:46:00
445,445,Disorderly Conduct,Open Investigation,2021-12-10 13:52:00
446,446,Shoplifting,Arrest,2021-01-14 20:50:00
447,447,Trespassing,Closed,2021-04-16 03:05:00
448,448,Liquor Law Violation,Open Investigation,2021-03-14 19:37:00
449,449,Theft,Closed,2020-12-28 15:12:00
450,450,Harassment,Unfounded,2021-12-08 23:15:00
451,451,Lewdness,Unfounded,2021-03-26 07:40:00
452,452,Defiant Trespass,Open Investigation,2021-06-09 14:54:00
453,453,False Public Alarm,Closed,2021-07-06 14:47:00
454,454,Theft,Open Investigation,2020-12-04 05:21:00
455,455,Theft: Bias Incident,Open Investigation,2021-08-28 07:08:00
456,456,Theft,Unfounded,2021-09-10 16:06:00
457,457,Harassment: Domestic Violence,Closed,2020-12-31 10:37:00
458,458,Rape,Open Investigation,2021-02-20 08:23:00
459,459,Extortion,Judicial Referral,2021-03-17 05:17:00
460,460,Obstruction of Justice,Open Investigation,2021-03-25 13:20:00
461,461,Trespassing,Open Investigation,2020-12-16 23:35:00
462,462,Criminal Mischief,Judicial Referral,2021-01-30 08:29:00
463,463,Lewdness,Closed,2021-04-12 19:19:00
464,464,Disorderly Conduct,Closed,2021-07-02 15:19:00
465,465,Trespassing,Arrest,2021-01-04 12:03:00
