,Unnamed: 0,Classification,Disposition,datetime
148,148,Defiant Trespass,Judicial Referral,2023-05-22 00:14:00
149,149,Shoplifting,Arrest,2023-09-05 21:23:00
150,150,Defiant Trespass,Closed,2023-04-22 05:24:00
151,151,Rape,Closed,2023-05-13 06:50:00
152,152,Defiant Trespass,Open Investigation,2023-03-15 15:26:00
153,153,Assault,Unfounded,2022-11-01 08:05:00
154,154,False Public Alarm,unfounded,2023-08-18 05:27:00
155,155,Theft,Open Investigation,2023-01-24 15:16:00
156,156,Theft,Open Investigation,2022-12-08 05:05:00
157,157,Trespassing, Open Investigation,2023-02-10 21:24:00
158,158,Possession of Burglary Tools 2,Closed,2023-02-19 12:45:00
159,159,Theft,Open Investigation,2023-06-29 08:55:00
160,160,Attempted Trespass 2,Open Investigation,2022-11-26 05:18:00
161,161,Trespassing,Arrest,2023-03-18 11:47:00
162,162,Trespassing,,2023-03-06 09:04:00
163,163,Defiant Trespass,Closed,2023-01-06 11:48:00
164,164,Harassment: Stalking,Closed,2023-08-12 08:47:00
165,165,Theft,Arrest,2023-09-12 09:08:00
166,166,Harassment,Open Investigation,2023-10-15 10:03:00
167,167,Theft,Unfounded,2023-01-16 13:52:00
168,168,Theft,Open Investigation,2023-02-04 09:44:00
169,169,Service of Warrant,Unfounded,2023-01-27 05:51:00
170,170,Criminal Mischief,Open Investigation,2023-07-26 01:41:00
171,171,Theft,Open Investigation,2022-11-16 22:27:00
172,172,Criminal Mischief,Arrest,2023-12-01 17:32:00
173,173,Trespassing,,2023-11-12 10:14:00
174,174,Trespassing,Open Investigation,2023-05-23 14:57:00
175,175,Hindering Possession of Burglary Tools,Open Investigation,2023-09-19 07:09:00
176,176,Theft,Open Investigation,2022-11-01 05:58:00
177,177,Harassment: Domestic Violence,Closed,2023-10-21 04:09:00
178,178,Trespass,Closed,2023-05-25 13:03:00
179,179,Burglary,Closed,2023-02-04 20:48:00
180,180,Theft,Open Investigation,2023-10-12 22:32:00
181,181,Rape,Open Investigation,2023-01-07 04:03:00
182,182,Fraud,Arrest,2023-08-30 09:33:00
183,183,Theft: Criminal Mischief,Arrest,2023-12-04 22:37:00
184,184,Trespass,Unfounded,2023-01-11 23:57:00
185,185,False Public Alarm,Open Investigation,2023-01-31 11:01:00
186,186,Rape,Open Investigation,2023-08-27 08:17:00
187,187,Theft,Open Investigation,2023-08-01 18:26:00
188,188,Theft,Open Investigation,2023-04-19 11:13:00
189,189,Possession of Burglary Tools 2,Open Investigation,2023-08-09 15:14:00
190,190,False Public Alarm,Open Investigation,2022-12-15 04:13:00
191,191,Theft, Arrest,2023-07-12 14:05:00
192,192,Theft,Open Investigation,2023-03-31 17:10:00
193,193,Harassment,Arrest,2023-08-22 04:06:00
194,194,Harassment: Domestic Violence,Arrest,2023-10-11 16:54:00
195,195,Assault,Closed,2023-08-12 16:52:00
196,196,Harassment,Open Investigation,2023-02-09 10:53:00
197,197,Criminal Mischief,Open Investigation,2023-01-20 22:45:00
198,198,Shoplifting ,Open Investigation,2023-05-23 03:37:00
199,199,Harassment,Open Investigation,2023-08-30 10:32:00
200,200,Theft,Open Investigation,2023-04-08 14:58:00
201,201,Fraud,Arrest,2023-04-01 10:37:00
202,202,Criminal Mischief,Open Investigation,2022-12-20 08:27:00
203,203,Criminal Mischief,Open Investigation,2023-09-27 05:39:00
204,204,Theft,Open Investigation,2023-01-26 04:22:00
205,205,Assault,Open Investigation,2022-09-27 10:00:00
206,206,Defiant Trespass: Aggravated Assault,Arrest,2023-09-19 20:52:00
207,207,Shoplifting,Arrest,2022-10-06 13:33:00
208,208,Harassment: Bias Incident,Unfounded,2023-01-04 07:08:00
209,209,Harassment: Domestic Violence,Open Investigation,2023-06-11 10:21:00
210,210,Criminal Mischief,Unfounded,2023-03-13 14:19:00
211,211,Trespassing,Open Investigation,2023-08-30 09:53:00
212,212,Rape,Closed,2023-10-28 04:01:00
213,213,Shoplifting,Open Investigation,2023-09-27 05:37:00
214,214,Terroristic Threats,Open Investigation,2023-05-21 12:12:00
215,215,Trespassing, Arrest,2023-10-14 09:09:00
216,216,Stalking,Open Investigation,2023-04-21 11:57:00
217,217,Terroristic Threats,Open Investigation,2023-05-06 16:16:00
218,218,Trespassing,Open Investigation,2023-01-28 21:41:00
219,219,Shoplifting,Open Investigation,2023-08-25 22:40:00
220,220,Trespassing,Arrest,2022-10-07 18:37:00
221,221,Burglary,Open Investigation,2023-10-19 03:57:00
222,222,Trespassing,Closed,2023-08-02 21:21:00
223,223,Trespassing,Open Investigation,2023-10-13 15:13:00
224,224,Shoplifting, Arrest,2022-10-08 22:34:00
225,225,Obstruction of Justice, Arrest,2023-08-01 07:52:00
226,226,Criminal Mischief,Open Investigation,2022-12-15 00:10:00
227,227,Defiant Trespass,Open Investigation,2023-01-25 05:17:00
228,228,Theft,Unfounded,2023-07-17 17:45:00
229,229,Theft,Arrest,2023-04-08 09:41:00
230,230,Attempted Theft,Open Investigation,2022-11-21 19:06:00
231,231,Theft,Open Investigation,2023-10-27 00:55:00
232,232,Shoplifting,Closed,2023-09-13 06:20:00
233,233,Theft,Open Investigation,2023-06-25 21:20:00
234,234,Shoplifting ,Unfounded,2023-09-13 13:28:00
235,235,Trespassing,Open Investigation,2022-11-01 00:00:00
236,236,Rape,Open Investigation,2023-08-15 15:37:00
237,237,Harassment,Open Investigation,2023-03-03 03:33:00
238,238,Theft,Closed,2023-06-09 22:00:00
239,239,Shoplifting,Open Investigation,2023-06-22 10:05:00
240,240,Shoplifting,Open Investigation,2023-01-21 11:57:00
241,241,Theft, Arrest,2023-02-26 16:21:00
242,242,Bias Intimidation,Closed,2023-08-31 12:49:00
243,243,Terroristic Threats,Closed,2023-07-15 01:27:00
244,244,Harassment: Domestic Violence,Unfounded,2022-12-07 17:38:00
245,245,Theft,Open Investigation,2022-11-17 02:59:00
246,246,Theft,Open Investigation,2023-04-18 06:18:00
247,247,Fraud,Unfounded,2022-12-22 06:45:00
248,248,Shoplifting,Open Investigation,2023-08-25 14:21:00
249,249,Harassment,Open Investigation,2023-02-10 01:30:00
250,250,Criminal Mischief, Open Investigation,2023-01-09 10:25:00
251,251,Theft, Open Investigation,2023-01-22 05:17:00
252,252,Aggravated Assault,,2023-05-04 16:10:00
253,253,Harassment: Stalking, Arrest,2023-01-12 12:41:00
254,254,Harassment,Arrest,2022-09-25 09:44:00
255,255,Theft,Open Investigation,2023-07-11 09:11:00
256,256,Harassment,Open Investigation,2023-06-17 15:20:00
257,257,Trespassing,Open Investigation,2022-11-12 08:41:00
258,258,Theft,Open Investigation,2022-11-21 21:41:00
259,259,Theft,Open Investigation,2023-09-25 22:12:00
260,260,Theft,Judicial Referral,2022-10-22 01:35:00
261,261,Burglary,Open Investigation,2023-05-01 18:50:00
262,262,Harassment: Stalking,Open Investigation,2023-04-19 11:10:00
263,263,Theft,Open Investigation,2023-06-01 12:18:00
264,264,Shoplifting,Closed,2023-10-05 08:18:00
265,265,Harassment,Open Investigation,2023-08-14 04:54:00
266,266,False Public Alarm,Open Investigation,2023-11-08 19:45:00
267,267,Theft,Open Investigation,2023-10-15 08:32:00
268,268,Fraud,Judicial Referral,2023-06-18 03:50:00
269,269,Trespassing,Arrest,2023-08-02 08:54:00
270,270,Theft,Open Investigation,2023-06-14 19:21:00
271,271,Theft,Open Investigation,2023-07-14 14:55:00
272,272,Attempted Fraud,Open Investigation,2023-01-02 17:20:00
273,273,Stalking,Arrest,2022-10-13 17:24:00
274,274,Extortion,Judicial Referral,2023-01-19 05:41:00
275,275,Harassment,Arrest,2023-01-18 02:00:00
276,276,Harassment,Open Investigation,2023-02-24 05:29:00
277,277,Shoplifting,Closed,2023-03-13 12:26:00
278,278,Theft,Arrest,2023-03-20 13:55:00
279,279,Shoplifting,unfounded,2023-06-27 01:07:00
280,280,Theft,Open Investigation,2023-01-20 21:50:00
281,281,Trespass,unfounded,2023-03-01 16:07:00
282,282,Theft,Arrest,2023-03-15 08:25:00
283,283,Theft,Open Investigation,2023-10-27 16:05:00
284,284,Harassment, Closed,2023-05-17 20:25:00
285,285,Theft,Open Investigation,2022-09-23 23:37:00
286,286,Theft,Open Investigation,2022-12-24 23:58:00
287,287,Criminal Mischief,Closed,2023-06-24 05:08:00
288,288,False Public Alarm,Open Investigation,2023-07-13 00:17:00
289,289,Extortion,Unfounded,2023-10-08 03:22:00
290,290,Shoplifting,Open Investigation,2023-03-21 16:28:00
291,291,Theft,Open Investigation,2023-03-16 16:18:00
292,292,False Public Alarm,Arrest,2023-10-18 02:36:00
293,293,Terroristic Threats,Open Investigation,2023-02-18 06:45:00
294,294,Trespassing,,2023-07-14 08:39:00
295,295,Trespassing,Unfounded,2023-01-09 14:40:00
296,296,Theft, Arrest,2023-10-17 04:01:00
297,297,Theft,Open Investigation,2023-06-09 07:37:00
298,298,Theft,Open Investigation,2022-12-23 13:03:00
299,299,Harassment,Open Investigation,2022-10-25 06:02:00
300,300,Defiant Trespass: Aggravated Assault,Open Investigation,2023-01-07 01:51:00
301,301,Theft,Unfounded,2023-11-04 13:52:00
302,302,Harassment: Bias Incident,Open Investigation,2023-06-18 20:02:00
303,303,Shoplifting,unfounded,2023-08-27 21:12:00
304,304,Domestic Violence: Harassment,Arrest,2023-03-15 03:13:00
305,305,Criminal Mischief,Arrest,2023-08-28 13:05:00
306,306,Lewdness,Unfounded,2023-09-04 07:58:00
307,307,Fraud,Open Investigation,2023-02-05 03:49:00
308,308,Trespass,Unfounded,2023-02-07 14:02:00
309,309,Trespassing,Open Investigation,2023-08-10 22:01:00
310,310,Assault: Domestic Violence,Arrest,2022-12-24 10:46:00
311,311,Shoplifting ,Open Investigation,2022-09-07 08:12:00
312,312,False Public Alarm,Arrest,2023-03-27 03:33:00
313,313,Trespassing,Open Investigation,2023-01-21 06:17:00
314,314,Harassment: Bias Incident,Arrest,2023-04-07 08:26:00
315,315,Theft,Unfounded,2023-07-22 09:01:00
316,316,Harassment: Bias Incident,Open Investigation,2023-01-25 04:23:00
317,317,Harassment: Fraud,Judicial Referral,2023-03-08 04:03:00
318,318,Rape,Open Investigation,2023-07-29 06:28:00
319,319,Trespassing,Unfounded,2023-07-04 18:19:00
320,320,Theft: Criminal Mischief,Open Investigation,2022-12-20 06:33:00
321,321,Fraud,Judicial Referral,2023-09-20 14:57:00
322,322,Rape,,2022-11-29 19:31:00
323,323,Theft,Open Investigation,2023-11-21 11:50:00
324,324,Criminal Mischief,Open Investigation,2023-07-10 06:43:00
325,325,Trespassing, Arrest,2023-01-14 00:56:00
326,326,Theft,Arrest,2023-01-29 23:48:00
327,327,Theft,Open Investigation,2022-12-27 11:23:00
328,328,Defiant Trespass,Open Investigation,2023-06-01 02:59:00
329,329,Trespassing,Arrest,2023-10-02 00:39:00
330,330,Fraud,Unfounded,2023-02-20 17:28:00
331,331,Criminal Mischief,Open Investigation,2023-03-25 23:58:00
332,332,Theft,Open Investigation,2023-09-20 15:50:00
333,333,Theft,Unfounded,2023-06-24 02:48:00
334,334,Liquor Law Violation,,2023-10-15 21:08:00
335,335,Trespass,unfounded,2023-09-08 11:47:00
336,336,Theft,Open Investigation,2023-08-10 05:13:00
337,337,Assault,Open Investigation,2023-10-08 19:35:00
338,338,False Public Alarm,Open Investigation,2023-09-10 20:49:00
339,339,Assault,unfounded,2023-03-30 22:52:00
340,340,Fraud,Arrest,2023-09-02 06:37:00
341,341,Service of Warrant,Open Investigation,2023-03-04 05:37:00
342,342,Harassment,Arrest,2023-04-28 05:58:00
343,343,Theft,Open Investigation,2023-09-20 13:01:00
344,344,Theft,Open Investigation,2023-06-23 20:10:00
345,345,Theft,Arrest,2023-10-30 00:56:00
346,346,Extortion,Arrest,2023-05-07 06:32:00
347,347,Criminal Mischief,Open Investigation,2022-11-09 18:20:00
348,348,Theft: Criminal Mischief,Arrest,2023-04-25 21:33:00
349,349,Theft,Arrest,2023-07-06 09:43:00
350,350,Fraud,Open Investigation,2022-11-28 14:12:00
351,351,Defiant Trespass,Closed,2023-08-03 09:59:00
352,352,Harassment: Trespassing,Closed,2023-03-04 23:42:00
353,353,Service of Warrant,unfounded,2023-07-19 11:27:00
354,354,Criminal Mischief,Unfounded,2022-11-27 19:18:00
355,355,Criminal Mischief,Arrest,2023-11-06 10:58:00
356,356,Trespass,Open Investigation,2023-09-25 19:35:00
357,357,Extortion,Arrest,2022-12-10 01:05:00
358,358,Intimidation,Open Investigation,2022-12-30 12:34:00
359,359,Theft,Open Investigation,2023-02-08 10:03:00
360,360,Trespassing,Arrest,2023-07-02 23:25:00
361,361,Harassment,Open Investigation,2023-09-30 00:02:00
362,362,Shoplifting,Closed,2023-07-28 01:31:00
363,363,Theft,Open Investigation,2023-07-05 03:51:00
364,364,Theft,Open Investigation,2023-04-08 21:36:00
365,365,Trespass,Closed,2022-12-21 10:54:00
366,366,Harassment,Arrest,2023-03-28 12:34:00
367,367,Disorderly Conduct,,2022-11-18 00:17:00
368,368,Theft,Open Investigation,2022-11-18 11:45:00
369,369,Trespass,Open Investigation,2023-02-15 17:09:00
370,370,Theft: Criminal Mischief,unfounded,2023-01-28 11:25:00
371,371,Harassment: Stalking,Open Investigation,2023-10-05 09:23:00
372,372,Rape,Closed,2023-05-10 04:47:00
373,373,Theft,Open Investigation,2022-12-29 14:22:00
374,374,Harassment,Open Investigation,2023-07-02 02:53:00
375,375,Obstruction of Justice,Closed,2023-04-19 16:50:00
376,376,Shoplifting,Unfounded,2023-01-06 17:14:00
377,377,Harassment: Bias Incident,Open Investigation,2023-02-23 16:09:00
378,378,Domestic Violence: Harassment,Arrest,2022-12-08 05:11:00
379,379,Theft,Closed,2023-09-27 11:05:00
380,380,Trespass,Arrest,2023-05-07 17:44:00
381,381,Harassment,Open Investigation,2023-03-13 18:20:00
382,382,Shoplifting,Closed,2023-01-26 06:09:00
383,383,Theft,Open Investigation,2023-02-13 15:11:00
384,384,Criminal Mischief,Open Investigation,2023-01-04 11:34:00
385,385,Extortion,Arrest,2023-06-26 12:05:00
386,386,Theft,Closed,2022-10-17 13:31:00
387,387,Fraud,Unfounded,2023-03-19 09:26:00
388,388,Trespassing,Arrest,2023-09-07 21:51:00
389,389,Trespassing,Unfounded,2022-09-30 20:47:00
390,390,Trespassing,Open Investigation,2023-02-06 22:07:00
391,391,Possession of Burglary Tools 2,Open Investigation,2022-11-07 13:14:00
392,392,Fraud,Open Investigation,2022-10-22 13:33:00
393,393,Domestic Violence: Harassment,Open Investigation,2023-08-03 14:46:00
394,394,Harassment,Open Investigation,2023-05-08 10:15:00
395,395,Fraud,Arrest,2023-08-27 07:13:00
396,396,Trespassing,Open Investigation,2022-12-24 09:23:00
397,397,Trespassing,Closed,2023-05-25 22:12:00
398,398,Theft,Open Investigation,2022-11-30 00:29:00
399,399,Harassment: Trespassing,Open Investigation,2023-10-06 06:15:00
400,400,Criminal Mischief,Open Investigation,2023-02-03 02:20:00
401,401,Theft,Open Investigation,2023-02-17 23:16:00
402,402,Trespassing,Closed,2023-10-10 15:02:00
403,403,Shoplifting ,Arrest,2023-05-09 10:40:00
404,404,Harassment: Domestic Violence,Arrest,2022-11-29 21:27:00
405,405,Theft,Open Investigation,2023-09-19 04:00:00
406,406,Service of Warrant,Open Investigation,2023-06-04 11:50:00
407,407,Extortion,Open Investigation,2023-07-03 16:33:00
408,408,Harassment: Stalking,Open Investigation,2023-05-19 13:55:00
409,409,Terroristic Threats,Arrest,2023-05-02 09:02:00
410,410,Theft,Closed,2023-09-06 10:49:00
411,411,Lewdness,Judicial Referral,2023-04-13 05:03:00
412,412,Bias Intimidation,unfounded,2023-12-04 05:17:00
413,413,Extortion,,2022-11-03 06:22:00
414,414,Trespassing,Closed,2023-09-15 20:14:00
415,415,Trespass,Closed,2022-12-01 07:43:00
416,416,Harassment: Bias Incident,Open Investigation,2023-02-09 02:46:00
417,417,Service of Warrant,Unfounded,2022-12-19 01:35:00
418,418,Disorderly Conduct,unfounded,2023-09-05 22:12:00
419,419,False Public Alarm, Open Investigation,2023-03-04 20:57:00
420,420,Trespass,Open Investigation,2023-05-08 13:02:00
421,421,Theft,Open Investigation,2023-03-25 23:10:00
422,422,Defiant Trespass,Arrest,2023-01-06 22:50:00
423,423,Trespassing,Arrest,2023-08-03 22:19:00
424,424,Trespassing,Open Investigation,2023-04-01 09:19:00
425,425,Theft,Arrest,2023-04-15 09:53:00
426,426,Fraud,Open Investigation,2023-01-01 02:31:00
427,427,Aggravated Assault,Open Investigation,2023-08-17 09:04:00
428,428,Theft,unfounded,2022-10-09 00:49:00
429,429,Theft,Arrest,2022-12-14 10:59:00
430,430,Rape,Open Investigation,2022-09-11 19:45:00
431,431,Fraud,Arrest,2023-02-25 04:11:00
432,432,Lewdness,Open Investigation,2023-09-29 21:47:00
433,433,Shoplifting , Arrest,2023-11-04 06:48:00
434,434,Trespass,Open Investigation,2023-01-24 01:36:00
435,435,Criminal Mischief,Open Investigation,2023-01-22 15:02:00
436,436,Attempted Theft,Closed,2023-08-08 13:13:00
437,437,Trespassing,Judicial Referral,2023-01-01 14:15:00
438,438,Harassment,Open Investigation,2023-09-02 04:22:00
439,439,Assault,Open Investigation,2023-08-28 02:28:00
440,440,Criminal Mischief,Closed,2023-02-12 21:34:00
441,441,Assault,Unfounded,2023-04-19 05:30:00
442,442,Theft,Arrest,2023-03-14 17:53:00
443,443,Theft,Open Investigation,2022-11-30 20:55:00
444,444,Trespass,Closed,2023-02-15 23:51:00
445,445,Defiant Trespass: Aggravated Assault,Closed,2023-04-07 12:06:00
446,446,Trespassing, Arrest,2023-02-03 07:26:00
447,447,Extortion,Open Investigation,2023-08-29 17:55:00
448,448,Criminal Mischief,Open Investigation,2022-09-04 23:41:00
449,449,Defiant Trespass, Arrest,2023-05-17 08:09:00
450,450,Shoplifting,,2023-11-13 15:21:00
451,451,Shoplifting,Closed,2023-08-29 21:54:00
452,452,Criminal Mischief,Open Investigation,2023-02-11 02:39:00
453,453,Shoplifting,Arrest,2023-01-12 13:37:00
454,454,Harassment,Open Investigation,2023-01-09 15:40:00
455,455,Lewdness,Open Investigation,2022-08-31 13:05:00
456,456,Criminal Mischief,Open Investigation,2023-03-21 00:39:00
457,457,Terroristic Threats,Arrest,2023-03-11 17:59:00
458,458,Theft,Arrest,2023-03-18 09:19:00
459,459,Extortion,Arrest,2023-09-22 11:21:00
460,460,Theft,Open Investigation,2022-11-04 21:29:00
461,461,Trespassing, Closed,2023-09-28 13:29:00
462,462,False Public Alarm,Arrest,2023-03-05 08:42:00
463,463,Lewdness,Closed,2023-06-19 14:07:00
464,464,Criminal Mischief,Closed,2023-09-07 19:12:00
465,465,Trespassing,Arrest,2023-02-07 04:32:00
466,466,Theft,Open Investigation,2023-08-04 08:37:00
467,467,Harassment, Closed,2023-11-24 06:17:00
468,468,Trespass,Open Investigation,2022-11-24 02:49:00
469,469,Trespassing,Open Investigation,2023-08-22 13:43:00
