"IncidentID","Description","Priority","Incidents","Location","Building","Latitude","Longitude","User","Status","Time"
30,"LOST AND FOUND at KENT RIDGE (COMMUNAL HALL)","Normal","LOST AND FOUND","HALL","KENT RIDGE (COMMUNAL HALL)",1.29179854,103.7747805,"sec2","Open",2019-02-07 17:50:00
30,"LOST AND FOUND at KENT RIDGE (COMMUNAL HALL)","Normal","LOST AND FOUND","HALL","KENT RIDGE (COMMUNAL HALL)",1.29179854,103.7747805,"sec2","Close",2019-02-11 00:50:40
31,"EMERGENCY INCIDENTS at NUHS-MAIN BUILDING","High","EMERGENCY INCIDENTS","FOS","NUHS-MAIN BUILDING",1.294399964,103.7835039,"sec2","Open",2018-12-07 17:09:00
31,"EMERGENCY INCIDENTS at NUHS-MAIN BUILDING","High","EMERGENCY INCIDENTS","FOS","NUHS-MAIN BUILDING",1.294399964,103.7835039,"sec2","Close",2018-12-10 13:22:44
32,"LOST AND FOUND at SUB-STATION 4 (NEAR KEVII)","Normal","LOST AND FOUND","PGP","SUB-STATION 4 (NEAR KEVII)",1.292213805,103.7814032,"sec2","Open",2019-01-31 00:33:00
32,"LOST AND FOUND at SUB-STATION 4 (NEAR KEVII)","Normal","LOST AND FOUND","PGP","SUB-STATION 4 (NEAR KEVII)",1.292213805,103.7814032,"sec2","Close",2019-02-02 09:41:35
33,"LOST AND FOUND at CTR FOR THE ARTS","Normal","LOST AND FOUND","YIH","CTR FOR THE ARTS",1.29917139,103.7737631,"sec1","Open",2019-11-26 20:06:00
33,"LOST AND FOUND at CTR FOR THE ARTS","Normal","LOST AND FOUND","YIH","CTR FOR THE ARTS",1.29917139,103.7737631,"sec1","Close",2019-11-30 18:32:13
34,"STOLEN ITEMS at 5 KR BUNGALOW","Normal","STOLEN ITEMS","KR","5 KR BUNGALOW",1.294572999,103.7796455,"sec5","Open",2019-06-19 02:33:00
34,"STOLEN ITEMS at 5 KR BUNGALOW","Normal","STOLEN ITEMS","KR","5 KR BUNGALOW",1.294572999,103.7796455,"sec5","Close",2019-06-21 12:35:23
35,"DAMAGED PROPERTY at 9 PGP BUNGALOW","High","DAMAGED PROPERTY","PGP","9 PGP BUNGALOW",1.293962325,103.7773228,"sec2","Open",2019-10-03 12:30:00
35,"DAMAGED PROPERTY at 9 PGP BUNGALOW","High","DAMAGED PROPERTY","PGP","9 PGP BUNGALOW",1.293962325,103.7773228,"sec2","Close",2019-10-13 15:37:15
36,"EMERGENCY INCIDENTS at SCIENCE BLOCK 7","High","EMERGENCY INCIDENTS","FOS","SCIENCE BLOCK 7",1.296276183,103.7788705,"sec4","Open",2019-06-18 02:24:00
36,"EMERGENCY INCIDENTS at SCIENCE BLOCK 7","High","EMERGENCY INCIDENTS","FOS","SCIENCE BLOCK 7",1.296276183,103.7788705,"sec4","Close",2019-06-20 03:26:26
37,"STOLEN ITEMS at LKC NATURAL HISTORY MUSEUM","Normal","STOLEN ITEMS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"sec3","Open",2019-03-26 13:09:00
37,"STOLEN ITEMS at LKC NATURAL HISTORY MUSEUM","Normal","STOLEN ITEMS","UCC","LKC NATURAL HISTORY MUSEUM",1.301379227,103.7730057,"sec3","Close",2019-03-28 20:15:43
38,"DAMAGED PROPERTY at DESIGN & ENVIRONMENT BLOCK 1","High","DAMAGED PROPERTY","CDE","DESIGN & ENVIRONMENT BLOCK 1",1.297243627,103.7706028,"sec4","Open",2019-07-10 13:34:00
38,"DAMAGED PROPERTY at DESIGN & ENVIRONMENT BLOCK 1","High","DAMAGED PROPERTY","CDE","DESIGN & ENVIRONMENT BLOCK 1",1.297243627,103.7706028,"sec4","Close",2019-07-16 19:43:41
39,"STOLEN ITEMS at TMSI-ST JOHN'S ISLAND","Normal","STOLEN ITEMS","OTH","TMSI-ST JOHN'S ISLAND",1.217102975,103.8501062,"sec5","Open",2019-06-01 16:25:00
39,"STOLEN ITEMS at TMSI-ST JOHN'S ISLAND","Normal","STOLEN ITEMS","OTH","TMSI-ST JOHN'S ISLAND",1.217102975,103.8501062,"sec5","Close",2019-06-03 07:48:50
40,"LOST AND FOUND at ENGINEERING BLOCK 3A","Normal","LOST AND FOUND","CDE","ENGINEERING BLOCK 3A",1.300324497,103.7714214,"sec3","Open",2019-09-19 21:26:00
40,"LOST AND FOUND at ENGINEERING BLOCK 3A","Normal","LOST AND FOUND","CDE","ENGINEERING BLOCK 3A",1.300324497,103.7714214,"sec3","Close",2019-09-23 18:44:30
41,"DAMAGED PROPERTY at PGP RESIDENCES (BLOCK 18)","High","DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 18)",1.291099609,103.7804155,"sec1","Open",2019-03-23 19:15:00
41,"DAMAGED PROPERTY at PGP RESIDENCES (BLOCK 18)","High","DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 18)",1.291099609,103.7804155,"sec1","Close",2019-03-28 18:31:24
42,"STOLEN ITEMS at LECTURE THEATRE 26","Normal","STOLEN ITEMS","FOS","LECTURE THEATRE 26",1.296796994,103.781201,"sec2","Open",2019-04-08 19:16:00
42,"STOLEN ITEMS at LECTURE THEATRE 26","Normal","STOLEN ITEMS","FOS","LECTURE THEATRE 26",1.296796994,103.781201,"sec2","Close",2019-04-11 09:26:51
43,"DAMAGED PROPERTY at LECTURE THEATRE 18","High","DAMAGED PROPERTY","SOC","LECTURE THEATRE 18",1.293522481,103.7745083,"sec2","Open",2019-09-03 01:23:00
43,"DAMAGED PROPERTY at LECTURE THEATRE 18","High","DAMAGED PROPERTY","SOC","LECTURE THEATRE 18",1.293522481,103.7745083,"sec2","Close",2019-09-09 22:49:05
44,"LOST AND FOUND at MULTI-PURPOSE HALL 5 & 6","Normal","LOST AND FOUND","YIH","MULTI-PURPOSE HALL 5 & 6",1.300997486,103.7757629,"sec1","Open",2019-05-23 07:33:00
44,"LOST AND FOUND at MULTI-PURPOSE HALL 5 & 6","Normal","LOST AND FOUND","YIH","MULTI-PURPOSE HALL 5 & 6",1.300997486,103.7757629,"sec1","Close",2019-05-25 14:21:39
45,"LOST AND FOUND at PGP RESIDENCES (BLOCK 8)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 8)",1.291036666,103.7798218,"sec1","Open",2019-04-02 16:30:00
45,"LOST AND FOUND at PGP RESIDENCES (BLOCK 8)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 8)",1.291036666,103.7798218,"sec1","Close",2019-04-05 09:56:02
46,"SEXUAL INCIDENTS at PGP RESIDENCES (BLOCK 23)","High","SEXUAL INCIDENTS","PGP","PGP RESIDENCES (BLOCK 23)",1.290527203,103.7807137,"sec2","Open",2019-10-21 07:09:00
46,"SEXUAL INCIDENTS at PGP RESIDENCES (BLOCK 23)","High","SEXUAL INCIDENTS","PGP","PGP RESIDENCES (BLOCK 23)",1.290527203,103.7807137,"sec2","Close",2019-10-26 06:44:27
47,"DAMAGED PROPERTY at 4 PGP BUNGALOW","High","DAMAGED PROPERTY","PGP","4 PGP BUNGALOW",1.292756725,103.7793448,"sec1","Open",2019-09-19 04:30:00
47,"DAMAGED PROPERTY at 4 PGP BUNGALOW","High","DAMAGED PROPERTY","PGP","4 PGP BUNGALOW",1.292756725,103.7793448,"sec1","Close",2019-09-27 10:08:44
48,"LOST AND FOUND at PGP RESIDENCES (BLOCK 24)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 24)",1.290409214,103.7806802,"sec4","Open",2019-06-12 11:22:00
48,"LOST AND FOUND at PGP RESIDENCES (BLOCK 24)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 24)",1.290409214,103.7806802,"sec4","Close",2019-06-14 11:23:54
49,"EMERGENCY INCIDENTS at KE VII HALL (BLOCK H)","High","EMERGENCY INCIDENTS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"sec2","Open",2019-01-07 22:13:00
49,"EMERGENCY INCIDENTS at KE VII HALL (BLOCK H)","High","EMERGENCY INCIDENTS","PGP","KE VII HALL (BLOCK H)",1.293037911,103.7801553,"sec2","Close",2019-01-11 08:25:35
50,"LOST AND FOUND at ENGINEERING BLOCK 4","Normal","LOST AND FOUND","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"sec3","Open",2019-03-12 12:03:00
50,"LOST AND FOUND at ENGINEERING BLOCK 4","Normal","LOST AND FOUND","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"sec3","Close",2019-03-14 14:24:28
51,"LOST AND FOUND at DECOM SUB-STATION 1 (NEAR LKCNHM)","Normal","LOST AND FOUND","UCC","DECOM SUB-STATION 1 (NEAR LKCNHM)",1.302031823,103.7736227,"sec4","Open",2019-11-21 07:34:00
51,"LOST AND FOUND at DECOM SUB-STATION 1 (NEAR LKCNHM)","Normal","LOST AND FOUND","UCC","DECOM SUB-STATION 1 (NEAR LKCNHM)",1.302031823,103.7736227,"sec4","Close",2019-11-24 22:40:14
52,"LOST AND FOUND at 18 PGP BUNGALOW","Normal","LOST AND FOUND","PGP","18 PGP BUNGALOW",1.292335925,103.7795173,"sec1","Open",2019-03-15 23:29:00
52,"LOST AND FOUND at 18 PGP BUNGALOW","Normal","LOST AND FOUND","PGP","18 PGP BUNGALOW",1.292335925,103.7795173,"sec1","Close",2019-03-19 00:16:10
53,"DAMAGED PROPERTY at PGP RESIDENCES (BLOCK 9)","High","DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 9)",1.291154226,103.7797307,"sec1","Open",2019-03-01 22:03:00
53,"DAMAGED PROPERTY at PGP RESIDENCES (BLOCK 9)","High","DAMAGED PROPERTY","PGP","PGP RESIDENCES (BLOCK 9)",1.291154226,103.7797307,"sec1","Close",2019-03-07 20:18:08
54,"LOST AND FOUND at PGP RESIDENCES (BLOCK 6)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"sec5","Open",2019-01-15 10:37:00
54,"LOST AND FOUND at PGP RESIDENCES (BLOCK 6)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 6)",1.291222487,103.7799887,"sec5","Close",2019-01-18 00:29:55
55,"DAMAGED PROPERTY at RIDGE VIEW RESIDENCE (BLOCK A)","High","DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK A)",1.297474982,103.776628,"sec5","Open",2019-07-12 19:55:00
55,"DAMAGED PROPERTY at RIDGE VIEW RESIDENCE (BLOCK A)","High","DAMAGED PROPERTY","YIH","RIDGE VIEW RESIDENCE (BLOCK A)",1.297474982,103.776628,"sec5","Close",2019-07-22 04:17:46
56,"DAMAGED PROPERTY at TEMASEK HALL (BLOCK B)","High","DAMAGED PROPERTY","HALL","TEMASEK HALL (BLOCK B)",1.292689235,103.7705357,"sec3","Open",2019-01-24 01:57:00
56,"DAMAGED PROPERTY at TEMASEK HALL (BLOCK B)","High","DAMAGED PROPERTY","HALL","TEMASEK HALL (BLOCK B)",1.292689235,103.7705357,"sec3","Close",2019-01-31 20:57:49
57,"STOLEN ITEMS at UTOWN RESIDENCE-NORTH TOWER","Normal","STOLEN ITEMS","UTown","UTOWN RESIDENCE-NORTH TOWER",1.305337891,103.7737981,"sec4","Open",2019-01-25 09:17:00
57,"STOLEN ITEMS at UTOWN RESIDENCE-NORTH TOWER","Normal","STOLEN ITEMS","UTown","UTOWN RESIDENCE-NORTH TOWER",1.305337891,103.7737981,"sec4","Close",2019-01-27 16:41:18
58,"LOST AND FOUND at LECTURE THEATRE 1","Normal","LOST AND FOUND","CDE","LECTURE THEATRE 1",1.299442762,103.7711115,"sec4","Open",2018-09-29 16:30:00
58,"LOST AND FOUND at LECTURE THEATRE 1","Normal","LOST AND FOUND","CDE","LECTURE THEATRE 1",1.299442762,103.7711115,"sec4","Close",2018-10-03 01:26:06
59,"LOST AND FOUND at PGP RESIDENCES RESTAURANT","Normal","LOST AND FOUND","PGP","PGP RESIDENCES RESTAURANT",1.290570399,103.7813784,"sec1","Open",2019-04-04 17:32:00
59,"LOST AND FOUND at PGP RESIDENCES RESTAURANT","Normal","LOST AND FOUND","PGP","PGP RESIDENCES RESTAURANT",1.290570399,103.7813784,"sec1","Close",2019-04-08 01:28:08
60,"LOST AND FOUND at 18A PGP BUNGALOW","Normal","LOST AND FOUND","PGP","18A PGP BUNGALOW",1.292325199,103.7795281,"sec2","Open",2019-12-01 09:34:00
60,"LOST AND FOUND at 18A PGP BUNGALOW","Normal","LOST AND FOUND","PGP","18A PGP BUNGALOW",1.292325199,103.7795281,"sec2","Close",2019-12-04 15:48:14
61,"DAMAGED PROPERTY at RAFFLES HALL (BLOCK B)","High","DAMAGED PROPERTY","YIH","RAFFLES HALL (BLOCK B)",1.300180358,103.7734463,"sec1","Open",2019-11-11 12:54:00
61,"DAMAGED PROPERTY at RAFFLES HALL (BLOCK B)","High","DAMAGED PROPERTY","YIH","RAFFLES HALL (BLOCK B)",1.300180358,103.7734463,"sec1","Close",2019-11-17 15:57:07
62,"STOLEN ITEMS at RAFFLES HALL (BLOCK D)","Normal","STOLEN ITEMS","YIH","RAFFLES HALL (BLOCK D)",1.300301709,103.7726668,"sec3","Open",2019-04-26 15:06:00
62,"STOLEN ITEMS at RAFFLES HALL (BLOCK D)","Normal","STOLEN ITEMS","YIH","RAFFLES HALL (BLOCK D)",1.300301709,103.7726668,"sec3","Close",2019-04-28 17:54:13
63,"STOLEN ITEMS at KE VII HALL (BLOCK E)","Normal","STOLEN ITEMS","PGP","KE VII HALL (BLOCK E)",1.29305545,103.7807199,"sec2","Open",2019-01-12 14:32:00
63,"STOLEN ITEMS at KE VII HALL (BLOCK E)","Normal","STOLEN ITEMS","PGP","KE VII HALL (BLOCK E)",1.29305545,103.7807199,"sec2","Close",2019-01-14 09:45:55
64,"LOST AND FOUND at NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE","Normal","LOST AND FOUND","FOS","NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE",1.2959965,103.7832118,"sec4","Open",2018-09-05 16:20:00
64,"LOST AND FOUND at NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE","Normal","LOST AND FOUND","FOS","NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE",1.2959965,103.7832118,"sec4","Close",2018-09-09 08:54:53
65,"DAMAGED PROPERTY at ENGINEERING BLOCK 4","High","DAMAGED PROPERTY","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"sec3","Open",2019-03-04 13:30:00
65,"DAMAGED PROPERTY at ENGINEERING BLOCK 4","High","DAMAGED PROPERTY","CDE","ENGINEERING BLOCK 4",1.298397303,103.7723018,"sec3","Close",2019-03-10 23:27:11
66,"LOST AND FOUND at SCIENCE BLOCK 8","Normal","LOST AND FOUND","FOS","SCIENCE BLOCK 8",1.296070989,103.7793013,"sec5","Open",2019-03-10 07:58:00
66,"LOST AND FOUND at SCIENCE BLOCK 8","Normal","LOST AND FOUND","FOS","SCIENCE BLOCK 8",1.296070989,103.7793013,"sec5","Close",2019-03-14 01:29:52
67,"LOST AND FOUND at PGP RESIDENCES (BLOCK 15)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 15)",1.291668827,103.7801396,"sec3","Open",2019-11-11 17:09:00
67,"LOST AND FOUND at PGP RESIDENCES (BLOCK 15)","Normal","LOST AND FOUND","PGP","PGP RESIDENCES (BLOCK 15)",1.291668827,103.7801396,"sec3","Close",2019-11-14 12:43:16
68,"LOST AND FOUND at TEMASEK HALL (BLOCK C)","Normal","LOST AND FOUND","HALL","TEMASEK HALL (BLOCK C)",1.292732285,103.7709504,"sec1","Open",2019-04-19 05:05:00
68,"LOST AND FOUND at TEMASEK HALL (BLOCK C)","Normal","LOST AND FOUND","HALL","TEMASEK HALL (BLOCK C)",1.292732285,103.7709504,"sec1","Close",2019-04-22 13:39:41
69,"STOLEN ITEMS at FOS - SHED B-NEXT TO S3&S4","Normal","STOLEN ITEMS","FOS","FOS - SHED B-NEXT TO S3&S4",1.29582005,103.7789548,"sec4","Open",2019-06-19 13:37:00
