,Unnamed: 0,Classification,Disposition,datetime
207,207,Harassment,Unfounded,2019-10-29 18:46:00
208,208,Theft,Judicial Referral,2019-01-18 04:41:00
209,209,Fraud,Closed,2019-05-17 05:42:00
210,210,Assault,Open Investigation,2019-09-17 20:13:00
211,211,Shoplifting ,Arrest,2018-11-03 17:02:00
212,212,Trespassing,Open Investigation,2019-02-12 08:30:00
213,213,Harassment, Arrest,2018-11-07 06:25:00
214,214,Theft,Open Investigation,2019-04-08 00:14:00
215,215,Criminal Mischief,Arrest,2019-06-18 02:24:00
216,216,Trespassing,Arrest,2019-05-25 13:13:00
217,217,Trespassing,Judicial Referral,2018-09-13 05:14:00
218,218,Trespassing,Closed,2019-03-08 15:19:00
219,219,Possession of Burglary Tools 2,,2019-09-22 17:48:00
220,220,Trespassing,Arrest,2019-11-06 18:29:00
221,221,Shoplifting,Open Investigation,2019-10-25 06:52:00
222,222,Shoplifting,Open Investigation,2019-10-13 01:29:00
223,223,Theft,Open Investigation,2018-10-16 23:02:00
224,224,Trespass,Open Investigation,2019-09-16 13:51:00
225,225,Theft: Criminal Mischief,Unfounded,2019-06-20 17:52:00
226,226,Rape,Arrest,2019-07-29 08:58:00
227,227,Trespassing,Arrest,2019-04-09 01:55:00
228,228,Criminal Mischief,Arrest,2018-10-21 05:30:00
229,229,Trespassing,Open Investigation,2019-01-25 06:06:00
230,230,Theft,Arrest,2019-07-09 20:29:00
231,231,Theft,Open Investigation,2019-12-05 20:51:00
232,232,Theft,Open Investigation,2019-01-12 07:09:00
233,233,Possession of Burglary Tools 2,Unfounded,2019-05-18 13:13:00
234,234,Harassment,Arrest,2019-04-18 00:57:00
235,235,Liquor Law Violation,Arrest,2019-07-25 07:18:00
236,236,Stalking,Closed,2019-03-13 03:00:00
237,237,Criminal Mischief,Arrest,2019-05-15 06:58:00
238,238,Lewdness,,2019-04-21 07:56:00
239,239,Harassment,Open Investigation,2019-03-11 08:37:00
240,240,Theft,Arrest,2018-12-27 01:51:00
241,241,Theft,Arrest,2019-08-17 15:03:00
242,242,Criminal Mischief, Closed,2018-11-27 17:10:00
243,243,Service of Warrant,Open Investigation,2019-03-29 14:14:00
244,244,Criminal Mischief,Open Investigation,2019-01-27 17:09:00
245,245,Harassment,Open Investigation,2019-01-13 14:08:00
246,246,Trespassing,Arrest,2019-10-30 01:13:00
247,247,Extortion,Open Investigation,2019-05-14 14:56:00
248,248,Possession of Burglary Tools 2,Open Investigation,2018-10-14 13:55:00
249,249,Shoplifting,Open Investigation,2018-11-05 06:26:00
250,250,Trespassing,Arrest,2019-09-21 19:32:00
251,251,False Public Alarm,Open Investigation,2019-11-12 16:39:00
252,252,Criminal Mischief,Open Investigation,2019-01-26 04:20:00
253,253,Trespassing,Closed,2019-05-20 05:30:00
254,254,Theft,Unfounded,2019-01-18 21:20:00
255,255,Possession of Burglary Tools 2,Arrest,2018-09-24 10:36:00
256,256,Shoplifting,Closed,2019-05-23 21:01:00
257,257,Fraud,Open Investigation,2019-07-18 06:30:00
258,258,Trespassing,Unfounded,2019-02-26 08:06:00
259,259,Assault,Open Investigation,2019-08-13 02:18:00
260,260,Assault,Open Investigation,2018-12-04 08:45:00
261,261,Theft,Open Investigation,2019-08-11 02:18:00
262,262,Criminal Mischief, Arrest,2018-12-12 03:57:00
263,263,Theft,Unfounded,2019-10-21 08:56:00
264,264,Domestic Violence: Harassment,unfounded,2019-01-30 04:38:00
265,265,Aggravated Assault,Open Investigation,2019-01-28 21:17:00
266,266,Harassment,Closed,2018-12-21 17:28:00
267,267,Stalking,Unfounded,2019-11-07 02:08:00
268,268,Disorderly Conduct,Arrest,2019-01-26 18:45:00
269,269,Theft,Closed,2019-07-03 23:40:00
270,270,Harassment: Trespassing,Open Investigation,2018-10-13 05:55:00
271,271,Trespassing,Judicial Referral,2019-03-05 13:46:00
272,272,Attempted Extortion,Open Investigation,2019-11-16 08:04:00
273,273,Terroristic Threats,Closed,2019-08-15 12:05:00
274,274,Defiant Trespass,Open Investigation,2019-08-13 10:13:00
275,275,Trespassing,Closed,2019-02-14 09:55:00
276,276,Theft,Open Investigation,2019-05-14 23:10:00
277,277,Shoplifting , Open Investigation,2019-05-20 22:23:00
278,278,Harassment,Open Investigation,2019-07-31 21:36:00
279,279,Trespass, Open Investigation,2019-06-16 06:44:00
280,280,Theft, Closed,2019-09-15 05:23:00
281,281,Shoplifting,Open Investigation,2019-01-24 22:10:00
282,282,Rape,Arrest,2019-02-19 21:33:00
283,283,Attempted Extortion,Open Investigation,2019-03-01 16:55:00
284,284,Theft,Closed,2019-01-04 23:47:00
285,285,Fraud,Open Investigation,2019-02-04 10:43:00
286,286,Criminal Mischief,Open Investigation,2018-11-20 13:38:00
287,287,Trespassing,Open Investigation,2019-04-19 14:51:00
288,288,Theft,Unfounded,2018-12-04 13:13:00
289,289,Theft,Open Investigation,2019-02-12 10:50:00
290,290,Attempted Theft,Closed,2019-04-10 21:06:00
291,291,False Public Alarm,Judicial Referral,2018-11-27 23:41:00
292,292,Attempted Fraud,Judicial Referral,2019-07-12 18:03:00
293,293,Identity Theft,Open Investigation,2019-04-28 05:37:00
294,294,Rape,Arrest,2019-01-27 11:46:00
295,295,Disorderly Conduct,Open Investigation,2019-04-06 22:47:00
296,296,Shoplifting, Closed,2019-10-06 11:45:00
297,297,Harassment,Judicial Referral,2019-08-01 05:09:00
298,298,Theft,Unfounded,2019-01-21 18:03:00
299,299,Assault: Domestic Violence,Open Investigation,2019-04-13 06:44:00
300,300,Criminal Mischief, Open Investigation,2019-01-14 06:25:00
301,301,Harassment: Fraud,Open Investigation,2019-07-19 17:00:00
302,302,Theft,Open Investigation,2019-07-26 07:13:00
303,303,Criminal Mischief,Arrest,2019-06-09 05:22:00
304,304,Trespass,Open Investigation,2019-03-16 03:01:00
305,305,Shoplifting, Closed,2019-01-19 20:32:00
306,306,Harassment,Arrest,2019-01-10 16:01:00
307,307,Assault,,2018-12-14 18:11:00
308,308,Criminal Mischief,Open Investigation,2019-11-08 08:47:00
309,309,Theft,Open Investigation,2019-04-04 22:36:00
310,310,Trespassing,Open Investigation,2019-07-24 19:47:00
311,311,Attempted Fraud,,2019-04-19 19:56:00
312,312,Criminal Mischief,Closed,2019-09-17 02:20:00
313,313,Theft,Arrest,2019-10-10 10:51:00
314,314,Rape, Open Investigation,2019-03-01 16:01:00
315,315,Criminal Mischief, Arrest,2019-05-22 16:49:00
316,316,Intimidation,Arrest,2019-01-10 21:31:00
317,317,Theft: Bias Incident,Open Investigation,2019-04-27 21:14:00
318,318,Trespassing,Arrest,2019-09-28 15:41:00
319,319,Shoplifting,Open Investigation,2019-01-08 09:27:00
320,320,Theft,Unfounded,2019-11-24 03:47:00
321,321,Harassment: Bias Incident,unfounded,2019-12-06 03:36:00
322,322,Disorderly Conduct,Closed,2019-01-22 22:15:00
323,323,Theft,Closed,2019-03-22 13:37:00
324,324,Theft,Open Investigation,2019-05-19 07:38:00
325,325,Disorderly Conduct,Open Investigation,2018-10-12 09:40:00
326,326,Theft: Bias Incident,Open Investigation,2019-01-02 19:48:00
327,327,Theft,Open Investigation,2019-02-19 10:21:00
328,328,Shoplifting,Open Investigation,2019-05-15 23:15:00
329,329,Criminal Mischief,Open Investigation,2018-11-07 02:36:00
330,330,Shoplifting,,2019-10-20 05:16:00
331,331,Fraud,Arrest,2019-10-26 18:45:00
332,332,Burglary,Arrest,2019-02-14 08:57:00
333,333,Theft,Unfounded,2019-05-24 20:53:00
334,334,Disorderly Conduct,Open Investigation,2019-09-13 19:46:00
335,335,Criminal Mischief,Open Investigation,2019-02-11 06:10:00
336,336,Trespassing,Judicial Referral,2019-10-16 16:59:00
337,337,Theft,Open Investigation,2019-03-01 19:32:00
338,338,Criminal Mischief,Open Investigation,2019-02-24 07:17:00
339,339,Theft,Open Investigation,2019-07-20 07:44:00
340,340,Shoplifting ,Closed,2019-07-18 10:31:00
341,341,Rape,Closed,2019-07-09 18:44:00
342,342,Extortion,Open Investigation,2018-12-28 13:19:00
343,343,False Public Alarm, Closed,2018-12-27 16:49:00
344,344,Rape,Judicial Referral,2018-12-22 05:50:00
345,345,Defiant Trespass: Aggravated Assault,Unfounded,2019-07-16 15:59:00
346,346,Bias Intimidation,Open Investigation,2018-09-20 15:16:00
347,347,Attempted Theft,Arrest,2019-03-23 16:49:00
348,348,Disorderly Conduct,Unfounded,2018-10-06 03:20:00
349,349,Criminal Mischief,Unfounded,2019-07-27 01:08:00
350,350,Theft,Arrest,2018-12-02 22:46:00
351,351,Shoplifting,Arrest,2019-05-08 17:44:00
352,352,Defiant Trespass,Open Investigation,2019-05-18 08:56:00
353,353,Trespassing,Arrest,2019-02-12 03:01:00
354,354,Harassment: Bias Incident,Open Investigation,2019-02-09 00:48:00
355,355,Theft,Open Investigation,2018-11-14 03:12:00
356,356,Trespass,Unfounded,2018-12-29 13:43:00
357,357,Theft,Open Investigation,2019-04-26 14:04:00
358,358,Criminal Mischief, Open Investigation,2019-02-23 02:20:00
359,359,Harassment,Arrest,2019-01-01 03:20:00
360,360,Burglary,Arrest,2019-05-07 18:19:00
361,361,Attempted Theft,Unfounded,2019-01-19 08:06:00
362,362,Trespassing,Open Investigation,2019-09-24 07:32:00
363,363,Fraud,Open Investigation,2019-09-23 17:21:00
364,364,Criminal Mischief,Closed,2019-05-28 17:30:00
365,365,Shoplifting ,Open Investigation,2019-02-05 07:22:00
366,366,Theft,Open Investigation,2019-09-05 05:12:00
367,367,Defiant Trespass,Closed,2018-12-10 03:28:00
368,368,Trespassing,Arrest,2019-04-04 06:27:00
369,369,Theft,Open Investigation,2019-08-15 18:49:00
370,370,Shoplifting,Open Investigation,2018-09-19 21:35:00
371,371,Trespassing,Judicial Referral,2018-09-07 03:44:00
372,372,Trespassing,Open Investigation,2019-02-22 15:02:00
373,373,Trespassing,Closed,2019-08-11 08:56:00
374,374,Harassment: Domestic Violence,Unfounded,2019-06-23 11:52:00
375,375,Attempted Extortion,Arrest,2019-01-16 06:07:00
376,376,Harassment: Bias Incident,Open Investigation,2019-02-23 13:05:00
377,377,Rape,Unfounded,2019-09-08 11:46:00
378,378,Theft,Open Investigation,2018-09-08 08:37:00
379,379,Shoplifting,Closed,2018-10-22 00:01:00
380,380,Rape,Open Investigation,2018-09-21 14:26:00
381,381,Trespass,Unfounded,2018-10-29 16:37:00
382,382,Trespassing,Arrest,2019-05-24 20:19:00
383,383,Shoplifting,Closed,2019-03-09 20:53:00
384,384,Harassment, Closed,2018-10-16 07:37:00
385,385,Harassment,Open Investigation,2019-04-19 04:59:00
386,386,Extortion,Unfounded,2018-11-26 03:39:00
387,387,Trespassing,Judicial Referral,2019-02-01 18:26:00
388,388,Disorderly Conduct,Closed,2019-01-25 16:55:00
389,389,Assault,Closed,2019-05-06 22:59:00
390,390,Theft: Criminal Mischief,Arrest,2018-10-24 14:27:00
391,391,Extortion, Closed,2019-07-29 17:59:00
392,392,Trespassing,Open Investigation,2019-05-21 16:58:00
393,393,Trespass,Arrest,2019-01-03 14:42:00
394,394,Harassment,Arrest,2018-09-05 14:02:00
395,395,Theft,Open Investigation,2019-03-05 13:43:00
396,396,Attempted Theft,Arrest,2019-07-16 02:50:00
397,397,Shoplifting,Open Investigation,2019-07-02 11:19:00
398,398,Lewdness,Open Investigation,2019-01-28 10:50:00
399,399,Criminal Mischief,Arrest,2018-12-20 08:30:00
400,400,Trespass,Open Investigation,2018-11-19 15:36:00
401,401,Theft,Open Investigation,2019-04-03 16:17:00
402,402,Trespass,Closed,2019-05-22 21:48:00
403,403,Theft,Arrest,2019-05-25 17:06:00
404,404,Burglary,Open Investigation,2019-09-15 06:48:00
405,405,Defiant Trespass: Aggravated Assault,Unfounded,2019-09-09 14:57:00
406,406,Trespassing,,2019-07-18 21:40:00
407,407,Shoplifting,Unfounded,2019-09-15 07:34:00
408,408,Trespassing,Closed,2019-08-04 05:49:00
409,409,Harassment: Bias Incident,Open Investigation,2019-04-30 00:16:00
410,410,False Public Alarm, Arrest,2019-01-10 21:46:00
411,411,Attempted Fraud,Open Investigation,2018-10-07 10:42:00
412,412,Harassment: Bias Incident,Closed,2019-06-27 14:12:00
413,413,Fraud,Arrest,2019-05-05 19:55:00
414,414,Trespassing,Open Investigation,2018-10-23 03:57:00
415,415,Theft: Criminal Mischief,Unfounded,2019-06-13 11:37:00
416,416,Shoplifting ,Unfounded,2019-05-23 03:00:00
417,417,Fraud,Open Investigation,2019-06-11 06:27:00
418,418,Harassment: Trespassing,Open Investigation,2018-11-16 21:02:00
419,419,Shoplifting,Unfounded,2019-07-10 22:01:00
420,420,Criminal Mischief,Open Investigation,2019-09-25 21:33:00
421,421,Attempted Fraud,Arrest,2019-10-15 22:06:00
422,422,Trespassing,Open Investigation,2019-11-10 05:26:00
423,423,Disorderly Conduct, Closed,2019-02-02 10:15:00
424,424,Attempted Extortion,Open Investigation,2018-10-06 20:39:00
425,425,Criminal Mischief,Open Investigation,2019-07-05 04:05:00
426,426,Trespassing,Closed,2018-12-11 15:56:00
427,427,Trespass,Arrest,2019-04-11 12:05:00
428,428,Theft,Open Investigation,2019-03-16 12:55:00
429,429,Harassment,Closed,2019-05-25 12:25:00
430,430,Trespassing,Open Investigation,2019-01-11 00:17:00
431,431,Theft,Open Investigation,2019-07-01 04:57:00
432,432,Trespassing,Open Investigation,2019-01-25 10:48:00
433,433,Trespass,Open Investigation,2018-11-07 19:49:00
434,434,Theft,Arrest,2019-03-04 23:44:00
435,435,Theft,Unfounded,2019-11-03 08:34:00
436,436,Defiant Trespass,Unfounded,2019-06-23 17:35:00
437,437,Harassment,Open Investigation,2018-10-03 18:30:00
438,438,Theft,Unfounded,2019-06-15 14:50:00
439,439,Harassment,Open Investigation,2019-04-05 08:57:00
440,440,Theft,Open Investigation,2019-02-17 03:51:00
441,441,Theft,Open Investigation,2019-09-07 08:45:00
442,442,Theft,Closed,2019-03-04 17:01:00
443,443,Theft,Arrest,2018-12-02 14:13:00
444,444,Shoplifting,Open Investigation,2019-07-18 06:10:00
445,445,Fraud,Arrest,2019-07-12 01:49:00
446,446,Trespass, Open Investigation,2019-02-12 10:10:00
447,447,Harassment: Fraud,Closed,2019-08-29 15:44:00
448,448,Trespassing,,2019-02-18 12:22:00
449,449,Assault,Open Investigation,2019-12-03 04:55:00
450,450,Theft,Closed,2019-03-21 21:49:00
451,451,Lewdness,Unfounded,2019-06-16 23:23:00
452,452,Trespassing,Closed,2019-06-28 01:29:00
453,453,Burglary,Judicial Referral,2019-05-08 21:51:00
454,454,Harassment,Arrest,2019-06-10 11:59:00
455,455,Harassment,Open Investigation,2018-10-31 21:51:00
456,456,Shoplifting, Arrest,2018-12-20 13:36:00
457,457,Trespassing, Closed,2019-01-28 13:59:00
458,458,Attempted Fraud,Open Investigation,2019-07-20 07:07:00
459,459,Assault,Closed,2019-09-25 06:37:00
460,460,Theft,Unfounded,2019-03-13 00:50:00
461,461,Rape,Arrest,2018-09-24 17:35:00
462,462,Shoplifting,Closed,2019-03-17 12:07:00
463,463,Criminal Mischief,Open Investigation,2019-09-29 14:43:00
464,464,Criminal Mischief,Arrest,2019-07-12 05:09:00
465,465,Hindering Possession of Burglary Tools, Open Investigation,2019-07-21 06:16:00
466,466,Theft,Arrest,2019-04-28 03:17:00
467,467,Criminal Mischief,Open Investigation,2019-11-08 19:41:00
468,468,Criminal Mischief,Arrest,2019-01-30 07:56:00
469,469,Shoplifting,Arrest,2019-02-20 03:56:00
470,470,Theft,Open Investigation,2018-12-27 03:42:00
