,Unnamed: 0,Classification,Disposition,datetime
220,220,Defiant Trespass: Aggravated Assault,Open Investigation,2019-12-25 22:25:00
221,221,Trespassing,Open Investigation,2020-03-26 01:56:00
222,222,Trespassing,Open Investigation,2020-06-10 07:41:00
223,223,Defiant Trespass: Aggravated Assault,Arrest,2020-03-04 14:46:00
224,224,Shoplifting,Open Investigation,2020-05-21 21:01:00
225,225,Attempted Fraud,Open Investigation,2020-02-16 06:41:00
226,226,Theft,Open Investigation,2020-01-30 18:36:00
227,227,Theft,Open Investigation,2020-02-05 03:50:00
228,228,Criminal Mischief,Unfounded,2020-02-20 06:31:00
229,229,Criminal Mischief,Arrest,2019-11-30 07:28:00
230,230,Attempted Extortion,Open Investigation,2020-03-31 13:53:00
231,231,Disorderly Conduct,Unfounded,2020-05-12 05:00:00
232,232,Theft: Criminal Mischief,Arrest,2020-06-10 14:25:00
233,233,Domestic Violence: Harassment,unfounded,2020-02-01 14:20:00
234,234,Criminal Mischief,Arrest,2019-10-31 13:04:00
235,235,Trespassing,Arrest,2020-06-06 05:37:00
236,236,Harassment,Open Investigation,2020-02-17 23:45:00
237,237,Theft,Open Investigation,2020-04-27 20:05:00
238,238,Trespassing,Open Investigation,2020-07-12 02:17:00
239,239,Criminal Mischief,Open Investigation,2020-01-22 00:52:00
240,240,Defiant Trespass: Aggravated Assault,Open Investigation,2019-11-29 23:31:00
241,241,Theft,Unfounded,2020-02-15 13:48:00
242,242,Harassment,Open Investigation,2020-03-15 17:57:00
243,243,Trespassing,Closed,2020-03-30 11:51:00
244,244,Theft,Open Investigation,2020-03-09 17:00:00
245,245,Criminal Mischief,Open Investigation,2020-11-05 08:25:00
246,246,Theft,Closed,2020-03-28 15:28:00
247,247,Harassment,Open Investigation,2019-10-29 19:32:00
248,248,Trespassing,Open Investigation,2020-01-07 04:22:00
249,249,Theft: Criminal Mischief,Closed,2020-10-09 21:51:00
250,250,Shoplifting,Judicial Referral,2020-03-18 18:18:00
251,251,Disorderly Conduct,Arrest,2020-07-05 05:19:00
252,252,Harassment: Bias Incident,Open Investigation,2020-09-17 02:18:00
253,253,Fraud,Open Investigation,2020-01-02 18:17:00
254,254,Terroristic Threats,Unfounded,2020-05-13 01:03:00
255,255,Disorderly Conduct,Arrest,2020-04-10 19:58:00
256,256,Defiant Trespass,Open Investigation,2020-10-19 07:46:00
257,257,Trespassing,Closed,2020-02-22 20:57:00
258,258,Theft,Open Investigation,2019-12-30 02:21:00
259,259,Theft,Open Investigation,2019-12-25 09:35:00
260,260,Trespassing,Judicial Referral,2020-09-14 01:39:00
261,261,Assault: Domestic Violence,Arrest,2020-04-20 17:16:00
262,262,Theft: Criminal Mischief, Closed,2019-08-17 08:07:00
263,263,Domestic Violence: Harassment,Open Investigation,2019-10-13 19:36:00
264,264,Theft: Bias Incident,Open Investigation,2019-12-28 09:53:00
265,265,Domestic Violence: Harassment,Judicial Referral,2020-09-04 15:43:00
266,266,Shoplifting,Open Investigation,2020-02-06 19:04:00
267,267,Shoplifting,Arrest,2020-10-24 07:19:00
268,268,Shoplifting , Closed,2019-12-21 09:48:00
269,269,Liquor Law Violation,Unfounded,2020-05-30 06:21:00
270,270,Trespassing,Open Investigation,2020-04-19 11:12:00
271,271,Disorderly Conduct,Open Investigation,2020-05-30 21:05:00
272,272,Assault,Closed,2019-12-15 05:23:00
273,273,Trespassing, Closed,2020-08-12 16:55:00
274,274,Fraud,Judicial Referral,2020-09-11 12:39:00
275,275,Theft,Unfounded,2020-04-07 11:04:00
276,276,Trespass,Open Investigation,2020-03-06 06:21:00
277,277,Harassment: Domestic Violence,Unfounded,2020-03-23 21:02:00
278,278,Theft,Unfounded,2020-02-21 14:53:00
279,279,Theft,Open Investigation,2020-09-15 14:14:00
280,280,Extortion,Judicial Referral,2019-09-04 01:04:00
281,281,Harassment: Fraud,Arrest,2020-04-08 10:39:00
282,282,Trespassing,Open Investigation,2020-10-26 21:22:00
283,283,False Public Alarm, Arrest,2019-10-26 06:57:00
284,284,Criminal Mischief,Closed,2020-02-13 18:55:00
285,285,Harassment: Bias Incident,Arrest,2020-05-09 15:16:00
286,286,Disorderly Conduct,Closed,2019-12-18 12:07:00
287,287,Shoplifting,Open Investigation,2020-03-25 19:46:00
288,288,Trespassing,Open Investigation,2020-05-31 13:03:00
289,289,Harassment,Arrest,2020-05-03 23:04:00
290,290,Criminal Mischief,Open Investigation,2019-12-10 14:31:00
291,291,Trespassing,Open Investigation,2020-03-17 17:26:00
292,292,Criminal Mischief,Open Investigation,2020-05-26 23:20:00
293,293,Criminal Mischief,Open Investigation,2020-07-21 19:52:00
294,294,Trespassing,Closed,2020-07-06 15:56:00
295,295,Criminal Mischief,Open Investigation,2020-10-25 01:18:00
296,296,Trespassing,Open Investigation,2019-11-04 15:03:00
297,297,Trespass, Arrest,2020-01-25 10:57:00
298,298,Harassment,Open Investigation,2020-02-10 00:03:00
299,299,Trespass,Open Investigation,2020-01-12 06:06:00
300,300,Shoplifting ,Arrest,2019-10-06 05:39:00
301,301,Theft,Open Investigation,2020-07-20 22:10:00
302,302,Theft,Arrest,2020-07-15 23:51:00
303,303,Domestic Violence: Harassment,Open Investigation,2020-05-26 17:48:00
304,304,Burglary,Unfounded,2020-07-26 13:26:00
305,305,Identity Theft,Open Investigation,2020-01-25 04:43:00
306,306,Trespassing,Arrest,2019-11-03 18:46:00
307,307,Theft,Open Investigation,2019-12-16 19:59:00
308,308,False Public Alarm,Open Investigation,2020-04-17 18:10:00
309,309,Theft,Unfounded,2020-07-23 12:24:00
310,310,Trespass,Arrest,2019-11-27 04:21:00
311,311,Trespassing,Unfounded,2020-01-13 13:23:00
312,312,Disorderly Conduct,Open Investigation,2020-07-04 11:25:00
313,313,Attempted Fraud, Open Investigation,2019-12-16 11:45:00
314,314,Criminal Mischief,Closed,2020-05-08 18:24:00
315,315,Shoplifting,Unfounded,2020-02-26 16:22:00
316,316,Defiant Trespass,Open Investigation,2020-02-08 02:39:00
317,317,Criminal Mischief,Open Investigation,2020-07-29 22:21:00
318,318,Criminal Mischief,Arrest,2020-06-25 16:50:00
319,319,False Public Alarm,Open Investigation,2020-07-03 16:31:00
320,320,Harassment: Bias Incident,Open Investigation,2020-08-24 12:48:00
321,321,Theft,Open Investigation,2020-08-14 07:06:00
322,322,Theft,Judicial Referral,2020-04-21 11:03:00
323,323,Trespass,Arrest,2020-06-23 01:04:00
324,324,Criminal Mischief,Unfounded,2020-02-07 20:14:00
325,325,Disorderly Conduct,Open Investigation,2020-05-22 00:29:00
326,326,Trespass,Open Investigation,2020-03-10 08:26:00
327,327,Criminal Mischief,Open Investigation,2020-04-06 14:23:00
328,328,Theft: Bias Incident,Open Investigation,2020-06-11 06:18:00
329,329,Criminal Mischief,Unfounded,2020-06-06 21:10:00
330,330,Trespassing,Unfounded,2020-08-17 08:42:00
331,331,Trespassing,Closed,2020-04-12 15:33:00
332,332,Trespass,Open Investigation,2019-12-23 02:00:00
333,333,Theft,Open Investigation,2019-10-02 04:20:00
334,334,Harassment,Unfounded,2019-11-14 19:17:00
335,335,Bias Intimidation, Arrest,2020-12-30 21:11:00
336,336,Harassment,Open Investigation,2020-08-27 22:07:00
337,337,Defiant Trespass,Open Investigation,2019-12-09 20:57:00
338,338,Trespass,Closed,2020-06-28 15:28:00
339,339,Harassment: Stalking,Open Investigation,2019-10-27 10:45:00
340,340,Trespassing,Arrest,2020-04-01 12:50:00
341,341,Harassment,Arrest,2020-03-14 17:07:00
342,342,Theft: Bias Incident,Arrest,2020-02-15 12:53:00
343,343,Shoplifting, Arrest,2020-08-19 22:19:00
344,344,Harassment: Bias Incident,Open Investigation,2020-02-27 22:12:00
345,345,Harassment,Open Investigation,2020-01-19 14:13:00
346,346,Criminal Mischief,Open Investigation,2020-02-25 14:07:00
347,347,Harassment,Open Investigation,2020-02-02 11:27:00
348,348,Domestic Violence: Harassment,unfounded,2020-07-25 21:55:00
349,349,Shoplifting, Closed,2020-09-13 11:04:00
350,350,Trespassing,Arrest,2020-08-06 00:28:00
351,351,Trespassing,Arrest,2020-08-22 21:20:00
352,352,Assault: Domestic Violence,Closed,2020-02-17 16:42:00
353,353,False Public Alarm,Arrest,2020-10-01 11:46:00
354,354,Theft,Open Investigation,2020-04-10 20:59:00
355,355,Lewdness,Open Investigation,2020-01-16 02:52:00
356,356,Trespass,Closed,2020-11-18 14:34:00
357,357,Trespass,Closed,2020-01-04 01:06:00
358,358,Attempted Theft, Arrest,2020-06-15 14:35:00
359,359,Burglary,Arrest,2020-03-02 12:43:00
360,360,Theft,Open Investigation,2020-07-03 12:17:00
361,361,Harassment: Stalking,Open Investigation,2020-02-15 10:19:00
362,362,Theft,Unfounded,2019-12-14 01:19:00
363,363,Theft,Open Investigation,2020-09-23 02:42:00
364,364,Shoplifting , Closed,2019-12-28 13:36:00
365,365,False Public Alarm,Open Investigation,2020-08-05 19:52:00
366,366,Trespassing,Unfounded,2020-02-14 01:23:00
367,367,Shoplifting,Open Investigation,2020-10-30 10:28:00
368,368,Trespassing,Unfounded,2020-03-03 20:53:00
369,369,Criminal Mischief,Open Investigation,2020-02-06 02:43:00
370,370,Shoplifting,Unfounded,2019-12-18 04:16:00
371,371,Fraud,Open Investigation,2019-10-19 15:34:00
372,372,Trespassing,Open Investigation,2020-06-02 15:38:00
373,373,Shoplifting,Open Investigation,2020-02-05 17:33:00
374,374,Harassment, Closed,2020-04-22 18:07:00
375,375,Harassment,Unfounded,2019-10-07 02:51:00
376,376,Lewdness,Closed,2019-12-02 09:02:00
377,377,Aggravated Assault,Open Investigation,2020-05-20 15:30:00
378,378,Theft,Open Investigation,2019-10-02 03:35:00
379,379,Assault,Judicial Referral,2020-04-28 07:04:00
380,380,False Public Alarm,Open Investigation,2020-05-24 21:13:00
381,381,Trespassing,Open Investigation,2019-12-30 21:56:00
382,382,Assault: Domestic Violence,Open Investigation,2020-04-12 06:19:00
383,383,Harassment,Unfounded,2020-01-02 01:12:00
384,384,Harassment,Open Investigation,2020-12-26 17:48:00
385,385,Rape,Open Investigation,2020-06-18 12:33:00
386,386,Trespassing,Arrest,2020-01-27 23:39:00
387,387,Criminal Mischief,Open Investigation,2020-07-18 03:40:00
388,388,False Public Alarm,Open Investigation,2019-12-15 00:17:00
389,389,Defiant Trespass,Open Investigation,2019-12-07 22:36:00
390,390,Assault,Arrest,2019-11-13 08:45:00
391,391,Rape,Arrest,2020-10-13 08:18:00
392,392,Rape,Unfounded,2019-11-22 20:48:00
393,393,Harassment: Trespassing,Closed,2020-07-19 06:33:00
394,394,Theft, Arrest,2020-07-28 16:23:00
395,395,Harassment,Open Investigation,2020-09-03 17:41:00
396,396,Attempted Extortion,Open Investigation,2020-01-17 13:59:00
397,397,Attempted Fraud,Open Investigation,2020-01-24 06:16:00
398,398,Extortion,Open Investigation,2020-03-17 09:58:00
399,399,Theft,Open Investigation,2020-10-19 14:21:00
400,400,Attempted Fraud,Arrest,2020-07-13 19:46:00
401,401,Theft: Bias Incident,Open Investigation,2020-05-18 20:54:00
402,402,Terroristic Threats,Arrest,2020-05-22 21:58:00
403,403,Possession of Burglary Tools 2,Closed,2019-09-09 10:07:00
404,404,Harassment: Stalking,Open Investigation,2020-08-09 09:15:00
405,405,Attempted Theft, Arrest,2020-04-02 04:23:00
406,406,Theft,Open Investigation,2020-07-06 19:53:00
407,407,Defiant Trespass,Open Investigation,2020-07-24 19:29:00
408,408,Attempted Extortion,Closed,2020-01-29 15:06:00
409,409,Theft,Open Investigation,2019-10-24 13:05:00
410,410,Defiant Trespass,Open Investigation,2019-12-01 20:46:00
411,411,Trespassing,Open Investigation,2019-12-04 12:12:00
412,412,Trespassing,unfounded,2020-03-18 04:04:00
413,413,Trespass,Open Investigation,2019-11-20 20:06:00
414,414,Fraud,Open Investigation,2020-08-21 01:05:00
415,415,Theft,unfounded,2020-04-10 20:48:00
416,416,Fraud,Arrest,2020-10-05 03:41:00
417,417,Theft,Closed,2020-01-09 10:18:00
418,418,Harassment: Bias Incident,Open Investigation,2019-12-25 20:16:00
419,419,Harassment,Judicial Referral,2020-04-18 19:43:00
420,420,Trespassing,Open Investigation,2020-07-01 15:34:00
421,421,Theft,Open Investigation,2019-10-19 12:02:00
422,422,Theft,Arrest,2020-02-02 13:44:00
423,423,Assault: Domestic Violence,Open Investigation,2020-08-01 13:39:00
424,424,Theft,Open Investigation,2020-01-19 09:27:00
425,425,Stalking,Open Investigation,2020-05-06 09:17:00
426,426,Defiant Trespass,Open Investigation,2020-07-03 15:32:00
427,427,Domestic Violence: Harassment,Open Investigation,2020-07-17 23:21:00
428,428,Harassment,Open Investigation,2020-10-20 03:37:00
429,429,Burglary,Open Investigation,2020-09-02 22:38:00
430,430,Criminal Mischief,Arrest,2019-11-16 15:32:00
431,431,Theft,Arrest,2020-01-13 07:59:00
432,432,Theft,unfounded,2020-05-30 14:31:00
433,433,Trespassing,Open Investigation,2020-09-25 19:07:00
434,434,Assault,Open Investigation,2020-10-22 17:11:00
435,435,Theft,Open Investigation,2020-10-29 05:38:00
436,436,Trespassing,Open Investigation,2020-10-03 03:39:00
437,437,Domestic Violence: Harassment,,2020-10-23 03:48:00
438,438,Stalking,Open Investigation,2020-08-24 00:13:00
439,439,Shoplifting,Open Investigation,2020-04-08 18:00:00
440,440,Defiant Trespass,Open Investigation,2020-02-14 08:02:00
441,441,Trespassing,Open Investigation,2020-10-16 05:02:00
442,442,False Public Alarm,Open Investigation,2019-08-26 08:55:00
443,443,Theft: Bias Incident,Judicial Referral,2020-02-11 23:22:00
444,444,Trespass,Arrest,2019-11-21 06:52:00
445,445,Attempted Trespass 2,Open Investigation,2020-09-30 03:55:00
446,446,Trespassing,Open Investigation,2020-08-23 23:53:00
447,447,Assault: Domestic Violence,Arrest,2020-12-06 15:55:00
448,448,Theft,Open Investigation,2020-09-23 03:27:00
449,449,Shoplifting,Closed,2020-08-07 15:01:00
450,450,Shoplifting,Arrest,2020-03-08 06:30:00
451,451,Trespassing, Open Investigation,2020-02-05 19:54:00
452,452,Trespass,Open Investigation,2020-06-22 02:11:00
453,453,Harassment: Bias Incident,Open Investigation,2019-11-29 14:37:00
454,454,Theft,Open Investigation,2019-12-17 13:25:00
455,455,Trespass,Arrest,2020-08-30 01:45:00
456,456,Trespass,Arrest,2020-03-21 22:02:00
457,457,Rape,Open Investigation,2020-08-02 10:03:00
458,458,Fraud,unfounded,2020-10-11 18:43:00
459,459,Fraud,Open Investigation,2020-01-31 22:39:00
460,460,Theft,Open Investigation,2020-08-17 17:54:00
461,461,Assault,Open Investigation,2020-11-05 01:25:00
462,462,Terroristic Threats,Closed,2020-03-19 01:19:00
463,463,Theft,Open Investigation,2020-03-31 21:33:00
464,464,False Public Alarm,Arrest,2019-12-27 06:51:00
