,Unnamed: 0,Classification,Disposition,datetime
117,117,Criminal Mischief,Unfounded,2022-01-20 22:56:00
118,118,Harassment: Domestic Violence,,2021-12-27 11:10:00
119,119,Theft,Open Investigation,2022-05-26 05:37:00
120,120,Theft,Open Investigation,2022-11-04 08:46:00
121,121,Criminal Mischief,Open Investigation,2022-03-21 22:29:00
122,122,Trespass, Open Investigation,2021-11-12 11:35:00
123,123,Theft,Open Investigation,2022-08-14 05:22:00
124,124,Theft,Open Investigation,2022-01-27 08:07:00
125,125,Trespass,Open Investigation,2022-06-07 10:01:00
126,126,Shoplifting,Open Investigation,2022-05-20 17:40:00
127,127,Harassment,Open Investigation,2022-07-26 02:38:00
128,128,Criminal Mischief,Open Investigation,2022-05-02 02:01:00
129,129,Criminal Mischief,Open Investigation,2022-01-21 02:40:00
130,130,Criminal Mischief,Closed,2021-12-29 18:45:00
131,131,Defiant Trespass,Open Investigation,2022-08-02 12:29:00
132,132,Attempted Extortion,Open Investigation,2022-02-18 11:25:00
133,133,Bias Intimidation,Open Investigation,2022-07-13 15:30:00
134,134,Criminal Mischief, Closed,2022-01-21 09:28:00
135,135,Criminal Mischief,Open Investigation,2022-03-17 04:53:00
136,136,Trespassing,Open Investigation,2022-05-03 08:15:00
137,137,Harassment,Unfounded,2022-05-04 23:46:00
138,138,Criminal Mischief,Arrest,2022-03-16 07:50:00
139,139,Harassment: Stalking,Open Investigation,2022-11-17 09:22:00
140,140,False Public Alarm,Open Investigation,2022-04-03 18:30:00
141,141,Trespassing,Open Investigation,2022-10-07 22:37:00
142,142,Theft,Open Investigation,2022-04-27 22:54:00
143,143,Trespass,Open Investigation,2021-11-10 18:00:00
144,144,Criminal Mischief,Arrest,2021-11-11 22:56:00
145,145,Theft,Open Investigation,2022-02-17 00:57:00
146,146,Theft,Open Investigation,2022-07-14 18:20:00
147,147,Liquor Law Violation,Open Investigation,2022-01-04 02:09:00
148,148,Criminal Mischief,Open Investigation,2022-08-31 02:31:00
149,149,Harassment,Open Investigation,2022-09-12 03:42:00
150,150,Criminal Mischief,Open Investigation,2021-11-21 05:41:00
151,151,Criminal Mischief,Open Investigation,2022-07-10 00:47:00
152,152,Harassment: Stalking,Unfounded,2022-02-23 07:03:00
153,153,Harassment,Open Investigation,2022-03-12 14:56:00
154,154,Assault: Domestic Violence,Open Investigation,2022-07-06 22:15:00
155,155,Harassment,Arrest,2022-04-22 08:26:00
156,156,Criminal Mischief,Open Investigation,2022-05-06 03:13:00
157,157,Theft,Open Investigation,2021-08-22 22:34:00
158,158,Trespassing,,2022-09-02 11:17:00
159,159,False Public Alarm,Open Investigation,2022-07-10 03:23:00
160,160,Theft,Arrest,2022-01-04 15:19:00
161,161,Attempted Fraud,Open Investigation,2022-01-30 04:03:00
162,162,Attempted Trespass 2, Arrest,2022-09-16 00:08:00
163,163,Fraud,Arrest,2022-02-02 03:29:00
164,164,Theft,Unfounded,2022-08-13 16:57:00
165,165,Trespassing,Closed,2021-11-21 20:21:00
166,166,Harassment,Open Investigation,2021-12-02 11:21:00
167,167,Criminal Mischief,Open Investigation,2022-05-05 22:20:00
168,168,Extortion,Arrest,2021-12-09 00:02:00
169,169,Theft,Closed,2022-08-13 10:40:00
170,170,Harassment: Domestic Violence,Open Investigation,2022-02-20 22:16:00
171,171,Theft,Open Investigation,2021-11-16 15:53:00
172,172,Trespass,Open Investigation,2021-08-07 13:32:00
173,173,Shoplifting,Closed,2022-07-15 17:40:00
174,174,Identity Theft,Arrest,2022-08-14 11:22:00
175,175,False Public Alarm,Open Investigation,2022-04-04 08:40:00
176,176,Extortion,Arrest,2022-03-14 19:53:00
177,177,Defiant Trespass,Closed,2021-11-04 01:46:00
178,178,Extortion,Arrest,2022-03-31 05:34:00
179,179,Possession of Burglary Tools 2,Open Investigation,2022-12-04 10:11:00
180,180,Burglary,Arrest,2022-06-24 03:41:00
181,181,Criminal Mischief, Open Investigation,2022-08-20 05:22:00
182,182,Burglary,Judicial Referral,2021-10-02 07:27:00
183,183,Criminal Mischief,Unfounded,2022-04-20 23:18:00
184,184,Trespassing,Unfounded,2022-09-05 17:20:00
185,185,Trespassing,Unfounded,2022-02-04 04:28:00
186,186,Liquor Law Violation,unfounded,2021-12-03 18:42:00
187,187,Harassment: Fraud,Arrest,2022-06-05 06:39:00
188,188,Theft,Open Investigation,2021-10-30 15:56:00
189,189,Possession of Burglary Tools 2,Open Investigation,2021-12-21 19:06:00
190,190,Fraud,Open Investigation,2022-08-24 01:09:00
191,191,Extortion,Arrest,2021-11-03 17:48:00
192,192,Theft,Open Investigation,2022-02-10 00:03:00
193,193,Theft,Open Investigation,2022-03-22 09:51:00
194,194,Theft,Closed,2021-10-07 00:29:00
195,195,Shoplifting,Open Investigation,2022-04-11 22:19:00
196,196,Attempted Fraud,Judicial Referral,2022-03-18 14:53:00
197,197,Shoplifting,Arrest,2021-11-17 18:39:00
198,198,Shoplifting,Open Investigation,2022-04-28 06:27:00
199,199,Theft,Open Investigation,2022-01-17 18:24:00
200,200,Theft,Closed,2022-06-05 03:38:00
201,201,Criminal Mischief,Open Investigation,2022-03-20 16:46:00
202,202,Trespassing,Open Investigation,2022-01-12 18:04:00
203,203,Theft: Criminal Mischief,Arrest,2022-09-14 22:32:00
204,204,Shoplifting,Arrest,2021-09-04 04:48:00
205,205,Criminal Mischief,Open Investigation,2021-11-06 03:18:00
206,206,Rape,Open Investigation,2022-08-05 16:38:00
207,207,Theft,Open Investigation,2022-02-18 13:35:00
208,208,Criminal Mischief,Open Investigation,2022-03-10 11:52:00
209,209,Theft,Open Investigation,2021-11-22 06:51:00
210,210,Theft,Open Investigation,2022-08-04 08:00:00
211,211,Harassment: Bias Incident,Open Investigation,2021-11-07 19:10:00
212,212,Shoplifting,Unfounded,2022-02-06 16:27:00
213,213,Attempted Theft,Closed,2022-01-19 06:19:00
214,214,Trespass,Open Investigation,2022-04-09 03:49:00
215,215,Shoplifting,Closed,2021-12-09 00:45:00
216,216,Trespass,Closed,2022-07-16 09:36:00
217,217,Bias Intimidation,Open Investigation,2022-11-30 08:19:00
218,218,Theft,Open Investigation,2022-01-09 04:34:00
219,219,Attempted Extortion,Open Investigation,2022-07-18 04:42:00
220,220,Trespass,Open Investigation,2022-01-08 15:17:00
221,221,Criminal Mischief,Closed,2022-03-02 15:30:00
222,222,Criminal Mischief,Closed,2022-01-05 01:27:00
223,223,Theft,Open Investigation,2022-03-20 00:12:00
224,224,Theft,Open Investigation,2022-07-23 22:06:00
225,225,Theft,Arrest,2021-11-23 14:21:00
226,226,Theft: Bias Incident,Judicial Referral,2022-12-16 19:24:00
227,227,Harassment: Fraud,Open Investigation,2021-12-02 16:01:00
228,228,Shoplifting,Closed,2022-09-08 01:11:00
229,229,Theft,Open Investigation,2022-04-12 01:59:00
230,230,False Public Alarm,Open Investigation,2022-03-05 07:48:00
231,231,Obstruction of Justice,Unfounded,2021-12-11 10:31:00
232,232,Identity Theft,Closed,2022-11-01 21:39:00
233,233,Harassment,Unfounded,2022-04-12 01:35:00
234,234,Theft,Open Investigation,2021-12-03 14:44:00
235,235,Possession of Burglary Tools 2,Closed,2022-05-19 20:51:00
236,236,Harassment,Open Investigation,2022-02-09 23:32:00
237,237,Shoplifting,Arrest,2022-04-03 00:27:00
238,238,Theft,Open Investigation,2022-03-06 22:09:00
239,239,Criminal Mischief,unfounded,2022-10-15 16:45:00
240,240,Trespassing,Open Investigation,2022-04-15 06:03:00
241,241,Theft,Open Investigation,2022-06-25 16:04:00
242,242,Trespassing,Arrest,2022-09-05 08:24:00
243,243,Theft,Open Investigation,2021-11-18 14:08:00
244,244,Shoplifting,Arrest,2022-06-17 05:34:00
245,245,Theft,Open Investigation,2022-06-06 14:21:00
246,246,Trespass,Arrest,2022-06-09 15:07:00
247,247,Trespass,Open Investigation,2021-10-22 07:08:00
248,248,Trespassing,Closed,2022-07-01 09:57:00
249,249,Trespassing,Open Investigation,2022-10-21 16:21:00
250,250,Theft,Open Investigation,2022-08-19 16:19:00
251,251,Harassment: Domestic Violence,Open Investigation,2022-07-20 23:19:00
252,252,Trespass,Unfounded,2022-04-14 00:07:00
253,253,Disorderly Conduct, Open Investigation,2022-09-30 19:00:00
254,254,Trespassing,Open Investigation,2022-11-08 14:34:00
255,255,Hindering Possession of Burglary Tools,Unfounded,2022-08-23 17:10:00
256,256,Theft,Open Investigation,2022-02-12 04:32:00
257,257,Fraud,Open Investigation,2022-09-08 20:18:00
258,258,Fraud,Open Investigation,2021-11-22 08:30:00
259,259,Lewdness,,2022-10-24 10:10:00
260,260,Trespassing,Closed,2022-08-10 05:19:00
261,261,Theft,Unfounded,2022-06-26 14:08:00
262,262,Theft,Open Investigation,2022-07-25 03:18:00
263,263,Theft,Judicial Referral,2022-03-30 21:10:00
264,264,Theft, Closed,2022-04-26 20:32:00
265,265,Shoplifting,Open Investigation,2022-11-28 02:38:00
266,266,Assault,Open Investigation,2022-10-12 12:47:00
267,267,Shoplifting,Arrest,2022-07-15 11:13:00
268,268,Identity Theft,Open Investigation,2022-08-21 22:44:00
269,269,Theft,Arrest,2022-04-06 19:48:00
270,270,Theft,Open Investigation,2022-05-28 14:19:00
271,271,Harassment, Closed,2021-10-20 01:41:00
272,272,Theft,unfounded,2022-10-26 07:23:00
273,273,Trespassing,Open Investigation,2022-02-14 18:21:00
274,274,Burglary,unfounded,2022-10-07 10:50:00
275,275,Assault,Unfounded,2022-08-07 19:18:00
276,276,Rape,Closed,2022-01-13 00:22:00
277,277,Aggravated Assault,Closed,2022-09-21 18:31:00
278,278,Trespassing, Open Investigation,2022-09-20 16:20:00
279,279,Theft,Arrest,2022-05-25 23:31:00
280,280,Trespass,Open Investigation,2022-08-04 09:22:00
281,281,Criminal Mischief,Open Investigation,2022-02-28 22:21:00
282,282,Theft,Unfounded,2022-07-17 20:27:00
283,283,Theft,Closed,2022-09-13 17:52:00
284,284,Theft,Open Investigation,2022-03-12 18:17:00
285,285,Burglary,Arrest,2022-09-07 10:17:00
286,286,Shoplifting,Closed,2022-10-26 09:50:00
287,287,Burglary,Open Investigation,2021-12-27 19:56:00
288,288,Criminal Mischief,Open Investigation,2022-08-03 16:31:00
289,289,Shoplifting,Open Investigation,2022-04-25 12:50:00
290,290,Trespassing,Arrest,2022-05-03 17:16:00
291,291,Shoplifting,Closed,2022-02-22 21:06:00
292,292,Trespass,Arrest,2022-09-20 00:47:00
293,293,Trespass,Open Investigation,2022-01-26 05:04:00
294,294,Theft,Open Investigation,2022-05-19 00:21:00
295,295,Shoplifting,Closed,2022-11-14 19:06:00
296,296,Theft, Arrest,2022-09-24 08:59:00
297,297,Rape,Open Investigation,2022-07-13 15:02:00
298,298,Theft,Open Investigation,2021-11-30 00:39:00
299,299,Shoplifting, Closed,2021-11-07 21:58:00
300,300,Theft,Open Investigation,2022-11-10 06:20:00
301,301,Trespassing,Open Investigation,2022-07-09 01:33:00
302,302,False Public Alarm,Open Investigation,2022-03-26 02:58:00
303,303,Assault, Arrest,2022-06-27 21:55:00
304,304,Theft: Criminal Mischief,Open Investigation,2022-02-27 23:37:00
305,305,Harassment,Arrest,2022-08-17 10:42:00
306,306,Shoplifting,Arrest,2021-10-27 00:48:00
307,307,Theft,Open Investigation,2022-09-17 07:25:00
308,308,Shoplifting,unfounded,2022-03-21 11:33:00
309,309,Trespassing,Unfounded,2022-05-09 01:14:00
310,310,Shoplifting,Open Investigation,2022-06-27 16:37:00
311,311,False Public Alarm,Unfounded,2022-08-11 04:17:00
312,312,Fraud,Unfounded,2022-02-01 04:09:00
313,313,Hindering Possession of Burglary Tools,Closed,2022-02-17 02:28:00
314,314,Trespass,Open Investigation,2022-07-19 13:43:00
315,315,Trespassing,Judicial Referral,2021-11-30 17:36:00
316,316,Shoplifting,Open Investigation,2021-12-18 22:30:00
317,317,Fraud,Arrest,2022-04-21 21:14:00
318,318,Theft,Open Investigation,2022-03-31 02:34:00
319,319,Fraud,Open Investigation,2022-05-30 19:29:00
320,320,Trespassing,Open Investigation,2022-07-22 10:22:00
321,321,Hindering Possession of Burglary Tools,Arrest,2022-02-27 19:50:00
322,322,Shoplifting,Closed,2022-02-28 10:04:00
323,323,Burglary,,2022-01-31 21:22:00
324,324,Trespassing,Open Investigation,2022-01-30 09:57:00
325,325,Shoplifting,Open Investigation,2022-08-24 03:26:00
326,326,Assault: Domestic Violence,Unfounded,2022-03-31 18:49:00
327,327,Theft,Open Investigation,2022-04-04 09:11:00
328,328,Shoplifting ,Arrest,2022-05-17 06:53:00
329,329,Trespassing,Unfounded,2022-03-23 14:21:00
330,330,Criminal Mischief,Open Investigation,2021-10-21 11:33:00
331,331,Harassment,Open Investigation,2021-12-29 08:31:00
332,332,Shoplifting,Closed,2021-11-17 04:27:00
333,333,Disorderly Conduct,Judicial Referral,2022-08-13 10:27:00
334,334,Trespass,Open Investigation,2022-07-10 15:49:00
335,335,Theft,Open Investigation,2022-04-08 09:28:00
336,336,Trespass,Open Investigation,2022-01-06 23:07:00
337,337,Bias Intimidation,Open Investigation,2021-09-21 00:35:00
338,338,Trespassing, Closed,2022-01-07 15:13:00
339,339,Disorderly Conduct,Open Investigation,2021-11-14 15:23:00
340,340,Trespassing,Open Investigation,2022-08-10 21:22:00
341,341,Harassment,Open Investigation,2022-01-27 22:41:00
342,342,Shoplifting,Open Investigation,2021-11-08 02:10:00
343,343,Harassment: Trespassing,Unfounded,2021-12-27 02:04:00
344,344,Trespass,Open Investigation,2022-02-20 14:33:00
345,345,Intimidation,Arrest,2022-10-06 04:21:00
346,346,Theft,Open Investigation,2021-12-22 19:56:00
347,347,Theft,Open Investigation,2022-07-10 12:33:00
348,348,Theft,Unfounded,2022-03-19 18:51:00
349,349,Theft: Criminal Mischief,Open Investigation,2022-07-06 06:51:00
350,350,Harassment,Open Investigation,2022-09-25 16:38:00
351,351,Shoplifting,Open Investigation,2022-07-30 16:31:00
352,352,Harassment,Open Investigation,2021-11-10 01:59:00
353,353,False Public Alarm,Unfounded,2022-01-29 20:01:00
354,354,Shoplifting,Open Investigation,2021-10-27 12:31:00
355,355,Defiant Trespass: Aggravated Assault,Closed,2022-07-13 05:03:00
356,356,Liquor Law Violation,Open Investigation,2022-11-28 20:26:00
357,357,False Public Alarm,Unfounded,2021-12-06 19:40:00
358,358,Burglary,Unfounded,2022-04-22 16:59:00
359,359,Theft,Open Investigation,2022-07-20 12:58:00
360,360,Criminal Mischief,Open Investigation,2021-11-14 20:52:00
361,361,Shoplifting,Closed,2022-06-25 10:16:00
362,362,Harassment: Bias Incident,Open Investigation,2022-04-01 16:58:00
363,363,Disorderly Conduct,Unfounded,2022-10-23 22:09:00
364,364,Harassment,Unfounded,2022-01-31 09:06:00
365,365,Theft,Open Investigation,2022-01-23 00:23:00
366,366,Defiant Trespass: Aggravated Assault, Closed,2022-08-02 03:39:00
367,367,Fraud,Arrest,2022-02-23 16:36:00
368,368,Criminal Mischief,Arrest,2022-07-30 23:04:00
369,369,Trespassing,Open Investigation,2022-08-03 16:32:00
370,370,Harassment,Arrest,2022-06-30 23:25:00
371,371,Harassment,Open Investigation,2022-07-28 07:31:00
372,372,Bias Intimidation,Unfounded,2022-01-03 05:59:00
373,373,Shoplifting,Open Investigation,2022-08-17 15:00:00
374,374,Criminal Mischief,Open Investigation,2022-04-03 08:04:00
375,375,Criminal Mischief,Open Investigation,2022-03-24 13:57:00
376,376,Theft: Criminal Mischief,Judicial Referral,2022-10-19 09:51:00
377,377,Theft,Arrest,2021-12-20 18:47:00
378,378,False Public Alarm,Judicial Referral,2021-10-26 15:19:00
379,379,Trespassing,Arrest,2022-05-11 06:19:00
380,380,Trespassing,Open Investigation,2022-04-12 14:39:00
381,381,Shoplifting,Closed,2022-10-21 05:02:00
382,382,Criminal Mischief,Unfounded,2021-10-19 15:47:00
383,383,Criminal Mischief,Unfounded,2022-04-27 09:51:00
384,384,Terroristic Threats,Open Investigation,2022-03-23 13:14:00
385,385,Criminal Mischief,Open Investigation,2022-06-27 14:51:00
386,386,Criminal Mischief,Unfounded,2022-08-21 20:56:00
387,387,Shoplifting,Arrest,2022-03-16 09:42:00
388,388,Rape,Open Investigation,2022-07-15 23:49:00
389,389,Trespass,Closed,2022-09-24 06:55:00
390,390,Trespassing,Arrest,2021-12-17 01:15:00
391,391,Rape,Open Investigation,2021-11-30 01:01:00
392,392,Harassment: Trespassing,Open Investigation,2022-05-23 12:00:00
393,393,Trespass,Open Investigation,2021-11-13 03:07:00
394,394,Criminal Mischief,Open Investigation,2021-09-11 04:56:00
395,395,Harassment, Arrest,2021-10-12 21:16:00
396,396,Trespassing,Closed,2021-12-05 12:26:00
397,397,Trespassing,Open Investigation,2022-02-08 19:19:00
398,398,Theft,Open Investigation,2022-03-03 06:26:00
399,399,Theft,Open Investigation,2022-08-01 08:37:00
400,400,Trespassing,Open Investigation,2021-12-31 09:10:00
401,401,Rape,Arrest,2022-07-04 14:37:00
402,402,Theft,Closed,2022-02-07 08:35:00
403,403,Theft,Open Investigation,2022-09-18 12:01:00
404,404,Criminal Mischief,Open Investigation,2022-10-20 18:57:00
405,405,Hindering Possession of Burglary Tools,Arrest,2022-01-01 18:31:00
406,406,Theft,Open Investigation,2022-11-24 06:04:00
407,407,Defiant Trespass,Open Investigation,2022-11-07 05:54:00
408,408,Theft,Open Investigation,2022-10-11 11:17:00
409,409,Criminal Mischief,Arrest,2022-09-04 06:27:00
410,410,False Public Alarm, Arrest,2022-01-10 21:35:00
411,411,Extortion,Open Investigation,2022-02-07 19:14:00
412,412,Criminal Mischief,Open Investigation,2022-07-16 10:04:00
413,413,Theft,Open Investigation,2022-05-15 04:16:00
414,414,Trespassing,Open Investigation,2022-02-27 06:07:00
415,415,Trespass,Open Investigation,2021-11-01 02:47:00
416,416,Trespassing,Closed,2022-01-26 04:52:00
417,417,Theft,Open Investigation,2022-02-04 09:53:00
418,418,False Public Alarm,Open Investigation,2021-10-11 07:06:00
419,419,Disorderly Conduct,Arrest,2022-06-19 19:28:00
420,420,Fraud,Open Investigation,2022-02-19 19:40:00
421,421,Fraud,Unfounded,2022-06-09 16:53:00
422,422,Attempted Extortion,Open Investigation,2021-12-27 05:41:00
423,423,Criminal Mischief,Open Investigation,2022-01-19 13:32:00
424,424,Criminal Mischief,Open Investigation,2022-01-17 19:10:00
425,425,Harassment: Domestic Violence,Open Investigation,2021-11-22 03:19:00
426,426,Shoplifting,Open Investigation,2022-08-22 07:49:00
427,427,Criminal Mischief,Open Investigation,2022-06-19 01:16:00
428,428,Stalking,Open Investigation,2022-04-02 14:42:00
429,429,Criminal Mischief, Closed,2022-08-04 09:55:00
430,430,Liquor Law Violation, Open Investigation,2021-11-05 14:15:00
431,431,Rape,Unfounded,2022-09-10 01:54:00
432,432,Harassment,Arrest,2022-02-24 21:46:00
433,433,Theft,Open Investigation,2022-11-01 13:20:00
434,434,Trespassing,Open Investigation,2021-11-15 17:11:00
435,435,Trespassing,Open Investigation,2022-02-27 04:36:00
436,436,Theft,Closed,2022-09-06 11:20:00
437,437,Trespassing,Open Investigation,2022-02-19 20:05:00
438,438,Shoplifting,Closed,2022-10-19 13:19:00
439,439,Aggravated Assault,Arrest,2022-01-30 16:06:00
440,440,Theft,Open Investigation,2021-12-30 15:02:00
441,441,Trespassing,Unfounded,2022-02-13 09:23:00
442,442,Intimidation,Open Investigation,2022-08-08 11:55:00
443,443,Disorderly Conduct,Open Investigation,2021-11-03 19:21:00
444,444,Theft: Criminal Mischief,Arrest,2021-11-25 00:04:00
445,445,Theft: Criminal Mischief,Closed,2022-01-21 09:38:00
446,446,Harassment: Bias Incident,Unfounded,2022-02-18 21:49:00
447,447,Rape,Open Investigation,2022-02-17 00:59:00
448,448,Trespass, Arrest,2022-04-18 09:10:00
449,449,Trespassing,Open Investigation,2022-03-14 18:42:00
450,450,Theft,Open Investigation,2021-11-30 00:54:00
451,451,Theft: Bias Incident,Judicial Referral,2022-08-31 19:27:00
452,452,Service of Warrant,Open Investigation,2021-09-14 01:52:00
453,453,Theft,Open Investigation,2022-10-27 06:52:00
454,454,Trespassing,Open Investigation,2022-11-04 02:21:00
455,455,Harassment: Stalking,Unfounded,2022-10-04 17:15:00
456,456,Trespassing,Open Investigation,2022-03-14 09:12:00
457,457,Trespass, Arrest,2022-02-12 23:50:00
458,458,Theft,Open Investigation,2022-05-25 22:29:00
459,459,False Public Alarm,Open Investigation,2022-06-11 02:54:00
460,460,Theft: Criminal Mischief,Unfounded,2022-06-27 19:17:00
461,461,False Public Alarm,Arrest,2022-08-29 19:58:00
462,462,Trespassing,Open Investigation,2022-07-06 15:36:00
463,463,Shoplifting,Open Investigation,2022-05-26 05:00:00
464,464,Shoplifting,Arrest,2022-10-12 16:30:00
465,465,Shoplifting,Open Investigation,2022-05-11 02:34:00
466,466,Trespassing,Unfounded,2022-04-06 07:19:00
467,467,Trespassing,Open Investigation,2022-07-12 23:00:00
