,Classification,Disposition,datetime
107,Trespass,Closed,06/03/2023 08:19
108,Defiant Trespass: Aggravated Assault,Arrest,09/19/2023 08:53
109,Shoplifting ,Judicial Referral,08/23/2023 02:28
110,Trespass, Closed,07/02/2023 20:35
111,Shoplifting,Arrest,04/28/2023 22:28
112,Terroristic Threats,Open Investigation,10/08/2023 17:41
113,Shoplifting,Open Investigation,06/15/2023 02:51
114,Theft,Open Investigation,11/29/2022 13:42
115,Theft,Open Investigation,12/12/2022 17:50
116,Harassment,Open Investigation,09/27/2022 10:57
117,Shoplifting,Open Investigation,04/18/2023 21:15
118,Attempted Extortion, Open Investigation,09/07/2022 18:06
119,Harassment,Open Investigation,11/26/2022 08:09
120,Theft,Open Investigation,01/21/2023 11:30
121,Theft,Open Investigation,03/27/2023 12:19
122,Trespassing,Open Investigation,09/03/2023 04:28
123,Criminal Mischief,Open Investigation,01/17/2023 13:30
124,Theft,Open Investigation,05/30/2023 19:56
125,Rape,Arrest,11/09/2022 10:08
126,Theft,Open Investigation,03/15/2023 01:18
127,Trespassing,Arrest,10/18/2023 01:30
128,Theft,Open Investigation,10/30/2023 16:38
129,Harassment: Domestic Violence,Open Investigation,11/03/2022 05:45
130,Harassment,Arrest,11/09/2022 11:38
131,Theft,Open Investigation,11/23/2022 16:36
132,Theft, Closed,12/07/2022 23:53
133,Shoplifting,Arrest,09/12/2023 17:38
134,Trespass,Open Investigation,02/22/2023 22:38
135,Criminal Mischief,Arrest,06/08/2023 11:59
136,False Public Alarm,Closed,12/11/2022 03:55
137,Criminal Mischief,Arrest,08/14/2023 18:56
138,Theft,Open Investigation,11/23/2022 08:05
139,Trespassing,Closed,03/10/2023 01:45
140,Harassment,Arrest,10/13/2022 06:49
141,Lewdness,unfounded,05/30/2023 21:41
142,Theft,Closed,03/18/2023 22:21
143,Harassment,Open Investigation,10/10/2022 17:13
144,Theft,Arrest,04/22/2023 04:43
145,Burglary, Closed,04/29/2023 00:05
146,Shoplifting,Open Investigation,05/16/2023 11:12
147,Trespassing,Arrest,01/28/2023 17:19
148,Theft,Arrest,10/25/2023 04:16
149,Theft,Open Investigation,05/02/2023 01:22
150,Trespass,Closed,07/22/2023 00:21
151,Trespassing,Closed,02/24/2023 21:11
152,Extortion,Open Investigation,02/08/2023 09:48
153,Criminal Mischief,Open Investigation,04/16/2023 07:14
154,Harassment: Bias Incident,Open Investigation,02/04/2023 05:04
155,Shoplifting,Arrest,02/01/2023 04:37
156,Harassment: Bias Incident,Closed,12/20/2022 07:38
157,Shoplifting,Arrest,10/02/2022 21:14
158,Trespass,Judicial Referral,04/11/2023 10:58
159,Attempted Fraud,Closed,06/30/2023 13:24
160,Trespassing,Unfounded,08/25/2022 00:54
161,Liquor Law Violation,Open Investigation,04/07/2023 06:47
162,Fraud,Open Investigation,12/07/2022 13:10
163,Rape,Arrest,07/23/2023 17:41
164,Trespassing,Open Investigation,05/10/2023 19:42
165,Theft,Open Investigation,12/30/2022 10:38
166,Trespassing,Arrest,04/17/2023 19:42
167,Identity Theft,Open Investigation,08/22/2023 16:53
168,Theft,Arrest,03/14/2023 14:06
169,Trespassing,Arrest,12/16/2022 08:12
170,Criminal Mischief,Open Investigation,12/10/2023 19:53
171,Theft,Open Investigation,07/10/2023 10:06
172,Trespassing,Arrest,09/09/2023 02:54
173,Theft,Open Investigation,08/22/2023 18:11
174,Possession of Burglary Tools 2,Open Investigation,08/07/2022 04:58
175,Burglary,,11/23/2022 10:09
176,Theft: Criminal Mischief,Open Investigation,01/15/2023 09:24
177,Trespass,Open Investigation,03/15/2023 14:32
178,Theft, Closed,09/16/2023 09:03
179,Theft,Open Investigation,11/23/2022 20:38
180,False Public Alarm,Open Investigation,10/07/2023 00:22
181,False Public Alarm,Open Investigation,07/26/2023 05:07
182,False Public Alarm,Open Investigation,02/22/2023 01:45
183,Theft,Open Investigation,09/20/2022 17:24
184,Attempted Extortion,Arrest,01/11/2023 23:28
185,Harassment: Fraud,Arrest,08/20/2023 15:50
186,Trespass,Closed,09/17/2023 00:09
187,Trespassing,Arrest,09/07/2023 10:04
188,Identity Theft,Closed,06/10/2023 10:40
189,Shoplifting,Open Investigation,09/15/2023 21:39
190,Fraud,Open Investigation,10/27/2023 14:13
191,Harassment: Fraud,Open Investigation,09/13/2023 07:36
192,Harassment, Open Investigation,12/09/2022 22:05
193,Rape,Closed,08/02/2023 12:53
194,Assault,Open Investigation,08/12/2023 06:43
195,Terroristic Threats,Open Investigation,04/02/2023 07:14
196,Criminal Mischief, Arrest,04/06/2023 15:50
197,Harassment,,01/01/2023 15:16
198,Theft,Open Investigation,03/17/2023 01:04
199,Trespassing,unfounded,07/23/2023 08:01
200,Hindering Possession of Burglary Tools,Closed,07/06/2023 01:54
201,Trespass,Closed,11/11/2022 21:32
202,Criminal Mischief,Open Investigation,05/03/2023 01:16
203,Theft,Open Investigation,11/25/2022 18:40
204,Theft,Arrest,11/21/2022 11:54
205,Theft,Open Investigation,12/04/2023 12:30
206,Theft,Open Investigation,11/01/2023 13:35
207,Harassment,Unfounded,10/29/2023 18:46
208,Theft,Judicial Referral,01/18/2023 04:41
209,Fraud,Closed,05/17/2023 05:42
210,Assault,Open Investigation,09/17/2023 20:13
211,Shoplifting ,Arrest,11/03/2022 17:02
212,Trespassing,Open Investigation,02/12/2023 08:30
213,Harassment, Arrest,11/07/2022 06:25
214,Theft,Open Investigation,04/08/2023 00:14
215,Criminal Mischief,Arrest,06/18/2023 02:24
216,Trespassing,Arrest,05/25/2023 13:13
217,Trespassing,Judicial Referral,09/13/2022 05:14
218,Trespassing,Closed,03/08/2023 15:19
219,Possession of Burglary Tools 2,,09/22/2023 17:48
220,Trespassing,Arrest,11/06/2023 18:29
221,Shoplifting,Open Investigation,10/25/2023 06:52
222,Shoplifting,Open Investigation,10/13/2023 01:29
223,Theft,Open Investigation,10/16/2022 23:02
224,Trespass,Open Investigation,09/16/2023 13:51
225,Theft: Criminal Mischief,Unfounded,06/20/2023 17:52
226,Rape,Arrest,07/29/2023 08:58
227,Trespassing,Arrest,04/09/2023 01:55
228,Criminal Mischief,Arrest,10/21/2022 05:30
229,Trespassing,Open Investigation,01/25/2023 06:06
230,Theft,Arrest,07/09/2023 20:29
231,Theft,Open Investigation,12/05/2023 20:51
232,Theft,Open Investigation,01/12/2023 07:09
233,Possession of Burglary Tools 2,Unfounded,05/18/2023 13:13
234,Harassment,Arrest,04/18/2023 00:57
235,Liquor Law Violation,Arrest,07/25/2023 07:18
236,Stalking,Closed,03/13/2023 03:00
237,Criminal Mischief,Arrest,05/15/2023 06:58
238,Lewdness,,04/21/2023 07:56
239,Harassment,Open Investigation,03/11/2023 08:37
240,Theft,Arrest,12/27/2022 01:51
241,Theft,Arrest,08/17/2023 15:03
242,Criminal Mischief, Closed,11/27/2022 17:10
243,Service of Warrant,Open Investigation,03/29/2023 14:14
244,Criminal Mischief,Open Investigation,01/27/2023 17:09
245,Harassment,Open Investigation,01/13/2023 14:08
246,Trespassing,Arrest,10/30/2023 01:13
247,Extortion,Open Investigation,05/14/2023 14:56
248,Possession of Burglary Tools 2,Open Investigation,10/14/2022 13:55
249,Shoplifting,Open Investigation,11/05/2022 06:26
250,Trespassing,Arrest,09/21/2023 19:32
251,False Public Alarm,Open Investigation,11/12/2023 16:39
252,Criminal Mischief,Open Investigation,01/26/2023 04:20
253,Trespassing,Closed,05/20/2023 05:30
254,Theft,Unfounded,01/18/2023 21:20
255,Possession of Burglary Tools 2,Arrest,09/24/2022 10:36
256,Shoplifting,Closed,05/23/2023 21:01
257,Fraud,Open Investigation,07/18/2023 06:30
258,Trespassing,Unfounded,02/26/2023 08:06
259,Assault,Open Investigation,08/13/2023 02:18
260,Assault,Open Investigation,12/04/2022 08:45
261,Theft,Open Investigation,08/11/2023 02:18
262,Criminal Mischief, Arrest,12/12/2022 03:57
263,Theft,Unfounded,10/21/2023 08:56
264,Domestic Violence: Harassment,unfounded,01/30/2023 04:38
265,Aggravated Assault,Open Investigation,01/28/2023 21:17
266,Harassment,Closed,12/21/2022 17:28
267,Stalking,Unfounded,11/07/2023 02:08
268,Disorderly Conduct,Arrest,01/26/2023 18:45
269,Theft,Closed,07/03/2023 23:40
270,Harassment: Trespassing,Open Investigation,10/13/2022 05:55
271,Trespassing,Judicial Referral,03/05/2023 13:46
272,Attempted Extortion,Open Investigation,11/16/2023 08:04
273,Terroristic Threats,Closed,08/15/2023 12:05
274,Defiant Trespass,Open Investigation,08/13/2023 10:13
275,Trespassing,Closed,02/14/2023 09:55
276,Theft,Open Investigation,05/14/2023 23:10
277,Shoplifting , Open Investigation,05/20/2023 22:23
278,Harassment,Open Investigation,07/31/2023 21:36
279,Trespass, Open Investigation,06/16/2023 06:44
280,Theft, Closed,09/15/2023 05:23
281,Shoplifting,Open Investigation,01/24/2023 22:10
282,Rape,Arrest,02/19/2023 21:33
283,Attempted Extortion,Open Investigation,03/01/2023 16:55
284,Theft,Closed,01/04/2023 23:47
285,Fraud,Open Investigation,02/04/2023 10:43
286,Criminal Mischief,Open Investigation,11/20/2022 13:38
287,Trespassing,Open Investigation,04/19/2023 14:51
288,Theft,Unfounded,12/04/2022 13:13
289,Theft,Open Investigation,02/12/2023 10:50
290,Attempted Theft,Closed,04/10/2023 21:06
291,False Public Alarm,Judicial Referral,11/27/2022 23:41
292,Attempted Fraud,Judicial Referral,07/12/2023 18:03
293,Identity Theft,Open Investigation,04/28/2023 05:37
294,Rape,Arrest,01/27/2023 11:46
295,Disorderly Conduct,Open Investigation,04/06/2023 22:47
296,Shoplifting, Closed,10/06/2023 11:45
297,Harassment,Judicial Referral,08/01/2023 05:09
298,Theft,Unfounded,01/21/2023 18:03
299,Assault: Domestic Violence,Open Investigation,04/13/2023 06:44
300,Criminal Mischief, Open Investigation,01/14/2023 06:25
301,Harassment: Fraud,Open Investigation,07/19/2023 17:00
302,Theft,Open Investigation,07/26/2023 07:13
303,Criminal Mischief,Arrest,06/09/2023 05:22
304,Trespass,Open Investigation,03/16/2023 03:01
305,Shoplifting, Closed,01/19/2023 20:32
306,Harassment,Arrest,01/10/2023 16:01
307,Assault,,12/14/2022 18:11
308,Criminal Mischief,Open Investigation,11/08/2023 08:47
309,Theft,Open Investigation,04/04/2023 22:36
310,Trespassing,Open Investigation,07/24/2023 19:47
311,Attempted Fraud,,04/19/2023 19:56
312,Criminal Mischief,Closed,09/17/2023 02:20
313,Theft,Arrest,10/10/2023 10:51
314,Rape, Open Investigation,03/01/2023 16:01
315,Criminal Mischief, Arrest,05/22/2023 16:49
316,Intimidation,Arrest,01/10/2023 21:31
317,Theft: Bias Incident,Open Investigation,04/27/2023 21:14
318,Trespassing,Arrest,09/28/2023 15:41
319,Shoplifting,Open Investigation,01/08/2023 09:27
320,Theft,Unfounded,11/24/2023 03:47
321,Harassment: Bias Incident,unfounded,12/06/2023 03:36
322,Disorderly Conduct,Closed,01/22/2023 22:15
323,Theft,Closed,03/22/2023 13:37
324,Theft,Open Investigation,05/19/2023 07:38
325,Disorderly Conduct,Open Investigation,10/12/2022 09:40
326,Theft: Bias Incident,Open Investigation,01/02/2023 19:48
327,Theft,Open Investigation,02/19/2023 10:21
328,Shoplifting,Open Investigation,05/15/2023 23:15
329,Criminal Mischief,Open Investigation,11/07/2022 02:36
330,Shoplifting,,10/20/2023 05:16
331,Fraud,Arrest,10/26/2023 18:45
332,Burglary,Arrest,02/14/2023 08:57
333,Theft,Unfounded,05/24/2023 20:53
334,Disorderly Conduct,Open Investigation,09/13/2023 19:46
335,Criminal Mischief,Open Investigation,02/11/2023 06:10
336,Trespassing,Judicial Referral,10/16/2023 16:59
337,Theft,Open Investigation,03/01/2023 19:32
338,Criminal Mischief,Open Investigation,02/24/2023 07:17
339,Theft,Open Investigation,07/20/2023 07:44
340,Shoplifting ,Closed,07/18/2023 10:31
341,Rape,Closed,07/09/2023 18:44
342,Extortion,Open Investigation,12/28/2022 13:19
343,False Public Alarm, Closed,12/27/2022 16:49
344,Rape,Judicial Referral,12/22/2022 05:50
345,Defiant Trespass: Aggravated Assault,Unfounded,07/16/2023 15:59
346,Bias Intimidation,Open Investigation,09/20/2022 15:16
347,Attempted Theft,Arrest,03/23/2023 16:49
348,Disorderly Conduct,Unfounded,10/06/2022 03:20
349,Criminal Mischief,Unfounded,07/27/2023 01:08
350,Theft,Arrest,12/02/2022 22:46
351,Shoplifting,Arrest,05/08/2023 17:44
352,Defiant Trespass,Open Investigation,05/18/2023 08:56
353,Trespassing,Arrest,02/12/2023 03:01
354,Harassment: Bias Incident,Open Investigation,02/09/2023 00:48
355,Theft,Open Investigation,11/14/2022 03:12
356,Trespass,Unfounded,12/29/2022 13:43
357,Theft,Open Investigation,04/26/2023 14:04
358,Criminal Mischief, Open Investigation,02/23/2023 02:20
359,Harassment,Arrest,01/01/2023 03:20
360,Burglary,Arrest,05/07/2023 18:19
361,Attempted Theft,Unfounded,01/19/2023 08:06
362,Trespassing,Open Investigation,09/24/2023 07:32
363,Fraud,Open Investigation,09/23/2023 17:21
364,Criminal Mischief,Closed,05/28/2023 17:30
365,Shoplifting ,Open Investigation,02/05/2023 07:22
366,Theft,Open Investigation,09/05/2023 05:12
367,Defiant Trespass,Closed,12/10/2022 03:28
368,Trespassing,Arrest,04/04/2023 06:27
369,Theft,Open Investigation,08/15/2023 18:49
370,Shoplifting,Open Investigation,09/19/2022 21:35
371,Trespassing,Judicial Referral,09/07/2022 03:44
372,Trespassing,Open Investigation,02/22/2023 15:02
373,Trespassing,Closed,08/11/2023 08:56
374,Harassment: Domestic Violence,Unfounded,06/23/2023 11:52
375,Attempted Extortion,Arrest,01/16/2023 06:07
376,Harassment: Bias Incident,Open Investigation,02/23/2023 13:05
377,Rape,Unfounded,09/08/2023 11:46
378,Theft,Open Investigation,09/08/2022 08:37
379,Shoplifting,Closed,10/22/2022 00:01
380,Rape,Open Investigation,09/21/2022 14:26
381,Trespass,Unfounded,10/29/2022 16:37
382,Trespassing,Arrest,05/24/2023 20:19
383,Shoplifting,Closed,03/09/2023 20:53
384,Harassment, Closed,10/16/2022 07:37
385,Harassment,Open Investigation,04/19/2023 04:59
386,Extortion,Unfounded,11/26/2022 03:39
387,Trespassing,Judicial Referral,02/01/2023 18:26
388,Disorderly Conduct,Closed,01/25/2023 16:55
389,Assault,Closed,05/06/2023 22:59
390,Theft: Criminal Mischief,Arrest,10/24/2022 14:27
391,Extortion, Closed,07/29/2023 17:59
392,Trespassing,Open Investigation,05/21/2023 16:58
393,Trespass,Arrest,01/03/2023 14:42
394,Harassment,Arrest,09/05/2022 14:02
395,Theft,Open Investigation,03/05/2023 13:43
396,Attempted Theft,Arrest,07/16/2023 02:50
397,Shoplifting,Open Investigation,07/02/2023 11:19
398,Lewdness,Open Investigation,01/28/2023 10:50
399,Criminal Mischief,Arrest,12/20/2022 08:30
400,Trespass,Open Investigation,11/19/2022 15:36
401,Theft,Open Investigation,04/03/2023 16:17
402,Trespass,Closed,05/22/2023 21:48
403,Theft,Arrest,05/25/2023 17:06
404,Burglary,Open Investigation,09/15/2023 06:48
405,Defiant Trespass: Aggravated Assault,Unfounded,09/09/2023 14:57
406,Trespassing,,07/18/2023 21:40
407,Shoplifting,Unfounded,09/15/2023 07:34
408,Trespassing,Closed,08/04/2023 05:49
409,Harassment: Bias Incident,Open Investigation,04/30/2023 00:16
410,False Public Alarm, Arrest,01/10/2023 21:46
411,Attempted Fraud,Open Investigation,10/07/2022 10:42
412,Harassment: Bias Incident,Closed,06/27/2023 14:12
413,Fraud,Arrest,05/05/2023 19:55
414,Trespassing,Open Investigation,10/23/2022 03:57
415,Theft: Criminal Mischief,Unfounded,06/13/2023 11:37
416,Shoplifting ,Unfounded,05/23/2023 03:00
417,Fraud,Open Investigation,06/11/2023 06:27
418,Harassment: Trespassing,Open Investigation,11/16/2022 21:02
419,Shoplifting,Unfounded,07/10/2023 22:01
420,Criminal Mischief,Open Investigation,09/25/2023 21:33
421,Attempted Fraud,Arrest,10/15/2023 22:06
422,Trespassing,Open Investigation,11/10/2023 05:26
423,Disorderly Conduct, Closed,02/02/2023 10:15
424,Attempted Extortion,Open Investigation,10/06/2022 20:39
425,Criminal Mischief,Open Investigation,07/05/2023 04:05
426,Trespassing,Closed,12/11/2022 15:56
427,Trespass,Arrest,04/11/2023 12:05
428,Theft,Open Investigation,03/16/2023 12:55
429,Harassment,Closed,05/25/2023 12:25
430,Trespassing,Open Investigation,01/11/2023 00:17
431,Theft,Open Investigation,07/01/2023 04:57
432,Trespassing,Open Investigation,01/25/2023 10:48
433,Trespass,Open Investigation,11/07/2022 19:49
434,Theft,Arrest,03/04/2023 23:44
435,Theft,Unfounded,11/03/2023 08:34
436,Defiant Trespass,Unfounded,06/23/2023 17:35
437,Harassment,Open Investigation,10/03/2022 18:30
438,Theft,Unfounded,06/15/2023 14:50
439,Harassment,Open Investigation,04/05/2023 08:57
440,Theft,Open Investigation,02/17/2023 03:51
441,Theft,Open Investigation,09/07/2023 08:45
442,Theft,Closed,03/04/2023 17:01
443,Theft,Arrest,12/02/2022 14:13
444,Shoplifting,Open Investigation,07/18/2023 06:10
445,Fraud,Arrest,07/12/2023 01:49
446,Trespass, Open Investigation,02/12/2023 10:10
447,Harassment: Fraud,Closed,08/29/2023 15:44
448,Trespassing,,02/18/2023 12:22
449,Assault,Open Investigation,12/03/2023 04:55
450,Theft,Closed,03/21/2023 21:49
451,Lewdness,Unfounded,06/16/2023 23:23
452,Trespassing,Closed,06/28/2023 01:29
453,Burglary,Judicial Referral,05/08/2023 21:51
454,Harassment,Arrest,06/10/2023 11:59
455,Harassment,Open Investigation,10/31/2022 21:51
456,Shoplifting, Arrest,12/20/2022 13:36
457,Trespassing, Closed,01/28/2023 13:59
458,Attempted Fraud,Open Investigation,07/20/2023 07:07
459,Assault,Closed,09/25/2023 06:37
460,Theft,Unfounded,03/13/2023 00:50
461,Rape,Arrest,09/24/2022 17:35
462,Shoplifting,Closed,03/17/2023 12:07
463,Criminal Mischief,Open Investigation,09/29/2023 14:43
464,Criminal Mischief,Arrest,07/12/2023 05:09
465,Hindering Possession of Burglary Tools, Open Investigation,07/21/2023 06:16
466,Theft,Arrest,04/28/2023 03:17
467,Criminal Mischief,Open Investigation,11/08/2023 19:41
468,Criminal Mischief,Arrest,01/30/2023 07:56
469,Shoplifting,Arrest,02/20/2023 03:56
470,Theft,Open Investigation,12/27/2022 03:42
471,Theft,Open Investigation,08/07/2023 17:38
472,Shoplifting, Arrest,09/21/2022 17:52
473,Shoplifting,Open Investigation,10/08/2023 13:29
474,Harassment,,12/10/2022 07:08
475,Harassment: Domestic Violence,Open Investigation,11/25/2023 11:06
476,Criminal Mischief,Open Investigation,11/20/2022 03:07
477,Shoplifting,Open Investigation,02/23/2023 10:42
478,Trespassing,Judicial Referral,08/02/2023 06:22
479,Criminal Mischief,Open Investigation,08/05/2023 08:20
480,Intimidation,unfounded,08/15/2023 13:28
481,Trespassing,Closed,01/26/2023 11:43
482,Theft,Open Investigation,12/10/2022 09:54
483,Trespassing,Closed,10/01/2022 04:27
484,Trespassing,Closed,08/16/2023 06:07
485,Stalking,Open Investigation,01/14/2023 03:24
486,Shoplifting,Open Investigation,04/16/2023 07:16
487,Theft,Open Investigation,10/24/2023 14:56
488,Theft,Open Investigation,09/18/2023 06:33
489,Trespassing,Closed,04/28/2023 06:01
490,Theft: Criminal Mischief,Open Investigation,11/22/2022 07:49
491,Shoplifting,Open Investigation,04/05/2023 04:34
492,Shoplifting ,Open Investigation,11/22/2022 18:48
493,Defiant Trespass: Aggravated Assault,Open Investigation,03/09/2023 07:38
494,Harassment: Bias Incident,Arrest,06/15/2023 17:08
495,Fraud,Unfounded,12/05/2023 06:43
496,Theft,Judicial Referral,10/27/2022 22:35
497,Criminal Mischief,Arrest,04/12/2023 00:45
498,Assault,Arrest,11/04/2023 16:35
499,Harassment,Arrest,01/27/2023 20:00
500,Trespassing,Open Investigation,06/19/2023 03:40
501,Rape,Open Investigation,08/11/2023 22:12
502,Theft,Arrest,01/10/2023 16:13
503,Theft,Open Investigation,04/01/2023 04:12
504,Shoplifting,Open Investigation,03/15/2023 09:11
505,Theft,Open Investigation,08/25/2023 20:45
506,Bias Intimidation,Judicial Referral,06/08/2023 10:12
507,Criminal Mischief,Open Investigation,03/12/2023 19:11
508,Harassment, Closed,03/02/2023 10:02
509,Trespassing,Arrest,07/30/2023 07:16
510,Assault: Domestic Violence,Open Investigation,04/14/2023 15:03
511,Theft,,09/12/2022 21:51
512,Theft,Open Investigation,11/22/2022 05:54
513,Harassment: Stalking, Closed,05/14/2023 12:22
514,Trespassing,Open Investigation,06/01/2023 09:17
515,Shoplifting,Arrest,10/22/2022 18:54
516,Theft,Open Investigation,12/16/2022 23:28
517,Theft,Open Investigation,08/09/2023 02:59
518,Theft: Criminal Mischief,,10/10/2023 22:11
519,Shoplifting,Judicial Referral,03/12/2023 10:08
520,Theft,Open Investigation,05/17/2023 21:39
521,Assault: Domestic Violence,Open Investigation,06/16/2023 11:55
522,Harassment,Open Investigation,03/25/2023 11:42
523,Burglary,Open Investigation,04/01/2023 19:40
524,False Public Alarm,Arrest,01/19/2023 05:43
525,Burglary,Arrest,11/02/2022 05:46
526,Shoplifting ,Judicial Referral,06/08/2023 09:08
527,Terroristic Threats,Open Investigation,01/10/2023 05:23
528,Trespassing,Open Investigation,11/11/2022 00:05
529,Criminal Mischief,Arrest,07/21/2023 06:46
530,Theft,Open Investigation,02/05/2023 03:04
531,False Public Alarm,Open Investigation,08/18/2023 16:24
532,Theft,Unfounded,01/16/2023 20:33
533,Theft,Open Investigation,11/24/2022 12:38
534,Theft,Arrest,10/28/2022 03:41
535,Trespassing,Arrest,01/10/2023 07:03
536,Burglary,Open Investigation,11/02/2023 00:08
537,Aggravated Assault,Open Investigation,03/28/2023 14:59
538,Defiant Trespass: Aggravated Assault,Arrest,04/05/2023 22:12
539,Burglary,Arrest,09/23/2023 09:12
540,Shoplifting,Open Investigation,01/28/2023 21:46
541,Trespass,Unfounded,08/06/2023 13:57
542,Obstruction of Justice,Judicial Referral,05/08/2023 22:41
543,Bias Intimidation,Closed,02/03/2023 17:04
544,Shoplifting , Arrest,05/18/2023 08:56
