,Classification,Disposition,datetime
54,Theft,Open Investigation,11/14/2022 04:26
55,Shoplifting, Arrest,11/06/2022 10:41
56,Harassment: Trespassing,Open Investigation,01/28/2023 10:47
57,Terroristic Threats,Closed,10/14/2022 10:29
58,Theft,Open Investigation,11/27/2023 18:37
59,Burglary,Open Investigation,10/15/2022 08:30
60,Criminal Mischief,Open Investigation,12/13/2022 10:42
61,Trespassing,Arrest,09/22/2023 09:17
62,Assault: Domestic Violence,Open Investigation,07/26/2023 07:59
63,Trespass,Open Investigation,10/15/2023 18:58
64,False Public Alarm,Closed,12/17/2022 03:42
65,Defiant Trespass,unfounded,11/07/2022 15:51
66,Trespass,Arrest,12/07/2023 09:46
67,Trespassing,Open Investigation,11/15/2022 09:09
68,Rape,Unfounded,10/07/2023 13:46
69,Theft,Open Investigation,01/28/2023 01:39
70,Theft,Open Investigation,10/05/2022 12:29
71,Shoplifting ,Unfounded,01/11/2023 07:20
72,Assault: Domestic Violence,Arrest,03/01/2023 11:26
73,Rape,Arrest,08/28/2023 07:18
74,Trespassing,Closed,03/30/2023 01:51
75,Attempted Fraud,unfounded,11/20/2023 11:45
76,Theft: Criminal Mischief, Arrest,10/29/2023 04:06
77,Harassment: Bias Incident,Open Investigation,10/06/2022 10:18
78,Stalking,Open Investigation,01/08/2023 02:44
79,Criminal Mischief,Closed,11/18/2023 18:01
80,Defiant Trespass: Aggravated Assault,Open Investigation,01/22/2023 10:42
81,Harassment: Fraud,Unfounded,01/01/2023 17:56
82,Criminal Mischief,Open Investigation,12/27/2022 05:36
83,Shoplifting,Arrest,06/27/2023 18:02
84,Theft,Open Investigation,11/11/2022 10:06
85,Assault,Arrest,10/31/2023 01:13
86,Attempted Theft,Unfounded,02/19/2023 12:30
87,Harassment: Bias Incident,Open Investigation,08/10/2023 23:25
88,Theft: Criminal Mischief,Open Investigation,08/03/2023 11:16
89,Hindering Possession of Burglary Tools,Open Investigation,08/06/2023 12:35
90,Theft,Closed,08/21/2023 18:10
91,Theft: Criminal Mischief,Open Investigation,04/27/2023 15:26
92,Stalking,Closed,01/21/2023 08:38
93,Shoplifting,Arrest,12/05/2023 15:57
94,Shoplifting,Arrest,10/26/2023 23:51
95,Terroristic Threats,Open Investigation,08/31/2022 19:26
96,Harassment: Bias Incident,Arrest,07/23/2023 20:36
97,Attempted Fraud,Open Investigation,08/05/2023 02:23
98,Burglary,Open Investigation,11/11/2023 21:48
99,Service of Warrant,Closed,07/20/2023 04:30
100,Criminal Mischief,Open Investigation,12/23/2022 04:50
101,Harassment: Bias Incident,Open Investigation,09/15/2023 19:09
102,Theft,Closed,05/25/2023 05:16
103,False Public Alarm,Judicial Referral,08/14/2023 10:42
104,Criminal Mischief,Open Investigation,08/24/2023 10:00
105,Service of Warrant,Open Investigation,06/25/2023 05:32
106,Shoplifting ,Open Investigation,10/29/2023 15:26
107,Theft,Arrest,11/30/2022 23:59
108,Assault,Unfounded,12/13/2022 00:03
109,Trespassing,Arrest,06/13/2023 15:31
110,Theft,Open Investigation,08/29/2023 13:08
111,Shoplifting,Open Investigation,02/20/2023 14:37
112,Attempted Extortion,Open Investigation,04/16/2023 00:48
113,Attempted Extortion,Open Investigation,12/21/2022 11:56
114,Criminal Mischief, Arrest,03/13/2023 21:25
115,Trespass,unfounded,02/07/2023 12:31
116,Theft,Judicial Referral,09/07/2023 10:49
117,Terroristic Threats,Arrest,09/10/2023 07:44
118,Shoplifting,Open Investigation,10/14/2022 02:00
119,Shoplifting,Arrest,12/30/2022 11:48
120,Theft,Open Investigation,03/07/2023 01:01
121,Theft,Arrest,12/18/2022 08:09
122,Trespassing,Arrest,04/25/2023 19:20
123,Theft,Open Investigation,05/25/2023 06:32
124,Rape,Closed,08/29/2022 04:04
125,Shoplifting,Closed,03/23/2023 14:43
126,Theft,Open Investigation,01/23/2023 03:35
127,Theft,Arrest,11/25/2022 14:52
128,Theft, Open Investigation,01/06/2023 06:35
129,Harassment,Open Investigation,12/31/2022 03:29
130,Fraud,Open Investigation,08/20/2023 04:03
131,Lewdness,Open Investigation,04/25/2023 04:44
132,Theft,Open Investigation,11/10/2022 01:54
133,Trespassing,Arrest,04/27/2023 13:35
134,Lewdness,Open Investigation,08/05/2023 08:47
135,Trespassing,Open Investigation,09/11/2023 23:35
136,Criminal Mischief,Open Investigation,01/21/2023 12:08
137,Stalking,Unfounded,09/29/2022 00:35
138,Assault: Domestic Violence,Open Investigation,10/05/2022 00:40
139,Theft,Open Investigation,09/24/2023 02:01
140,Fraud, Open Investigation,12/31/2022 23:41
141,Possession of Burglary Tools 2,Closed,01/26/2023 14:39
142,Defiant Trespass,Open Investigation,12/01/2022 01:52
143,Shoplifting,Open Investigation,07/20/2023 08:27
144,Theft,Open Investigation,09/30/2022 03:45
145,Disorderly Conduct,Open Investigation,10/02/2022 21:18
146,Attempted Theft,Open Investigation,10/26/2022 02:06
147,Attempted Fraud, Closed,02/07/2023 09:24
148,Shoplifting ,Closed,07/09/2023 23:55
149,Criminal Mischief,Open Investigation,02/17/2023 14:39
150,False Public Alarm,Open Investigation,09/09/2023 12:19
151,Theft: Criminal Mischief, Arrest,03/13/2023 01:30
152,Theft,Open Investigation,02/10/2023 16:47
153,Theft,Arrest,01/22/2023 01:34
154,Trespass,Closed,04/28/2023 12:16
155,Trespassing,Open Investigation,08/23/2023 22:25
156,Shoplifting,Open Investigation,05/27/2023 07:42
157,Theft,Open Investigation,12/15/2022 14:33
158,Extortion,Arrest,08/18/2023 06:29
159,Trespassing,Open Investigation,11/16/2022 09:20
160,Trespass,Arrest,06/01/2023 04:07
161,Shoplifting , Closed,10/13/2022 02:48
162,Theft,Arrest,07/04/2023 01:55
163,Theft,Arrest,01/06/2023 04:33
164,Theft,Arrest,12/06/2022 19:45
165,Theft,Open Investigation,01/31/2023 00:31
166,Theft,Open Investigation,09/24/2023 08:10
167,Assault: Domestic Violence,Open Investigation,04/21/2023 10:09
168,Trespass,Open Investigation,08/30/2023 02:25
169,Theft,Open Investigation,08/22/2023 14:43
170,Extortion,Open Investigation,01/19/2023 16:27
171,False Public Alarm,Arrest,07/16/2023 08:09
172,Criminal Mischief,Closed,11/30/2023 22:49
173,Trespassing,Judicial Referral,03/15/2023 00:46
174,Criminal Mischief,Open Investigation,04/19/2023 04:57
175,Shoplifting,Closed,04/30/2023 12:03
176,Theft,Judicial Referral,08/20/2023 22:27
177,Trespassing,Open Investigation,05/31/2023 11:12
178,Criminal Mischief,Closed,09/30/2023 17:58
179,Theft,Open Investigation,11/20/2022 01:55
180,Theft,Open Investigation,02/27/2023 15:06
181,Theft,Open Investigation,02/18/2023 08:40
182,Shoplifting ,Unfounded,12/07/2022 16:15
183,Trespassing,Open Investigation,02/01/2023 23:08
184,Theft,Closed,07/15/2023 22:41
185,Rape,Open Investigation,03/09/2023 09:55
186,Lewdness,Arrest,10/11/2023 06:31
187,Trespassing, Arrest,07/21/2023 04:04
188,Terroristic Threats,Unfounded,10/11/2023 03:08
189,Theft,Open Investigation,01/15/2023 08:10
190,Trespass,Open Investigation,08/10/2023 14:06
191,Liquor Law Violation,Arrest,10/30/2023 05:28
192,Shoplifting ,Arrest,12/07/2022 14:01
193,Harassment,Arrest,03/10/2023 23:02
194,Theft,Open Investigation,01/05/2023 21:52
195,Defiant Trespass,Unfounded,04/10/2023 21:15
196,Bias Intimidation,Open Investigation,01/01/2023 22:49
197,Shoplifting,,09/10/2022 13:10
198,Criminal Mischief,Judicial Referral,03/23/2023 01:21
199,Intimidation,Closed,08/23/2023 19:38
200,Shoplifting,Arrest,03/04/2023 04:28
201,Trespassing,Unfounded,10/24/2023 11:39
202,False Public Alarm,Arrest,09/10/2022 09:32
203,Harassment,Arrest,05/22/2023 12:29
204,Trespass,Open Investigation,03/27/2023 16:34
205,Possession of Burglary Tools 2,,12/08/2022 02:25
206,False Public Alarm,Open Investigation,09/26/2023 00:15
207,Shoplifting,Arrest,06/02/2023 10:34
208,Attempted Extortion,Arrest,01/21/2023 06:15
209,Theft,Open Investigation,06/15/2023 00:17
210,Trespassing,Open Investigation,10/30/2022 04:29
211,Trespass,Unfounded,01/10/2023 09:03
212,False Public Alarm,Unfounded,09/03/2023 07:37
213,False Public Alarm,Unfounded,07/10/2023 06:12
214,Rape,Open Investigation,08/06/2023 00:58
215,Theft: Criminal Mischief, Open Investigation,11/10/2023 12:58
216,Trespassing,Open Investigation,10/20/2022 01:48
217,Fraud,Open Investigation,02/14/2023 23:24
218,Trespassing,Open Investigation,11/27/2022 21:15
219,Criminal Mischief,Unfounded,12/09/2022 14:21
220,Theft,Open Investigation,06/13/2023 16:57
221,Aggravated Assault,Open Investigation,10/02/2023 17:19
222,Harassment: Domestic Violence,Judicial Referral,03/22/2023 06:32
223,Criminal Mischief, Closed,06/25/2023 12:08
224,Harassment: Fraud,Open Investigation,11/23/2022 05:18
225,Trespassing,Arrest,04/29/2023 12:46
226,Extortion, Open Investigation,12/16/2023 03:02
227,Theft,Open Investigation,07/31/2023 07:10
228,Trespassing,Closed,10/18/2023 00:22
229,Theft,Unfounded,04/14/2023 11:11
230,Trespassing,Open Investigation,09/19/2023 11:47
231,Theft,Open Investigation,12/10/2022 09:16
232,Defiant Trespass,Closed,06/23/2023 21:51
233,Harassment,Arrest,07/03/2023 05:34
234,Hindering Possession of Burglary Tools,Open Investigation,01/15/2023 02:06
235,Domestic Violence: Harassment,Open Investigation,08/10/2023 09:55
236,False Public Alarm,Closed,08/27/2023 07:49
237,Terroristic Threats,Unfounded,01/11/2023 12:10
238,Trespassing,Open Investigation,12/09/2022 00:20
239,Lewdness,Closed,05/07/2023 14:09
240,Rape,Arrest,08/09/2023 11:06
241,Criminal Mischief,Open Investigation,12/12/2022 20:13
242,Attempted Extortion,Closed,11/19/2022 19:10
243,Extortion,Unfounded,10/17/2023 22:11
244,Terroristic Threats,Open Investigation,08/31/2023 01:00
245,Theft,Arrest,01/13/2023 20:20
246,Theft,Open Investigation,11/04/2022 04:03
247,Harassment: Trespassing,Open Investigation,08/27/2023 01:04
248,Trespassing,Open Investigation,06/17/2023 19:28
249,Harassment,Unfounded,10/22/2022 02:43
250,Shoplifting,Open Investigation,12/01/2022 02:51
251,Burglary,Judicial Referral,03/11/2023 03:19
252,Theft,Open Investigation,06/13/2023 01:41
253,Theft,Open Investigation,12/04/2022 16:07
254,Trespassing,Open Investigation,01/28/2023 08:07
255,Theft,Open Investigation,05/16/2023 07:41
256,Theft,Open Investigation,07/12/2023 05:55
257,Shoplifting,Open Investigation,02/10/2023 03:42
258,Shoplifting ,Arrest,09/16/2022 10:59
259,Burglary, Open Investigation,03/19/2023 20:55
260,Fraud,Unfounded,11/29/2023 04:48
261,Criminal Mischief,Arrest,11/11/2022 05:32
262,Trespass,Closed,04/29/2023 07:43
263,Theft,Open Investigation,11/18/2023 08:39
264,Theft,Open Investigation,11/15/2022 10:28
265,Harassment: Bias Incident,Open Investigation,02/07/2023 09:33
266,Criminal Mischief,Arrest,08/06/2023 20:05
267,Assault,Unfounded,05/08/2023 19:23
268,Theft,Open Investigation,08/26/2023 12:50
269,Assault,Open Investigation,04/25/2023 00:51
270,Attempted Theft,Open Investigation,04/26/2023 04:28
271,Service of Warrant,Open Investigation,09/26/2022 11:39
272,Disorderly Conduct,Open Investigation,01/11/2023 10:44
273,Extortion,Closed,02/01/2023 01:57
274,Assault: Domestic Violence,Open Investigation,10/04/2022 18:00
275,Trespass,Closed,05/18/2023 03:00
276,Disorderly Conduct,Arrest,02/01/2023 22:26
277,Theft,Open Investigation,04/15/2023 12:46
278,Theft,Unfounded,07/03/2023 18:19
279,Trespass,unfounded,12/29/2022 22:46
280,Assault: Domestic Violence,Arrest,03/31/2023 05:55
281,Trespassing,Arrest,11/03/2023 15:07
282,Disorderly Conduct,Closed,06/18/2023 20:43
283,Fraud,Closed,01/19/2023 02:25
284,Trespassing,Judicial Referral,12/06/2022 14:49
285,Trespass,Open Investigation,01/15/2023 08:23
286,Theft,Closed,04/02/2023 20:53
287,Theft: Criminal Mischief,Open Investigation,10/27/2022 04:47
288,Assault,Open Investigation,11/25/2022 14:39
289,Trespassing,Open Investigation,04/03/2023 11:27
290,Obstruction of Justice,Open Investigation,08/29/2023 08:26
291,Theft,Open Investigation,10/25/2022 06:09
292,Theft,Open Investigation,12/28/2022 23:27
293,Trespassing,Closed,09/23/2023 19:13
294,Criminal Mischief,Arrest,10/23/2022 09:36
295,Theft,Open Investigation,12/12/2022 16:26
296,Theft,Open Investigation,06/29/2023 00:58
297,Trespass,Arrest,12/26/2022 06:47
298,Liquor Law Violation,Open Investigation,09/26/2022 05:46
299,Theft,Open Investigation,06/26/2023 08:30
300,Assault,Arrest,10/17/2022 00:58
301,Trespass,Unfounded,07/01/2023 06:41
302,Disorderly Conduct,Open Investigation,10/19/2022 20:38
303,Theft,Open Investigation,06/06/2023 04:13
304,Attempted Fraud,Closed,12/14/2022 16:26
305,Shoplifting,Unfounded,07/29/2022 12:27
306,Attempted Fraud,Arrest,01/06/2023 18:11
307,Trespassing,Arrest,06/18/2023 23:45
308,Shoplifting,Arrest,08/18/2023 00:48
309,Harassment: Bias Incident,,02/01/2023 06:55
310,Harassment,Open Investigation,06/11/2023 14:58
311,Criminal Mischief,Open Investigation,12/25/2022 00:17
312,Disorderly Conduct,Open Investigation,09/18/2023 17:15
313,Criminal Mischief, Open Investigation,08/11/2023 15:48
314,Criminal Mischief,Open Investigation,04/30/2023 23:06
315,Shoplifting,Open Investigation,04/04/2023 05:48
316,Trespass,Open Investigation,12/25/2022 12:59
317,Fraud,Open Investigation,08/26/2023 02:18
318,Theft,Closed,07/30/2023 17:05
319,Attempted Fraud,Open Investigation,11/14/2023 20:21
320,Assault,Open Investigation,10/02/2023 05:27
321,Burglary,,10/20/2023 21:00
322,Shoplifting,Closed,03/11/2023 11:14
323,Theft,Open Investigation,08/06/2023 07:49
324,Harassment,Open Investigation,08/04/2023 12:54
325,Trespassing,Open Investigation,11/25/2022 20:51
326,Criminal Mischief,Open Investigation,04/13/2023 07:22
327,Trespassing,unfounded,01/29/2023 07:43
328,Assault,Closed,07/09/2023 16:04
329,Aggravated Assault,Closed,05/16/2023 05:28
330,Fraud,Open Investigation,01/09/2023 13:23
331,Criminal Mischief,Closed,03/18/2023 01:03
332,Aggravated Assault,Open Investigation,09/21/2023 18:35
333,Theft: Criminal Mischief,Open Investigation,02/07/2023 10:36
334,Shoplifting,Arrest,11/16/2023 09:44
335,Service of Warrant,Closed,09/19/2023 04:31
336,Burglary,Closed,05/17/2023 06:34
337,Theft: Bias Incident,Open Investigation,12/25/2022 18:39
338,Rape,,07/23/2023 15:53
339,Attempted Trespass 2,Unfounded,08/05/2023 22:17
340,Criminal Mischief,Open Investigation,01/21/2023 07:47
341,Trespassing,Closed,10/23/2022 17:13
342,Shoplifting , Closed,05/23/2023 13:50
343,Theft,Open Investigation,09/22/2023 06:42
344,Theft,Open Investigation,04/29/2023 21:58
345,Trespassing, Arrest,05/13/2023 17:14
346,Shoplifting,Arrest,12/30/2022 20:21
347,Criminal Mischief, Open Investigation,06/05/2023 15:25
348,Theft,Arrest,05/21/2023 08:02
349,Harassment,Arrest,02/14/2023 18:00
350,Possession of Burglary Tools 2,Open Investigation,12/06/2022 06:07
351,Harassment,,06/03/2023 07:38
352,Disorderly Conduct,Closed,04/07/2023 14:53
353,Bias Intimidation,Unfounded,05/28/2023 16:37
354,Trespass, Open Investigation,05/31/2023 07:27
355,Shoplifting,Unfounded,07/19/2023 09:50
356,Lewdness,Arrest,01/08/2023 08:09
357,Defiant Trespass: Aggravated Assault,Unfounded,01/01/2023 16:39
358,Assault: Domestic Violence,Open Investigation,09/27/2023 08:53
359,Theft,Arrest,11/01/2022 23:16
360,Theft,Open Investigation,01/23/2023 11:08
361,Criminal Mischief,Open Investigation,04/29/2023 19:54
362,Shoplifting, Closed,03/27/2023 09:18
363,Domestic Violence: Harassment,Open Investigation,05/05/2023 01:01
364,Shoplifting,Unfounded,03/31/2023 02:25
365,Harassment: Bias Incident,Open Investigation,08/06/2023 19:54
366,Burglary,Open Investigation,02/11/2023 11:36
367,Trespass, Arrest,03/20/2023 05:39
368,Identity Theft,,11/15/2022 03:25
369,Assault: Domestic Violence,Open Investigation,01/15/2023 14:00
370,Trespass,Judicial Referral,06/12/2023 16:55
371,Terroristic Threats,Open Investigation,07/07/2023 05:57
372,Fraud,Open Investigation,03/10/2023 10:40
373,Harassment,Open Investigation,03/18/2023 00:09
374,Attempted Theft, Arrest,05/22/2023 04:09
375,Theft: Criminal Mischief,Closed,08/08/2023 23:39
376,Shoplifting,Open Investigation,07/13/2023 04:00
377,Theft,Open Investigation,12/19/2022 19:29
378,Theft,Open Investigation,08/08/2023 07:03
379,Shoplifting,Open Investigation,08/09/2023 16:41
380,Trespass,Closed,02/18/2023 09:29
381,Trespassing,Open Investigation,11/21/2022 02:57
382,Criminal Mischief,Open Investigation,01/25/2023 01:52
383,Liquor Law Violation,Closed,12/07/2022 14:56
384,Shoplifting ,Open Investigation,03/06/2023 06:24
385,Criminal Mischief,Arrest,12/21/2022 09:41
386,Criminal Mischief,Open Investigation,06/10/2023 08:44
387,False Public Alarm,Judicial Referral,06/15/2023 12:07
388,Domestic Violence: Harassment,Closed,04/22/2023 06:03
389,Attempted Theft,Open Investigation,10/06/2022 19:46
390,Theft,Open Investigation,12/07/2022 23:18
391,Trespass, Open Investigation,01/11/2023 05:47
392,Shoplifting ,Open Investigation,01/05/2023 12:55
393,Harassment,Open Investigation,02/05/2023 19:01
394,Theft,Open Investigation,08/21/2023 20:31
395,Extortion,Open Investigation,12/23/2022 16:35
396,Shoplifting,Open Investigation,03/10/2023 21:02
397,Terroristic Threats,Unfounded,08/06/2023 19:15
398,Trespass,Open Investigation,02/09/2023 05:09
399,Harassment, Open Investigation,05/22/2023 06:46
400,Hindering Possession of Burglary Tools,unfounded,10/28/2023 08:22
401,Theft,Closed,06/07/2023 02:47
402,Identity Theft,Open Investigation,01/27/2023 10:30
403,Theft,Open Investigation,04/11/2023 13:41
404,Trespass,Arrest,02/16/2023 18:28
405,Shoplifting ,Open Investigation,03/03/2023 11:36
406,Criminal Mischief,Open Investigation,10/11/2022 03:05
407,Theft,Open Investigation,06/28/2023 14:10
408,Assault,Unfounded,01/16/2023 20:02
409,Theft,Arrest,11/21/2022 23:28
410,Theft,Open Investigation,03/28/2023 03:24
411,Attempted Fraud,Arrest,12/16/2022 03:32
412,Extortion,Closed,10/07/2022 21:06
413,Trespass, Open Investigation,01/19/2023 11:21
414,Theft,Open Investigation,01/16/2023 09:25
415,Trespassing,Open Investigation,06/27/2023 10:01
416,Harassment: Fraud,Arrest,11/19/2023 22:15
417,Trespassing,Arrest,06/07/2023 21:26
418,Theft,Open Investigation,03/17/2023 19:03
419,Possession of Burglary Tools 2,Open Investigation,08/20/2023 13:27
420,Rape,Arrest,01/08/2023 06:42
421,Trespassing,Closed,11/01/2023 07:41
422,Harassment,Arrest,12/20/2022 06:09
423,Extortion,Open Investigation,07/20/2023 04:51
424,Trespassing,Arrest,03/14/2023 09:07
425,Trespassing,,05/29/2023 10:19
426,Theft,Open Investigation,12/25/2022 22:45
427,Shoplifting ,Closed,01/03/2023 14:58
428,Trespass,Open Investigation,10/22/2022 03:12
429,Domestic Violence: Harassment,Unfounded,09/06/2023 13:03
430,Theft,Open Investigation,08/15/2023 06:07
431,Theft,Open Investigation,11/23/2023 07:40
432,Shoplifting,Arrest,03/24/2023 00:04
433,Trespass, Open Investigation,04/08/2023 16:14
434,False Public Alarm,Unfounded,01/12/2023 22:25
435,Assault,Arrest,06/30/2023 16:31
436,Theft: Criminal Mischief,Closed,06/13/2023 05:55
437,Theft,Open Investigation,02/18/2023 02:46
438,Burglary,Closed,05/28/2023 15:34
439,Fraud,Unfounded,12/01/2022 22:48
440,Harassment,Open Investigation,09/25/2023 13:36
441,Stalking,Arrest,11/22/2022 00:03
442,Theft,Open Investigation,09/28/2022 11:35
443,Trespassing,Open Investigation,11/09/2022 23:44
444,Theft,Open Investigation,04/28/2023 14:46
445,Disorderly Conduct,Open Investigation,12/10/2023 13:52
446,Shoplifting,Arrest,01/14/2023 20:50
447,Trespassing,Closed,04/16/2023 03:05
448,Liquor Law Violation,Open Investigation,03/14/2023 19:37
449,Theft,Closed,12/28/2022 15:12
450,Harassment,Unfounded,12/08/2023 23:15
451,Lewdness,Unfounded,03/26/2023 07:40
452,Defiant Trespass,Open Investigation,06/09/2023 14:54
453,False Public Alarm,Closed,07/06/2023 14:47
454,Theft,Open Investigation,12/04/2022 05:21
455,Theft: Bias Incident,Open Investigation,08/28/2023 07:08
456,Theft,Unfounded,09/10/2023 16:06
457,Harassment: Domestic Violence,Closed,12/31/2022 10:37
458,Rape,Open Investigation,02/20/2023 08:23
459,Extortion,Judicial Referral,03/17/2023 05:17
460,Obstruction of Justice,Open Investigation,03/25/2023 13:20
461,Trespassing,Open Investigation,12/16/2022 23:35
462,Criminal Mischief,Judicial Referral,01/30/2023 08:29
463,Lewdness,Closed,04/12/2023 19:19
464,Disorderly Conduct,Closed,07/02/2023 15:19
465,Trespassing,Arrest,01/04/2023 12:03
466,Criminal Mischief,Open Investigation,12/10/2022 11:33
467,Theft,Open Investigation,08/30/2023 06:45
468,Defiant Trespass,Open Investigation,12/09/2022 13:56
469,Trespassing,Arrest,08/25/2023 03:34
470,Burglary,,09/29/2023 09:04
471,Theft,Arrest,06/11/2023 17:35
472,Trespass,Judicial Referral,08/15/2023 18:42
473,Trespassing,Open Investigation,09/21/2022 16:02
474,Trespassing,Open Investigation,11/07/2022 05:42
475,Trespassing,Closed,10/27/2023 05:03
476,Theft,Open Investigation,02/19/2023 08:26
477,Shoplifting ,Unfounded,11/17/2022 19:01
478,Theft,Judicial Referral,07/20/2023 23:30
479,Liquor Law Violation,,02/15/2023 00:50
480,Attempted Trespass 2,Open Investigation,04/16/2023 23:37
481,Extortion, Arrest,09/01/2022 20:19
482,Harassment: Bias Incident, Arrest,11/19/2022 12:30
483,Fraud, Arrest,03/12/2023 12:04
484,Harassment: Bias Incident,Open Investigation,11/11/2022 19:21
485,Trespassing,Open Investigation,08/12/2023 21:54
486,Assault: Domestic Violence,Open Investigation,06/12/2023 14:49
487,Possession of Burglary Tools 2,,05/29/2023 23:45
488,Theft,Arrest,07/18/2023 18:42
489,Liquor Law Violation,,01/12/2023 16:57
490,Theft: Criminal Mischief,Arrest,11/22/2022 23:49
491,Hindering Possession of Burglary Tools,Open Investigation,11/02/2023 13:18
492,Trespass,Open Investigation,12/16/2022 19:02
493,Trespass,Closed,05/17/2023 21:23
494,False Public Alarm,Open Investigation,01/13/2023 07:11
495,Theft,Open Investigation,06/21/2023 05:30
496,Trespassing,Unfounded,05/20/2023 14:09
497,Theft,Open Investigation,09/23/2023 02:39
498,Theft,Open Investigation,08/14/2023 17:07
499,Shoplifting,Open Investigation,09/13/2023 09:45
500,Criminal Mischief,Arrest,02/22/2023 07:33
501,Trespassing,Arrest,04/03/2023 08:54
502,Shoplifting,Open Investigation,10/29/2023 03:45
503,Criminal Mischief, Closed,03/21/2023 02:10
504,Rape,Closed,04/04/2023 18:49
505,Shoplifting,Unfounded,10/15/2022 15:30
506,Extortion,unfounded,11/15/2023 03:54
507,Harassment,Open Investigation,07/29/2023 18:32
508,Harassment,Open Investigation,05/26/2023 18:25
509,Trespassing,Unfounded,12/05/2022 18:51
510,Extortion,Open Investigation,03/22/2023 09:50
511,Domestic Violence: Harassment,Arrest,11/18/2022 06:45
512,Trespassing, Arrest,11/17/2022 23:47
513,Rape,Unfounded,09/09/2023 10:21
514,Possession of Burglary Tools 2,Open Investigation,01/15/2023 07:55
515,Shoplifting,Arrest,01/14/2023 03:57
516,Harassment: Bias Incident,Closed,09/24/2022 22:29
517,Attempted Theft,Arrest,08/01/2023 04:06
518,Trespassing,Open Investigation,01/21/2023 23:59
519,Trespassing,Open Investigation,12/24/2022 19:39
520,Theft,Arrest,07/22/2023 13:58
521,Theft,Open Investigation,01/17/2023 07:36
522,Identity Theft,Open Investigation,01/03/2023 18:58
523,Assault,Arrest,12/13/2022 13:28
524,Attempted Extortion,Open Investigation,06/06/2023 17:58
525,Shoplifting,Arrest,07/09/2023 04:53
526,Attempted Extortion,Closed,10/06/2022 14:02
527,Disorderly Conduct,Open Investigation,04/22/2023 18:34
528,Criminal Mischief,Open Investigation,07/11/2023 01:42
529,Burglary,Closed,08/05/2023 18:56
530,Criminal Mischief, Arrest,04/06/2023 07:42
531,False Public Alarm,Arrest,10/09/2023 19:07
532,Criminal Mischief, Open Investigation,05/05/2023 07:43
533,Theft,Open Investigation,05/16/2023 12:36
534,Harassment,Open Investigation,06/21/2023 00:17
535,Liquor Law Violation,Arrest,04/22/2023 01:37
536,Trespassing,Open Investigation,10/16/2023 21:17
537,Theft: Bias Incident,Open Investigation,01/11/2023 20:23
538,Shoplifting,Open Investigation,05/12/2023 13:14
